year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;9.48;1;31;0;12
1938;8.83;2;33;1;21
1939;null;null;null;null;null
1940;7.77;0;3;0;54
1941;8.67;1;25;1;25
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;9.71;20;68;0;33
1948;9.44;0;27;0;18
1949;9.71;12;49;0;18
1950;9.81;8;56;0;22
1951;9.69;2;39;0;5
1952;9.63;14;49;2;26
1953;9.41;0;37;0;29
1954;8.9;1;21;0;25
1955;8.99;1;20;0;17
1956;8.14;0;20;0;38
1957;9.46;10;24;2;17
1958;9.49;1;37;1;21
1959;10.02;4;35;0;13
1960;9.72;0;19;0;17
1961;10.48;2;31;0;19
1962;8.84;4;42;0;21
1963;8.42;2;25;0;53
1964;9.39;8;47;0;31
1965;8.81;3;19;1;19
1966;9.94;3;32;0;15
1967;9.71;6;35;1;24
1968;9.34;1;21;1;22
1969;9.05;1;38;2;34
1970;9.13;0;33;0;23
1971;9.33;7;43;0;34
1972;9.04;1;21;0;18
1973;9.51;0;49;1;19
1974;10.26;3;31;1;3
1975;9.93;2;31;1;10
1976;9.64;8;38;0;27
1977;10.11;2;20;0;12
1978;9.09;0;23;0;24
1979;9.77;0;29;0;14
1980;8.96;1;22;0;23
1981;9.8;0;33;0;18
1982;10.23;1;36;1;14
1983;10.35;11;50;3;19
1984;9.32;3;22;2;10
1985;9.23;1;34;1;35
1986;9.49;1;44;0;28
1987;9.48;4;40;0;27
1988;10.61;4;35;0;6
1989;10.47;0;27;1;23
1990;10.91;3;40;0;13
1991;10.06;3;47;3;24
1992;10.88;15;51;8;17
1993;10.09;2;36;0;20
1994;11.55;6;51;5;9
1995;10.18;2;36;1;19
1996;9.15;0;27;0;21
1997;10.37;0;23;0;12
1998;10.48;7;36;4;16
1999;10.21;1;28;1;13
2000;11.06;1;38;1;6
2001;10.34;2;36;0;12
2002;10.94;2;28;3;13
2003;10.92;16;79;6;22
2004;10.27;0;32;0;11
2005;10.09;3;35;2;21
2006;10.6;8;49;4;23
2007;11.03;3;33;3;12
2008;10.79;3;39;1;4
2009;10.99;9;55;2;19
2010;9.94;13;47;3;28
2011;11.23;7;52;0;10
2012;10.72;8;54;1;16
2013;10.06;14;49;2;22
2014;11.81;7;38;3;2
2015;11.44;29;61;12;5
2016;11.2;8;57;2;2
2017;11.21;19;70;6;15
2018;12.3;19;96;5;5
2019;11.67;19;60;4;3
2020;11.79;12;64;3;2
2021;10.41;6;42;2;9
2022;12.25;18;85;5;5
2023;null;0;0;0;1
