endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-31;4;46;0;18
1952-10-31;10;42;0;38
1953-10-31;null;null;null;null
1954-10-31;3;39;0;30
1955-10-31;null;null;null;null
1956-10-31;1;42;0;34
1957-10-31;11;39;0;10
1958-10-31;12;59;0;26
1959-10-31;5;44;0;12
1960-10-31;5;43;0;15
1961-10-31;12;58;0;19
1962-10-31;9;51;0;22
1963-10-31;null;null;null;null
1964-10-31;null;null;null;null
1965-10-31;null;null;null;null
1966-10-31;null;null;null;null
1967-10-31;null;null;null;null
1968-10-31;null;null;null;null
1969-10-31;null;null;null;null
1970-10-31;null;null;null;null
1971-10-31;null;null;null;null
1972-10-31;null;null;null;null
1973-10-31;null;null;null;null
1974-10-31;null;null;null;null
1975-10-31;null;null;null;null
1976-10-31;null;null;null;null
1977-10-31;null;null;null;null
1978-10-31;null;null;null;null
1979-10-31;null;null;null;null
1980-10-31;null;null;null;null
1981-10-31;5;42;0;30
1982-10-31;2;53;0;18
1983-10-31;9;59;0;19
1984-10-31;3;21;0;17
1985-10-31;8;41;0;26
1986-10-31;7;57;0;34
1987-10-31;5;46;0;26
1988-10-31;4;41;0;5
1989-10-31;1;35;0;1
1990-10-31;4;40;0;16
1991-10-31;4;41;0;11
1992-10-31;14;53;0;13
1993-10-31;6;54;0;13
1994-10-31;22;59;0;5
1995-10-31;8;42;0;15
1996-10-31;3;41;0;13
1997-10-31;0;47;0;3
1998-10-31;10;52;0;6
1999-10-31;3;46;0;17
2000-10-31;12;60;0;21
2001-10-31;10;49;0;10
2002-10-31;11;49;0;18
2003-10-31;25;77;0;20
2004-10-31;5;41;0;17
2005-10-31;10;47;0;25
2006-10-31;18;57;0;25
2007-10-31;10;56;1;3
2008-10-31;11;58;0;4
2009-10-31;4;48;0;19
2010-10-31;15;47;0;25
2011-10-31;16;72;0;11
2012-10-31;15;55;0;21
2013-10-31;16;53;0;20
2014-10-31;10;39;0;0
2015-10-31;32;66;0;7
2016-10-31;7;56;0;6
2017-10-31;16;63;0;19
2018-10-31;16;77;0;9
2019-10-31;20;63;0;15
2020-10-31;9;51;0;0
2021-10-31;10;53;0;16
2022-10-31;13;65;0;7
2023-10-31;20;68;0;4
2024-10-31;17;66;0;10
