year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1978;6.66;0;23;0;47
1979;7.58;0;54;0;27
1980;6.89;6;31;0;44
1981;7.79;7;39;0;34
1982;8.23;1;52;0;28
1983;8.27;11;58;0;26
1984;7.35;5;28;0;33
1985;7.55;1;47;0;45
1986;7.49;6;56;0;51
1987;7.55;1;42;0;42
1988;8.62;9;42;0;11
1989;8.52;0;35;0;15
1990;8.57;4;43;0;30
1991;7.66;4;56;0;40
1992;9.12;23;68;0;24
1993;8.69;13;59;0;33
1994;10;24;77;0;13
1995;8.67;8;48;0;25
1996;7.92;6;43;0;32
1997;null;null;null;null;null
1998;9.13;17;61;0;19
1999;8.87;7;51;0;23
2000;9.92;11;68;0;22
2001;9.21;15;65;0;21
2002;9.63;11;58;0;13
2003;9.1;33;95;0;24
2004;8.2;11;53;0;27
2005;8.51;15;56;0;44
2006;8.58;17;54;0;37
2007;9.62;14;62;0;12
2008;9.79;7;66;0;17
2009;9.49;14;71;0;31
2010;8.83;19;57;0;46
2011;9.64;13;68;0;27
2012;9.72;24;73;0;32
2013;9.61;30;72;0;24
2014;10.41;8;45;0;6
2015;9.88;30;65;0;14
2016;9.68;7;66;0;16
2017;9.63;21;73;0;30
2018;10.4;23;91;0;13
2019;10.43;26;81;1;17
2020;9.84;9;63;0;13
2021;8.61;18;67;0;42
2022;null;27;68;0;12
