year,month,averageTemperature,totalPrecipitation,averageSnowCover
1955,4,7.213,32.6,0.0
1955,5,10.89,56.4,0.0
1955,6,15.817,77.0,0.0
1955,7,17.461,88.0,0.0
1955,8,16.587,153.3,0.0
1955,9,13.18,60.1,0.0
1955,10,7.342,23.2,0.0
1955,11,3.0,6.5,2.0
1955,12,2.232,69.7,0.0
1956,1,-0.023,41.4,13.0
1956,2,-10.569,27.1,330.0
1956,3,2.729,30.9,7.0
1956,4,6.06,21.7,2.0
1956,5,12.403,41.6,0.0
1956,6,13.81,69.9,0.0
1956,7,17.484,150.5,0.0
1956,8,14.784,65.1,0.0
1956,9,13.59,35.2,0.0
1956,10,8.248,56.0,0.0
1956,11,1.98,48.8,6.0
1956,12,0.768,31.3,134.0
1957,1,-1.106,34.7,72.0
1957,2,3.714,70.3,4.0
1957,3,6.842,47.5,0.0
1957,4,7.617,17.8,1.0
1957,5,10.181,51.8,0.0
1957,6,18.087,56.9,0.0
1957,7,18.994,97.9,0.0
1957,8,15.542,89.3,0.0
1957,9,12.15,102.1,0.0
1957,10,8.113,16.3,0.0
1957,11,4.15,11.6,0.0
1957,12,-0.058,61.7,8.0
1958,1,-0.835,59.2,98.0
1958,2,2.3,79.6,81.0
1958,3,-0.313,35.2,58.0
1958,4,5.797,45.8,2.0
1958,5,14.555,48.2,0.0
1958,6,15.563,79.3,0.0
1958,7,17.758,61.8,0.0
1958,8,17.629,80.6,0.0
1958,9,14.43,62.6,0.0
1958,10,8.71,51.8,0.0
1958,11,4.47,13.1,0.0
1958,12,1.813,60.3,1.0
1959,1,-0.371,39.4,73.0
1959,2,-0.836,7.8,1.0
1959,3,6.139,29.3,0.0
1959,4,9.553,46.2,0.0
1959,5,13.481,32.4,0.0
1959,6,17.063,38.1,0.0
1959,7,19.942,76.0,0.0
1959,8,17.071,84.2,0.0
1959,9,12.787,1.6,0.0
1959,10,7.387,54.0,0.0
1959,11,2.807,41.3,0.0
1959,12,2.739,58.7,28.0
1960,1,-0.855,39.2,53.0
1960,2,0.128,35.3,34.0
1960,3,5.065,48.0,0.0
1960,4,8.04,18.4,0.0
1960,5,13.635,66.0,0.0
1960,6,17.813,25.7,0.0
1960,7,16.577,54.1,0.0
1960,8,16.658,106.3,0.0
1960,9,12.17,23.2,0.0
1960,10,9.223,128.5,0.0
1960,11,5.8,56.6,0.0
1960,12,0.89,52.1,40.0
1961,1,-0.861,38.4,59.0
1961,2,3.971,53.7,3.0
1961,3,5.697,23.6,0.0
1961,4,11.62,72.5,0.0
1961,5,10.661,70.3,0.0
1961,6,16.37,99.1,0.0
1961,7,15.71,78.2,0.0
1961,8,16.616,72.3,0.0
1961,9,17.017,46.2,0.0
1961,10,10.281,28.7,0.0
1961,11,3.547,34.3,1.0
1961,12,-0.558,66.2,12.0
1962,1,1.139,31.9,1.0
1962,2,-0.325,65.6,58.0
1962,3,0.474,53.7,12.0
1962,4,9.103,34.9,0.0
1962,5,10.374,71.0,0.0
1962,6,15.137,30.0,0.0
1962,7,16.345,79.2,0.0
1962,8,17.429,37.9,0.0
1962,9,12.813,84.3,0.0
1962,10,8.232,3.0,0.0
1962,11,2.363,25.8,45.0
1962,12,-4.868,50.8,96.0
1963,1,-7.297,24.7,458.0
1963,2,-6.389,14.7,521.0
1963,3,2.0,64.1,124.0
1963,4,9.363,31.5,0.0
1963,5,12.855,28.0,0.0
1963,6,16.68,128.5,0.0
1963,7,18.671,66.8,0.0
1963,8,16.539,73.3,0.0
1963,9,14.433,33.2,0.0
1963,10,7.781,28.9,0.0
1963,11,7.613,55.8,0.0
1963,12,-4.19,5.0,40.0
1964,1,-4.716,23.6,154.0
1964,2,0.448,16.9,12.0
1964,3,1.113,40.5,2.0
1964,4,9.79,30.8,0.0
1964,5,14.332,57.9,0.0
1964,6,18.5,33.0,0.0
1964,7,19.977,6.0,0.0
1964,8,16.848,23.0,0.0
1964,9,14.243,45.3,0.0
1964,10,7.742,36.5,0.0
1964,11,5.22,63.6,0.0
1964,12,-0.074,23.0,32.0
1965,1,0.997,112.9,26.0
1965,2,-2.711,26.7,103.0
1965,3,2.394,84.1,100.0
1965,4,6.997,76.6,0.0
1965,5,12.181,103.9,0.0
1965,6,16.63,112.1,0.0
1965,7,16.642,78.9,0.0
1965,8,15.716,44.5,0.0
1965,9,12.8,65.9,0.0
1965,10,7.568,3.6,0.0
1965,11,1.933,61.8,13.0
1965,12,3.445,92.4,0.0
1966,1,-3.635,28.5,75.0
1966,2,5.832,52.3,0.0
1966,3,3.042,53.9,11.0
1966,4,10.44,63.7,0.0
1966,5,13.729,84.3,0.0
1966,6,17.693,99.9,0.0
1966,7,16.09,114.0,0.0
1966,8,16.123,83.4,0.0
1966,9,13.397,28.7,0.0
1966,10,11.574,71.4,0.0
1966,11,2.113,37.8,3.0
1966,12,2.184,96.1,11.0
1967,1,0.171,27.0,44.0
1967,2,2.511,45.2,2.0
1967,3,5.513,34.9,0.0
1967,4,7.003,33.5,0.0
1967,5,13.487,58.3,0.0
1967,6,15.757,54.8,0.0
1967,7,20.461,39.4,0.0
1967,8,17.406,81.8,0.0
1967,9,14.303,58.8,0.0
