year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1945,11.699,465.6,12,40,0,39,14,23
1946,10.918,493.8,5,30,0,51,17,19
1947,10.001,259.7,28,66,0,82,55,64
1948,11.479,447.3,13,36,0,47,12,12
1949,11.584,324.3,9,48,0,54,7,7
1950,11.341,469.0,11,42,0,48,12,20
1951,9.916,431.7,5,30,0,71,9,11
1952,9.95,499.9,5,27,0,62,7,39
1953,10.587,365.1,7,37,0,66,11,35
1954,9.024,450.1,5,18,0,75,29,17
1955,8.619,612.8,0,19,0,84,28,47
1956,8.011,569.4,0,14,0,78,30,38
1957,10.583,431.8,7,29,0,51,5,3
1958,10.089,507.5,2,25,0,77,10,14
1959,10.912,233.3,5,50,0,74,9,12
1960,10.214,453.6,1,24,0,58,15,17
1961,11.405,443.5,7,33,0,33,5,9
1962,9.314,260.8,1,19,0,57,16,12
1963,8.463,298.9,5,30,0,84,45,66
1964,9.375,324.0,13,44,1,75,22,36
1965,9.372,410.5,0,19,0,66,12,44
1966,10.502,478.7,6,34,0,49,24,44
1967,11.368,510.1,4,36,0,33,8,13
1968,10.572,369.5,1,40,0,57,10,32
1969,10.029,459.6,13,39,0,74,16,44
1970,10.217,553.1,2,35,0,59,18,72
1971,10.513,323.1,9,45,1,61,15,29
1972,9.665,476.1,8,27,0,68,13,26
1973,10.462,292.3,10,45,0,60,1,9
1974,10.67,364.4,3,22,0,50,0,1
1975,11.576,386.4,13,52,0,47,2,0
1976,10.638,278.0,11,46,0,63,16,38
1977,10.716,493.4,2,20,0,53,7,17
1978,10.103,280.0,7,26,0,57,11,30
1979,8.947,326.9,5,30,0,89,27,64
1980,9.141,355.6,3,20,0,86,15,31
1981,10.355,516.0,4,31,0,65,10,43
1982,10.81,195.2,11,56,0,63,15,4
1983,11.362,372.7,14,55,1,46,12,20
1984,9.648,497.2,4,21,0,68,9,10
1985,9.13,323.6,2,32,0,75,33,41
1986,9.27,447.3,8,37,0,64,33,50
1987,8.472,474.2,2,18,0,75,31,67
1988,11.07,295.7,2,30,1,44,0,16
1989,11.648,309.5,6,46,0,38,1,0
1990,11.55,319.9,9,34,0,30,3,0
1991,9.793,243.4,6,37,0,69,18,17
1992,11.131,340.1,11,53,0,53,5,5
1993,10.055,404.9,1,29,0,64,10,13
1994,10.973,615.0,18,40,1,51,9,11
1995,11.322,473.5,13,51,0,49,5,15
1996,8.57,387.4,3,28,0,94,37,38
1997,10.563,399.4,4,42,0,60,12,28
1998,11.705,419.9,7,30,0,39,4,10
1999,11.685,338.3,5,49,0,44,7,21
2000,2.761,22.8,0,0,0,19,1,0
2007,12.105,688.1,5,41,1,26,3,8
2008,11.734,427.3,10,35,0,31,4,7
2009,11.114,449.4,4,42,0,52,11,22
2010,9.956,525.0,11,39,1,69,35,62
2011,11.702,379.8,5,51,0,62,13,12
2012,11.226,373.5,10,41,1,39,16,17
2013,10.257,463.1,11,40,1,81,29,64
2014,12.221,486.8,8,36,0,38,8,13
2015,11.222,465.7,16,47,0,54,6,6
2016,11.783,377.8,15,53,0,45,8,14
2017,11.576,511.8,6,40,0,57,15,15
2018,12.412,227.4,26,85,2,54,11,16
2019,12.493,366.6,20,61,0,40,3,3
2020,12.565,393.4,14,53,0,29,0,0
2021,11.245,465.9,4,47,0,56,9,36
2022,12.745,257.5,20,67,0,43,0,2
2023,12.568,621.3,10,64,1,42,0,3
2024,13.161,515.9,15,61,0,30,5,4
