endDate;heatDays;summerDays;tropicalNights;iceDays
1951-07-22;null;null;null;null
1952-07-22;0;8;0;41
1953-07-22;0;1;0;38
1954-07-22;0;0;0;41
1955-07-22;0;2;0;28
1956-07-22;0;3;0;46
1957-07-22;1;8;0;19
1958-07-22;null;null;null;null
1959-07-22;null;null;null;null
1960-07-22;null;null;null;null
1961-07-22;0;4;0;19
1962-07-22;0;2;0;29
1963-07-22;0;4;0;38
1964-07-22;0;1;0;17
1965-07-22;0;4;0;42
1966-07-22;0;2;0;26
1967-07-22;0;8;0;26
1968-07-22;1;7;0;28
1969-07-22;0;6;0;29
1970-07-22;0;2;0;46
1971-07-22;0;4;0;33
1972-07-22;1;4;0;34
1973-07-22;0;4;0;26
1974-07-22;0;0;0;13
1975-07-22;0;3;0;12
1976-07-22;0;8;0;27
1977-07-22;0;2;0;26
1978-07-22;0;0;0;40
1979-07-22;0;1;0;36
1980-07-22;0;2;0;39
1981-07-22;0;3;0;38
1982-07-22;0;2;0;28
1983-07-22;0;3;0;24
1984-07-22;1;5;0;43
1985-07-22;0;2;0;36
1986-07-22;0;0;0;44
1987-07-22;0;3;0;40
1988-07-22;0;3;0;26
1989-07-22;0;0;0;3
1990-07-22;0;3;0;7
1991-07-22;0;5;0;24
1992-07-22;null;null;null;null
1993-07-22;null;null;null;null
1994-07-22;0;9;0;14
1995-07-22;0;8;0;22
1996-07-22;0;10;0;31
1997-07-22;0;0;0;12
1998-07-22;0;5;0;11
1999-07-22;0;6;0;24
2000-07-22;0;7;0;15
2001-07-22;0;8;0;18
2002-07-22;0;13;0;8
2003-07-22;0;18;0;26
2004-07-22;0;3;0;38
2005-07-22;0;15;0;36
2006-07-22;1;16;0;35
2007-07-22;1;11;0;6
2008-07-22;0;6;0;12
2009-07-22;0;6;0;29
2010-07-22;0;16;0;41
2011-07-22;0;4;0;20
2012-07-22;0;9;0;29
2013-07-22;0;6;0;32
2014-07-22;0;6;0;10
2015-07-22;0;17;0;18
2016-07-22;0;7;0;15
2017-07-22;0;15;0;21
2018-07-22;0;0;0;29
2019-07-22;2;13;0;23
2020-07-22;0;2;0;8
2021-07-22;0;10;0;32
2022-07-22;0;16;0;10
2023-07-22;1;11;0;17
2024-07-22;0;10;0;6
