endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-08;null;null;null;null
1952-10-08;null;null;null;null
1953-10-08;null;null;null;null
1954-10-08;null;null;null;null
1955-10-08;null;null;null;null
1956-10-08;null;null;null;null
1957-10-08;null;null;null;null
1958-10-08;null;null;null;null
1959-10-08;4;45;0;14
1960-10-08;5;32;0;14
1961-10-08;14;56;0;14
1962-10-08;9;46;0;21
1963-10-08;8;39;0;32
1964-10-08;5;45;0;26
1965-10-08;7;28;0;18
1966-10-08;5;38;0;16
1967-10-08;5;42;0;14
1968-10-08;6;30;0;14
1969-10-08;7;46;0;23
1970-10-08;7;42;0;18
1971-10-08;9;49;0;21
1972-10-08;8;35;0;16
1973-10-08;13;52;0;21
1974-10-08;12;45;0;2
1975-10-08;3;43;0;3
1976-10-08;8;46;0;10
1977-10-08;4;35;0;18
1978-10-08;null;null;null;null
1979-10-08;null;null;null;null
1980-10-08;null;null;null;null
1981-10-08;null;null;null;null
1982-10-08;6;63;0;10
1983-10-08;null;null;null;null
1984-10-08;5;30;1;19
1985-10-08;5;41;0;25
1986-10-08;2;47;0;26
1987-10-08;null;null;null;null
1988-10-08;3;34;0;8
1989-10-08;1;28;0;2
1990-10-08;2;41;0;12
1991-10-08;7;56;0;13
1992-10-08;14;48;0;14
1993-10-08;5;43;0;11
1994-10-08;9;57;0;10
1995-10-08;7;41;0;14
1996-10-08;4;33;0;13
1997-10-08;0;43;0;8
1998-10-08;8;43;0;9
1999-10-08;4;40;0;18
2000-10-08;3;42;0;15
2001-10-08;5;40;0;9
2002-10-08;8;47;0;9
2003-10-08;33;83;0;22
2004-10-08;4;38;0;16
2005-10-08;11;41;0;25
2006-10-08;10;48;0;30
2007-10-08;8;47;0;3
2008-10-08;16;63;0;2
2009-10-08;18;73;0;13
2010-10-08;23;53;0;17
2011-10-08;22;83;0;10
2012-10-08;23;74;0;19
2013-10-08;25;69;0;11
2014-10-08;11;46;0;0
2015-10-08;38;74;0;5
2016-10-08;15;67;0;6
2017-10-08;27;78;0;16
2018-10-08;22;92;0;6
2019-10-08;26;70;1;11
2020-10-08;18;69;0;0
2021-10-08;17;62;0;15
2022-10-08;29;85;0;0
2023-10-08;31;86;0;7
2024-10-08;30;77;0;1
