year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1954;2;0;0;0;64
1955;2.86;0;0;0;40
1956;1.88;0;0;0;69
1957;3.54;0;3;0;33
1958;3.47;0;0;0;47
1959;3.72;0;0;0;37
1960;2.8;0;0;0;43
1961;4.13;0;0;0;37
1962;2.35;0;0;0;62
1963;3.22;0;0;0;41
1964;4.61;0;0;0;25
1965;null;null;null;null;null
1966;3.9;0;2;0;54
1967;3.79;0;0;0;44
1968;3.69;0;1;0;47
1969;3.49;0;0;0;44
1970;3.32;0;0;0;48
1971;2.9;0;0;0;71
1972;2.53;0;0;0;52
1973;2.37;0;0;0;89
1974;2.34;0;0;0;69
1975;2.96;0;0;0;59
1976;2.3;0;0;0;76
1977;2.91;0;0;0;75
1978;null;null;null;null;null
1979;2.31;0;0;0;79
1980;1.86;0;0;0;92
1981;2.19;0;0;0;100
1982;3.36;0;0;0;65
1983;3.64;0;5;0;62
1984;2.07;0;0;0;86
1985;2.59;0;0;0;80
1986;2.9;0;0;0;85
1987;2.8;0;0;0;76
1988;3.24;0;0;0;69
1989;3.96;0;0;0;31
1990;3.48;0;0;0;66
1991;2.98;0;0;0;76
1992;3.64;0;0;0;57
1993;3.14;0;0;0;61
1994;4.34;0;1;0;52
1995;2.83;0;0;0;72
1996;2.52;0;0;0;66
1997;3.74;0;0;0;50
1998;3.27;0;0;0;73
1999;3.07;0;0;0;74
2000;3.6;0;0;0;57
2001;3.1;0;0;0;74
2002;3.85;0;0;0;52
2003;3.75;0;2;0;65
2004;2.73;0;0;0;80
2005;2.4;0;1;0;97
2006;3.86;0;0;0;69
2007;3.92;0;0;0;55
2008;3.55;0;0;0;57
2009;3.35;0;0;0;88
2010;2.3;0;1;0;94
2011;4.43;0;1;0;48
2012;3.45;0;2;0;72
2013;3.11;0;2;0;65
2014;4.26;0;0;0;47
2015;4.63;0;2;0;49
2016;3.99;0;2;0;51
2017;3.85;0;1;0;59
2018;4.55;0;1;0;56
2019;4.06;0;6;0;61
2020;4.49;0;1;0;42
2021;3.25;0;0;0;63
2022;4.82;0;4;0;47
2023;null;0;0;0;16
