year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1910,7.255,1746.0,1,10,0,94,14,95
1911,7.562,1103.0,1,42,0,100,32,90
1912,7.203,1790.4,0,12,0,95,10,62
1913,7.303,1531.3,0,6,0,96,12,94
1914,7.007,1780.2,0,8,0,83,21,86
1915,7.051,1721.9,0,7,0,112,17,110
1916,7.598,1902.6,0,4,0,93,3,92
1917,6.88,1451.2,0,21,0,125,29,109
1918,7.49,1175.1,1,10,0,93,11,56
1919,5.368,1113.0,0,15,0,148,53,103
1920,8.648,1487.4,1,16,0,82,2,73
1921,8.657,1201.8,1,26,0,106,5,61
1922,7.042,1837.7,1,22,0,98,18,88
1923,7.947,1312.4,3,22,0,98,9,88
1924,6.866,1487.1,4,20,0,96,28,102
1925,7.428,1320.1,2,10,0,102,4,92
1926,8.073,1799.4,0,13,0,81,7,61
1927,7.756,1733.0,0,16,0,101,10,91
1928,8.365,1396.9,0,33,0,101,2,57
1929,6.603,1157.9,0,27,0,101,44,95
1930,8.296,1738.7,0,17,0,86,7,79
1931,6.523,1843.2,1,27,0,119,24,107
1932,7.176,1519.3,0,23,0,106,18,95
1933,7.187,1605.4,0,15,0,96,25,66
1934,8.02,1494.3,0,19,0,95,13,84
1935,7.116,1905.6,3,25,0,94,30,105
1936,7.805,1668.8,0,16,0,95,8,70
1937,8.216,1684.9,2,29,0,95,3,96
1938,7.374,1321.9,0,23,0,115,12,90
1939,6.927,1497.3,0,8,0,110,21,108
1940,6.601,1705.7,0,6,0,101,29,97
1941,6.612,1590.6,1,20,0,115,24,94
1942,7.171,1323.4,0,27,0,93,35,83
1943,8.323,1260.5,5,30,0,103,8,84
1944,6.774,1792.5,3,24,0,118,29,111
1945,4.973,1143.7,1,7,0,90,26,85
1946,7.896,1518.7,4,22,0,89,16,86
1947,8.279,1044.9,9,50,0,96,27,77
1948,8.255,1838.4,0,19,0,82,10,59
1949,8.012,1210.8,2,31,0,94,17,90
1950,8.381,1414.2,6,41,0,99,16,74
1951,7.675,1390.8,1,32,0,111,6,96
1952,7.48,1621.7,10,34,0,95,24,102
1953,7.426,1327.1,1,32,0,101,29,93
1954,6.47,1765.8,0,21,0,99,26,95
1955,6.743,1678.4,1,13,0,108,24,98
1956,5.976,1662.4,1,21,0,112,37,93
1957,7.636,1749.8,5,24,0,94,9,57
1958,7.228,1767.5,2,38,0,111,20,110
1959,7.882,1316.2,1,23,0,95,15,82
1960,7.459,1824.2,1,15,0,100,14,75
1961,8.477,1484.8,0,36,0,89,9,81
1962,6.802,1458.5,2,32,0,120,22,121
1963,6.228,1316.7,2,21,0,106,40,108
1964,7.475,1542.9,0,35,0,105,19,95
1965,6.419,1874.2,3,16,0,106,29,104
1966,7.81,1870.7,2,21,0,89,20,80
1967,7.69,1504.8,2,25,0,94,15,106
1968,7.273,1715.6,0,17,0,112,15,112
1969,7.366,1228.5,0,22,0,105,20,108
1970,6.696,2201.6,0,20,0,112,22,131
1971,7.05,1255.8,0,23,0,114,23,96
1972,7.176,1228.9,2,13,0,109,10,41
1973,6.839,1372.7,0,28,0,122,21,106
1974,7.406,1834.2,2,18,0,100,3,101
1975,7.963,1642.9,1,23,0,102,4,85
1976,7.741,1309.4,0,31,0,100,14,82
1977,7.998,1611.9,1,10,0,87,13,86
1978,6.857,1644.3,0,13,0,105,16,104
1979,7.396,1496.3,0,16,0,106,16,93
1980,6.903,1578.5,2,16,0,111,14,115
1981,7.431,1751.2,0,30,0,90,27,107
1982,7.925,1430.7,0,29,0,113,11,111
1983,8.33,1495.0,7,38,0,80,14,88
1984,6.733,1467.4,3,15,0,113,20,111
1985,7.043,1495.5,2,30,0,98,27,90
1986,7.202,1620.1,1,38,0,99,32,107
1987,7.041,1707.4,1,35,0,98,31,107
1988,8.298,1700.3,2,26,0,87,5,89
1989,8.516,1329.3,1,22,0,78,1,62
1990,8.7,1555.1,0,31,0,82,1,48
1991,7.735,1222.7,3,40,0,105,17,79
1992,8.435,1458.1,10,36,0,102,12,96
1993,7.915,1624.1,2,34,0,86,14,85
1994,9.051,1537.4,5,50,0,75,7,77
1995,7.801,1635.9,3,25,0,94,18,99
1996,6.676,1372.7,0,15,0,116,24,98
1997,7.9,1340.3,0,22,0,108,10,79
1998,8.369,1488.0,7,27,0,87,13,62
1999,8.057,1846.9,2,21,0,92,15,108
2000,8.249,1819.7,1,33,0,87,12,89
2001,8.519,1708.1,1,31,0,82,10,80
2002,8.39,1609.6,4,25,0,101,13,63
2003,8.267,1102.0,14,64,0,118,27,93
2004,7.904,1324.8,0,29,0,100,20,97
2005,7.666,1447.7,2,31,0,103,29,90
2006,7.756,1483.3,4,41,0,93,37,101
2007,9.213,1448.1,3,28,0,94,5,39
2008,8.533,1305.1,2,37,0,100,6,55
2009,8.156,1186.6,3,35,0,113,20,101
2010,7.511,1384.1,5,32,0,106,29,88
2011,8.759,1174.7,5,33,0,102,13,50
2012,8.304,1378.8,5,37,0,101,22,91
2013,8.011,1348.6,11,36,0,95,24,90
2014,9.227,1414.7,4,22,0,95,0,24
2015,8.75,1249.3,16,50,0,109,10,77
2016,8.97,1610.0,4,38,0,100,5,49
2017,8.766,1590.0,5,46,0,97,20,65
2018,9.594,1144.2,4,51,0,92,15,76
2019,8.804,1690.4,10,41,0,101,11,83
2020,9.417,1564.7,4,38,0,102,1,36
2021,8.265,1466.9,7,30,0,121,14,75
2022,9.87,1304.0,9,54,0,102,4,69
2023,9.994,1609.3,11,54,0,78,12,47
2024,10.453,1666.3,7,50,0,66,9,28
