endDate;heatDays;summerDays;tropicalNights;iceDays
1951-10-13;null;null;null;null
1952-10-13;null;null;null;null
1953-10-13;null;null;null;null
1954-10-13;null;null;null;null
1955-10-13;null;null;null;null
1956-10-13;null;null;null;null
1957-10-13;null;null;null;null
1958-10-13;null;null;null;null
1959-10-13;0;2;0;24
1960-10-13;0;1;0;28
1961-10-13;0;7;0;25
1962-10-13;0;9;0;38
1963-10-13;0;3;0;46
1964-10-13;0;5;0;39
1965-10-13;0;8;0;43
1966-10-13;0;5;0;23
1967-10-13;0;7;0;31
1968-10-13;0;7;0;25
1969-10-13;0;4;0;42
1970-10-13;0;4;0;45
1971-10-13;0;12;0;25
1972-10-13;0;6;0;29
1973-10-13;0;1;0;35
1974-10-13;0;5;0;16
1975-10-13;0;1;0;8
1976-10-13;0;5;0;36
1977-10-13;0;0;0;13
1978-10-13;0;0;0;34
1979-10-13;0;0;0;33
1980-10-13;0;4;0;29
1981-10-13;0;3;0;38
1982-10-13;0;2;0;25
1983-10-13;2;14;0;21
1984-10-13;0;4;0;37
1985-10-13;0;5;0;41
1986-10-13;0;5;0;45
1987-10-13;0;2;0;44
1988-10-13;0;6;0;18
1989-10-13;0;0;0;3
1990-10-13;0;0;0;11
1991-10-13;0;2;0;33
1992-10-13;0;15;0;10
1993-10-13;0;7;0;27
1994-10-13;0;12;0;19
1995-10-13;0;2;0;17
1996-10-13;0;2;0;42
1997-10-13;0;0;0;12
1998-10-13;0;13;0;20
1999-10-13;0;3;0;18
2000-10-13;0;9;0;15
2001-10-13;0;9;0;18
2002-10-13;0;9;0;15
2003-10-13;0;32;0;33
2004-10-13;0;4;0;40
2005-10-13;0;9;0;40
2006-10-13;0;18;0;41
2007-10-13;0;10;0;4
2008-10-13;0;4;0;13
2009-10-13;0;5;0;33
2010-10-13;0;11;0;45
2011-10-13;0;12;0;28
2012-10-13;0;17;0;27
2013-10-13;2;17;1;39
2014-10-13;0;3;0;7
2015-10-13;0;23;0;18
2016-10-13;0;3;0;12
2017-10-13;0;18;0;24
2018-10-13;0;12;0;29
2019-10-13;1;15;0;15
2020-10-13;0;4;0;8
2021-10-13;0;10;0;27
2022-10-13;0;17;0;10
2023-10-13;0;17;0;20
2024-10-13;0;25;0;9
