year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1938,-2.7,0.0,0,0,0,2,2,0
1939,2.75,11.7,0,0,0,1,0,2
1940,-11.0,0.0,0,0,0,2,1,2
1941,-7.15,0.5,0,0,0,2,1,2
1942,1.95,0.0,0,0,0,0,0,0
1943,1.3,21.7,0,0,0,0,0,1
1944,3.4,9.7,0,0,0,1,0,1
1947,-0.3,4.6,0,0,0,2,0,2
1948,4.7,27.8,0,0,0,1,0,1
1949,3.4,7.9,0,0,0,0,0,0
1950,-1.3,13.6,0,0,0,2,0,0
1951,0.4,8.3,0,0,0,2,0,2
1952,3.4,18.2,0,0,0,1,0,1
1953,-2.45,0.1,0,0,0,2,1,0
1954,-5.6,1.7,0,0,0,2,2,0
1955,-2.5,1.4,0,0,0,2,1,1
1956,1.9,17.8,0,0,0,0,0,0
1957,-2.55,0.0,0,0,0,2,1,2
1958,2.75,2.9,0,0,0,1,0,0
2006,2.5,0.5,0,0,0,0,0,1
2007,5.1,10.9,0,0,0,0,0,0
2008,-1.65,0.0,0,0,0,2,1,0
2009,-3.1,0.0,0,0,0,2,2,0
2010,-1.45,1.3,0,0,0,2,0,0
2011,0.9,3.0,0,0,0,2,0,2
2012,9.4,19.6,0,0,0,0,0,0
2013,4.55,7.1,0,0,0,0,0,0
2014,5.7,2.1,0,0,0,0,0,0
2015,1.5,6.5,0,0,0,2,0,0
2016,2.3,6.2,0,0,0,1,0,0
2017,-2.45,1.4,0,0,0,2,1,1
2018,5.5,26.5,0,0,0,0,0,0
2019,3.95,3.2,0,0,0,1,0,0
2020,-1.0,0.5,0,0,0,2,1,0
2021,-0.15,0.0,0,0,0,2,0,0
2022,9.0,0.7,0,0,0,0,0,0
