year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1968;3.99;0;7;0;52
1969;3.78;0;5;0;76
1970;3.49;0;2;0;69
1971;4.18;0;10;0;51
1972;3.84;0;5;0;48
1973;3.95;0;5;0;65
1974;4.15;0;5;0;32
1975;4.2;0;2;0;39
1976;4.08;0;6;0;49
1977;4.46;0;2;0;57
1978;3.83;0;0;0;58
1979;3.78;0;2;0;58
1980;3.52;0;7;0;59
1981;3.9;0;8;0;76
1982;4.68;0;6;0;41
1983;5.17;0;10;0;46
1984;3.8;0;5;0;53
1985;4.26;0;8;0;62
1986;4.45;0;1;0;55
1987;4.41;0;6;0;57
1988;5.07;0;3;0;40
1989;5.63;0;1;0;10
1990;5.3;0;4;0;36
1991;4.64;0;4;0;47
1992;5.23;0;8;0;31
1993;4.98;0;5;0;51
1994;6.16;0;10;0;29
1995;4.64;0;8;0;42
1996;4.35;0;1;0;47
1997;5.42;0;0;0;24
1998;5.13;0;8;0;47
1999;5.1;0;5;0;48
2000;5.63;0;9;0;32
2001;5.08;0;7;0;46
2002;5.89;1;9;0;25
2003;5.84;0;26;0;38
2004;5.08;0;4;0;51
2005;4.58;0;16;0;72
2006;5.38;0;16;0;54
2007;5.79;0;9;0;27
2008;4.82;0;6;0;36
2009;4.76;0;7;0;57
2010;3.86;0;16;0;65
2011;5.64;0;13;0;25
2012;4.85;0;11;0;50
2013;4.6;0;18;0;48
2014;5.7;0;7;0;20
2015;5.96;2;30;0;34
2016;5.52;0;13;0;22
2017;5.37;0;21;0;39
2018;5.72;0;10;0;34
2019;5.22;4;18;0;37
2020;5.63;0;11;0;20
2021;4.59;0;14;0;48
2022;6.08;1;20;0;28
2023;null;0;0;0;5
