year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1885,9.217,586.5,12,49,0,86,10,0
1886,9.081,513.1,14,48,0,83,16,0
1887,8.454,447.0,16,52,0,114,30,43
1888,8.408,490.8,10,35,0,103,14,0
1889,9.057,453.9,12,67,0,107,28,0
1890,3.098,22.8,0,0,0,35,3,2
1927,9.732,615.4,2,42,0,53,8,8
1928,10.242,584.7,9,51,0,57,8,13
1930,10.388,647.2,10,38,0,62,4,4
1931,9.249,634.1,9,39,0,96,17,22
1932,9.678,545.7,12,50,0,90,13,3
1933,9.423,441.2,9,45,0,90,23,7
1934,10.99,416.8,9,71,0,46,6,10
1935,10.155,614.7,14,45,0,62,11,8
1936,9.948,665.9,4,29,0,67,7,0
1937,10.261,521.5,13,62,0,68,8,17
1938,10.052,571.9,10,39,0,58,16,18
1939,9.785,617.1,6,43,0,60,12,19
1940,8.335,783.4,0,33,0,88,49,70
1941,8.976,573.7,13,31,0,73,25,31
1942,8.942,495.5,6,42,0,91,37,53
1943,10.262,425.8,14,42,0,70,11,13
1944,9.956,504.3,13,45,2,66,7,4
1945,10.499,557.3,15,59,0,53,23,31
1946,9.821,496.8,7,33,0,56,23,1
1947,10.608,408.8,42,91,2,86,36,49
1948,10.252,522.9,14,34,0,59,16,10
1949,10.807,411.5,15,59,0,65,4,4
1950,10.028,652.7,11,44,0,69,18,28
1951,10.213,572.7,4,36,0,47,6,11
1952,9.766,638.4,14,41,4,69,9,28
1953,10.528,339.5,9,40,0,63,6,7
1954,9.489,533.8,6,26,0,61,21,12
1955,9.146,444.1,2,39,0,100,19,42
1956,8.605,518.6,2,19,0,85,28,36
1957,10.179,533.6,9,32,2,55,8,5
1958,9.87,630.9,1,35,0,66,6,25
1959,10.798,366.3,12,67,0,69,5,15
1960,10.143,589.3,2,24,0,48,11,14
1961,10.492,629.3,8,36,0,48,15,8
1962,9.032,469.6,5,38,0,79,16,14
1963,8.812,438.6,6,38,0,99,50,68
1964,10.055,455.4,20,57,2,73,18,22
1965,9.176,766.2,1,20,0,69,6,16
1966,10.281,716.0,3,37,0,45,14,1
1967,10.37,673.6,8,42,0,54,11,5
1968,9.643,715.0,2,24,0,76,17,24
1969,9.52,499.3,6,45,2,83,29,49
1970,9.531,571.6,2,39,0,82,23,55
1971,10.121,413.1,10,51,1,59,16,30
1972,9.463,400.1,7,26,1,57,16,18
1973,10.115,406.1,16,56,0,66,6,18
1974,10.428,580.5,3,29,0,21,0,0
1975,10.374,494.3,10,45,0,53,2,4
1976,10.58,373.5,21,63,3,60,13,21
1977,10.218,558.4,2,31,0,41,5,12
1978,9.287,538.8,2,25,0,62,13,22
1979,9.408,608.4,4,30,0,61,19,49
1980,9.407,553.0,1,23,0,58,12,22
1981,9.718,698.2,4,26,0,79,20,60
1982,10.356,507.7,12,59,0,56,14,27
1983,10.49,496.9,16,61,3,64,11,2
1984,9.454,626.8,5,29,0,49,2,7
1985,9.006,436.3,4,36,0,84,36,57
1986,9.6,563.6,6,45,1,67,20,37
1987,9.208,626.7,2,29,1,75,22,19
1988,10.625,577.4,4,38,0,38,2,8
1989,10.805,544.3,6,54,0,49,6,0
1990,11.0,505.7,11,44,1,30,4,1
1991,10.084,372.4,13,56,2,68,15,1
1992,10.805,513.2,13,54,1,41,5,3
1993,10.301,537.0,11,46,0,63,19,2
1994,11.573,428.5,23,53,0,35,2,6
1995,10.675,681.8,17,58,0,55,10,9
1996,9.168,472.9,5,40,0,76,23,22
1997,10.509,438.1,9,55,1,50,19,26
1998,10.6,587.0,14,41,1,62,9,10
1999,11.139,558.7,11,58,0,46,3,11
2000,11.275,693.0,4,46,0,26,5,5
2001,10.765,687.9,14,52,1,59,4,14
2002,11.225,629.0,7,43,0,40,15,19
2003,11.419,419.9,24,85,8,73,9,8
2004,10.618,436.4,11,51,0,64,8,18
2005,10.93,473.1,18,55,1,63,10,20
2006,11.305,493.4,24,70,10,66,10,15
2007,11.515,509.6,7,51,0,31,5,0
2008,10.927,535.4,9,53,1,60,2,2
2009,10.875,582.5,10,51,0,63,13,18
2010,9.775,658.3,16,46,2,86,36,57
2011,11.412,468.7,6,67,0,50,5,8
2012,10.863,531.2,14,59,0,48,14,15
2013,10.491,557.5,15,56,1,70,15,26
2014,11.988,624.3,10,43,2,17,1,4
2015,11.725,406.6,25,62,4,41,1,0
2016,11.174,565.2,15,62,0,47,9,7
2017,11.294,580.3,16,62,1,43,6,5
2018,12.388,470.0,32,103,4,49,6,5
2019,11.837,470.9,29,72,3,41,3,9
2020,12.231,418.5,20,77,3,29,1,1
2021,10.731,499.8,8,51,0,42,4,10
2022,12.476,533.5,36,92,1,39,5,3
2023,12.472,571.5,20,85,1,42,1,4
2024,13.214,576.1,17,59,1,27,8,4
