year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1950,10.498,742.0,13,63,0,69,17,35
1951,9.853,933.6,3,46,0,87,4,55
1952,9.647,935.5,14,49,1,78,21,63
1953,9.855,939.5,6,48,0,93,25,52
1954,8.662,1256.3,1,30,0,87,30,51
1955,8.587,1353.5,1,28,0,91,23,57
1956,7.943,1168.4,1,35,0,85,34,50
1957,9.168,997.8,9,28,0,80,13,27
1958,8.891,979.0,5,43,0,88,17,70
1959,9.506,1019.8,4,38,0,88,11,53
1960,9.382,1061.9,2,28,0,72,14,53
1961,10.664,901.5,4,48,0,57,11,36
1962,9.108,939.9,9,48,0,77,14,34
1963,8.458,942.6,6,36,0,86,43,73
1964,9.348,1089.3,12,55,0,70,30,53
1965,8.656,1136.2,6,32,0,86,17,59
1966,10.262,1256.2,3,38,0,58,16,26
1967,10.497,1099.3,9,46,0,44,11,21
1968,9.899,1198.0,1,32,1,71,9,39
1969,9.728,682.1,5,40,0,82,16,55
1970,9.189,1026.0,1,42,0,75,21,73
1971,8.939,718.6,9,37,0,82,29,58
1972,8.998,655.9,5,30,0,93,15,19
1973,9.148,786.7,2,45,0,81,14,50
1974,9.783,1022.1,6,33,0,62,3,9
1975,10.14,942.4,2,52,0,63,1,16
1976,9.817,852.5,13,52,0,72,14,20
1977,10.368,1017.5,3,41,0,56,11,52
1978,9.125,1067.0,3,39,0,67,27,69
1979,9.644,1103.1,12,57,0,77,22,51
1980,9.168,1045.4,4,36,0,77,18,38
1981,10.035,985.3,10,53,0,70,23,59
1982,9.945,891.0,13,66,0,77,20,47
1983,11.03,943.2,16,69,2,59,8,31
1984,9.3,793.2,5,33,1,88,11,51
1985,9.294,1049.2,14,57,0,80,30,66
1986,9.728,859.8,9,67,0,73,25,57
1987,8.683,926.9,7,40,0,69,25,62
1988,10.851,936.6,6,37,1,63,3,25
1989,11.071,858.6,2,33,0,47,1,1
1990,10.789,889.4,3,41,0,60,12,16
1991,10.004,756.0,4,43,0,74,13,18
1992,11.254,738.1,19,53,0,65,11,25
1993,10.589,974.1,5,44,0,62,13,27
1994,11.584,857.1,22,55,0,44,6,22
1995,11.098,1148.0,11,43,0,54,9,27
1996,9.307,942.9,2,33,0,85,35,47
1997,10.489,935.9,0,45,0,69,19,23
1998,11.319,835.1,9,42,0,58,10,22
1999,11.038,1033.3,3,43,0,61,11,30
2000,11.538,1202.9,9,53,0,48,8,16
2001,11.39,947.4,10,51,0,51,7,22
2002,11.4,1021.1,7,42,0,55,12,22
2003,11.068,710.8,26,85,0,87,23,54
2004,10.581,905.8,3,35,0,60,12,46
2005,10.46,1138.9,7,40,1,72,22,53
2006,9.977,856.6,16,57,0,77,29,82
2007,11.367,960.9,6,52,0,53,3,9
2008,10.651,998.3,9,57,0,74,2,11
2009,10.43,955.3,7,48,0,72,18,23
2010,9.78,1005.5,15,46,0,89,26,46
2011,10.67,998.4,7,56,0,79,13,32
2012,10.578,1079.6,14,59,0,66,18,27
2013,10.097,960.8,16,55,0,73,20,52
2014,11.266,932.5,7,42,0,71,0,1
2015,11.083,767.9,36,67,0,80,3,33
2016,11.156,1052.0,10,64,0,55,3,17
2017,10.882,1030.0,19,65,0,71,16,34
2018,11.919,754.8,20,94,0,65,12,18
2019,11.492,908.6,18,70,0,59,6,15
2020,11.473,1079.4,12,62,0,58,0,2
2021,10.42,900.9,10,56,0,91,9,34
2022,11.985,831.4,18,77,0,77,2,7
2023,12.137,1039.9,23,83,0,58,3,14
2024,6.149,195.1,0,3,0,34,5,13
