year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1966;9.32;3;41;0;25
1967;9.48;18;55;0;17
1968;8.88;9;44;0;33
1969;8.48;7;54;0;54
1970;8.39;3;43;0;39
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;9.81;11;45;0;6
1975;null;null;null;null;null
1976;9.28;9;47;1;26
1977;9.58;1;51;0;35
1978;8.5;1;37;0;33
1979;9.22;6;55;0;29
1980;8.4;3;30;0;32
1981;9.56;15;58;2;33
1982;null;null;null;null;null
1983;10.11;24;83;2;27
1984;8.96;8;42;1;26
1985;8.36;12;61;0;45
1986;9.06;16;73;0;47
1987;8.68;6;53;2;45
1988;9.9;20;59;0;10
1989;10.22;7;47;0;18
1990;10.25;14;51;0;22
1991;9.3;11;54;1;27
1992;10.73;27;73;4;12
1993;9.67;14;65;0;34
1994;11.17;34;76;2;17
1995;10.09;22;67;0;26
1996;8.58;7;44;0;52
1997;9.71;4;66;1;27
1998;10.38;22;63;2;30
1999;10.45;9;61;1;25
2000;11.31;22;71;0;20
2001;10.15;16;61;1;24
2002;10.95;16;76;1;30
2003;10.6;41;101;3;24
2004;10.04;10;57;0;28
2005;10.05;12;70;2;27
2006;10.34;25;59;2;30
2007;11.3;26;80;4;17
2008;11.07;11;75;0;12
2009;10.76;13;75;0;28
2010;9.55;16;57;4;40
2011;10.68;15;77;3;19
2012;10.95;31;89;3;24
2013;10.46;21;64;7;21
2014;11.69;17;62;0;12
2015;11.6;42;74;5;3
2016;11.07;20;86;2;17
2017;11.18;34;85;4;23
2018;12.1;31;106;10;16
2019;12;30;86;3;7
2020;11.48;20;76;1;9
2021;10.58;23;80;4;14
2022;null;23;73;3;1
