year,region,classification,pollutant,unit,source,data_status,energy_industry_co2e_t,energy_co2e_t,industry_co2e_t,traffic_co2e_t,buildings_co2e_t,agriculture_co2e_t,waste_co2e_t,fluorinated_gases_co2e_t,total_co2e_t,population,energy_co2e_t_percapita,industry_co2e_t_percapita,energy_industry_co2e_t_percapita,traffic_co2e_t_percapita,buildings_co2e_t_percapita,agriculture_co2e_t_percapita,waste_co2e_t_percapita,fluorinated_gases_co2e_t_percapita,total_co2e_t_percapita,international_flight_co2e_t
1990,Oberösterreich,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1296826,,,,,,,,,,
1990,Salzburg,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,471835,,,,,,,,,,
1990,Salzburg,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,1050054.093,248965.93,801088.1631,824503.067,721532.9007,668218.6177,88338.57564,22459.05936,3375106.314,471835,0.527654646221666,1.69781420009113,2.22546884610086,1.74743939512753,1.52920597391037,1.41621248466095,0.187223448112158,0.0475993924994966,7.153149541683,
1990,Salzburg,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,471835,,,,,,,,,,
1990,Steiermark,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1169578,,,,,,,,,,
1990,Steiermark,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,7329152.176,2702499.258,4626652.917,2081079.171,2085287.093,1703060.696,989315.5892,44404.45467,14232299.18,1169578,2.31066184384453,3.95583100656818,6.26649285126772,1.77934192589122,1.78293973809357,1.45613263587379,0.845873972663645,0.0379662191576791,12.1687473430588,
1990,Steiermark,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1169578,,,,,,,,,,
1990,Tirol,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,618459,,,,,,,,,,
1990,Tirol,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,1156182.338,22583.39963,1133598.939,1054320.977,915110.9774,750538.3744,397507.2217,10903.70846,4284563.597,618459,0.0365155970403859,1.83294113110166,1.86945672712338,1.70475484551118,1.47966312625413,1.21356205407311,0.642738195579659,0.0176304467393958,6.92780539534553,
1990,Tirol,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,618459,,,,,,,,,,
