year,region,classification,pollutant,unit,source,data_status,energy_industry_co2e_t,energy_co2e_t,industry_co2e_t,traffic_co2e_t,buildings_co2e_t,agriculture_co2e_t,waste_co2e_t,fluorinated_gases_co2e_t,total_co2e_t,population,energy_co2e_t_percapita,industry_co2e_t_percapita,energy_industry_co2e_t_percapita,traffic_co2e_t_percapita,buildings_co2e_t_percapita,agriculture_co2e_t_percapita,waste_co2e_t_percapita,fluorinated_gases_co2e_t_percapita,total_co2e_t_percapita,international_flight_co2e_t
1999,Wien,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1542252,,,,,,,,,,
2000,Austria,Emissionshandel,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8002186,,,,,,,,,,
2000,Austria,Emissionshandel Abgrenzung ab 2013,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8002186,,,,,,,,,,
2000,Austria,Gesamt,THG,t CO2-äq,NowCast (1990-2023),31072024,35976469.38,12896454.08,23080015.3,18495554.09,12405704.15,8833184.782,3569566.763,1359937.177,80640416.34,8002186,1.61161638582257,2.88421380107886,4.49583018690143,2.31131269505608,1.55028940217086,1.10384647170161,0.446073955666614,0.16994570945989,10.0772984207065,1711450
2000,Austria,KSG,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8002186,,,,,,,,,,
2000,Burgenland,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,276226,,,,,,,,,,
2000,Burgenland,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,138042.9323,35928.73832,102114.194,705359.7706,510466.138,271346.3872,160139.4244,31133.92363,1816488.576,276226,0.13007008145504,0.369676257846836,0.499746339229471,2.55356038388856,1.84800177390977,0.982334708535764,0.579740590675751,0.112711778145432,6.57609557391411,
2000,Burgenland,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,276226,,,,,,,,,,
2000,Kärnten,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,560696,,,,,,,,,,
2000,Kärnten,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,1260313.294,508903.5274,751409.7669,1353116.526,904455.4748,747114.3977,243079.9337,454595.596,4962675.223,560696,0.907628246679127,1.34013755564513,2.24776580178921,2.41328014824433,1.61309421647381,1.33247677475851,0.433532491225192,0.810770178492445,8.85091961241029,
2000,Kärnten,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,560696,,,,,,,,,,
2000,Niederösterreich,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1535083,,,,,,,,,,
2000,Niederösterreich,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,8064708.741,5321173.176,2743535.565,4008123.188,2612994.812,2347898.623,981698.7052,173357.7302,18188781.8,1535083,3.46637489699254,1.78722294820541,5.25359784519795,2.61101398947158,1.70218471053357,1.52949294793832,0.639508551133717,0.112930525710988,11.848728570377,
2000,Niederösterreich,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1535083,,,,,,,,,,
2000,Oberösterreich,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1370035,,,,,,,,,,
2000,Oberösterreich,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,13819312.39,1779250.354,12040062.03,3383606.476,2142355.953,2416037.909,533041.5781,192189.1521,22486543.45,1370035,1.29868970792717,8.7881419306806,10.0868316429872,2.46972265380082,1.56372352020204,1.76348626786907,0.389071504085662,0.14028046882014,16.4131160517797,
2000,Oberösterreich,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1370035,,,,,,,,,,
2000,Salzburg,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,512854,,,,,,,,,,
2000,Salzburg,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,933720.5458,188804.5644,744915.9814,1145635.478,807168.4386,620515.5854,113533.3926,57947.28418,3678520.725,512854,0.368144860720595,1.45249131604706,1.82063617676766,2.23384331213172,1.57387568118802,1.20992638333717,0.221375659739419,0.112989825915368,7.17264703989829,
2000,Salzburg,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,512854,,,,,,,,,,
2000,Steiermark,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1182930,,,,,,,,,,
2000,Steiermark,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,7755298.489,2734749.45,5020549.039,2828045.628,1795448.205,1477132.834,741174.3145,160897.342,14757996.81,1182930,2.3118438538206,4.24416410015808,6.55600795397868,2.39071257639928,1.51779750703761,1.24870688375474,0.626558050349556,0.136015945153137,12.4757989145596,
2000,Steiermark,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1182930,,,,,,,,,,
2000,Tirol,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,667459,,,,,,,,,,
2000,Tirol,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,978819.8328,73504.91883,905314.914,1460632.983,1039448.914,690557.8733,301354.9048,75497.25284,4546311.761,667459,0.110126492908179,1.35636033673978,1.46648682960302,2.18834862216256,1.55732249321681,1.03460717931738,0.451495754495782,0.113111446306065,6.81137232549115,
2000,Tirol,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,667459,,,,,,,,,,
2000,Vorarlberg,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,348366,,,,,,,,,,
2000,Vorarlberg,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,276925.8349,3686.531253,273239.3037,750381.5721,672963.6023,234013.8287,139881.5988,39385.76719,2113552.204,348366,0.0105823508981933,0.78434549783848,0.794927848584535,2.15400346790445,1.931771763892,0.671747038172497,0.401536311809993,0.113058585481936,6.06704501587411,
2000,Vorarlberg,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,348366,,,,,,,,,,
2000,Wien,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1548537,,,,,,,,,,
2000,Wien,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,2749327.322,2250452.816,498874.5052,2860652.469,1920402.614,28567.34459,355662.911,174933.1293,8089545.789,1548537,1.45327674831147,0.322158595629294,1.77543534445738,1.84732587532619,1.24013996049174,0.018447957388167,0.229676727775959,0.112966709416695,5.2239925742814,
2000,Wien,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1548537,,,,,,,,,,
2001,Austria,Emissionshandel,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8020946,,,,,,,,,,
2001,Austria,Emissionshandel Abgrenzung ab 2013,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8020946,,,,,,,,,,
2001,Austria,Gesamt,THG,t CO2-äq,NowCast (1990-2023),31072024,37266866.07,14455298.6,22811567.47,19830473.32,13609339.48,8783099.399,3459230.921,1575160.425,84524169.61,8020946,1.80219373126312,2.84399963171426,4.64619336297738,2.47233597134303,1.69672498480853,1.09502038774479,0.431274680193583,0.196380878888849,10.5379302653328,1666895
2001,Austria,KSG,THG,t CO2-äq,NowCast (1990-2023),31072024,,,,,,,,,,8020946,,,,,,,,,,
2001,Burgenland,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,275956,,,,,,,,,,
2001,Burgenland,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,158555.8805,46171.64819,112384.2323,758705.6614,550808.0737,268988.9701,151757.5059,36835.95268,1925652.044,275956,0.167315253844816,0.40725417204192,0.574569425922973,2.74937186145617,1.99599962928873,0.974753113177463,0.54993370646045,0.133484876864428,6.97811261215556,
2001,Burgenland,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,275956,,,,,,,,,,
2001,Kärnten,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,559571,,,,,,,,,,
2001,Kärnten,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,1416420.769,626242.5498,790178.2195,1449479.514,960834.5877,750074.0508,230508.4868,508698.0886,5316015.498,559571,1.11914761451183,1.41211431525222,2.53126192922793,2.59034066097064,1.71709146417523,1.34044482433865,0.411937871690992,0.909085868638654,9.50016262100788,
2001,Kärnten,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,559571,,,,,,,,,,
2001,Niederösterreich,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1539416,,,,,,,,,,
2001,Niederösterreich,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,8730455.723,6077205.265,2653250.458,4291045.547,3006894.931,2328958.273,940609.2948,205558.7488,19503522.52,1539416,3.94773424792259,1.72354351130559,5.67127775922817,2.78745027140162,1.95326989650621,1.51288428404018,0.611016966693863,0.133530344494276,12.6694295239234,
2001,Niederösterreich,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1539416,,,,,,,,,,
2001,Oberösterreich,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1373134,,,,,,,,,,
2001,Oberösterreich,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,13815653.12,1730340.784,12085312.33,3629168.101,2323279.909,2390003.163,522419.1372,212626.8316,22893150.26,1373134,1.26013978533777,8.80126217106269,10.06140196077,2.64298174904998,1.69195425136949,1.74054619796757,0.380457506113751,0.154847838302744,16.6721895022627,
2001,Oberösterreich,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1373134,,,,,,,,,,
2001,Salzburg,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,514851,,,,,,,,,,
2001,Salzburg,Gesamt,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,953964.0158,235352.8106,718611.2052,1230889.191,915651.1526,620038.9799,121176.8559,68777.92557,3910498.121,514851,0.457128005189851,1.39576538687892,1.85289339206877,2.39076779689658,1.77847795303884,1.20430761501871,0.23536296112856,0.133588019776596,7.59539773837479,
2001,Salzburg,KSG,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,514851,,,,,,,,,,
2001,Steiermark,Emissionshandel,THG,t CO2-äq,BLI 2024 (1990-2022),31102024,,,,,,,,,,1182441,,,,,,,,,,
