endDate;heatDays;summerDays;tropicalNights;iceDays
1901-08-31;1;33;0;34
1902-08-31;0;19;0;7
1903-08-31;2;19;0;11
1904-08-31;2;32;0;22
1905-08-31;7;47;2;20
1906-08-31;1;28;0;10
1907-08-31;0;34;0;21
1908-08-31;0;37;0;16
1909-08-31;1;27;0;31
1910-08-31;0;15;0;6
1911-08-31;5;38;1;20
1912-08-31;1;25;0;18
1913-08-31;0;15;0;25
1914-08-31;0;18;0;32
1915-08-31;0;27;0;2
1916-08-31;1;29;1;4
1917-08-31;0;43;0;28
1918-08-31;1;19;0;25
1919-08-31;0;23;0;13
1920-08-31;2;37;0;2
1921-08-31;9;39;2;3
1922-08-31;3;42;0;26
1923-08-31;1;33;0;8
1924-08-31;1;24;0;26
1925-08-31;0;24;0;8
1926-08-31;0;16;0;13
1927-08-31;1;45;0;7
1928-08-31;5;41;0;12
1929-08-31;5;40;1;52
1930-08-31;3;32;0;14
1931-08-31;7;44;1;13
1932-08-31;4;46;0;33
1933-08-31;3;26;1;24
1934-08-31;1;31;0;14
1935-08-31;2;38;1;28
1936-08-31;1;32;0;3
1937-08-31;null;null;null;null
1938-08-31;2;33;1;10
1939-08-31;1;33;0;6
1940-08-31;0;22;0;50
1941-08-31;0;21;0;27
1942-08-31;5;42;0;42
1943-08-31;10;59;0;20
1944-08-31;4;50;0;8
1945-08-31;null;null;null;null
1946-08-31;14;54;0;22
1947-08-31;18;65;0;34
1948-08-31;4;44;0;9
1949-08-31;8;46;0;5
1950-08-31;24;73;0;23
1951-08-31;4;49;0;3
1952-08-31;22;63;0;9
1953-08-31;4;50;0;14
1954-08-31;2;38;0;38
1955-08-31;1;40;0;27
1956-08-31;0;40;0;31
1957-08-31;9;40;5;14
1958-08-31;9;51;1;10
1959-08-31;2;33;0;15
1960-08-31;1;37;0;22
1961-08-31;7;36;0;18
1962-08-31;4;38;0;16
1963-08-31;5;47;0;42
1964-08-31;2;48;0;35
1965-08-31;6;35;0;8
1966-08-31;3;31;0;20
1967-08-31;8;43;0;10
1968-08-31;4;32;0;13
1969-08-31;3;46;0;24
1970-08-31;1;40;0;20
1971-08-31;3;45;0;20
1972-08-31;2;38;2;25
1973-08-31;0;42;0;9
1974-08-31;6;33;0;2
1975-08-31;2;43;0;0
1976-08-31;5;34;0;15
1977-08-31;1;35;0;8
1978-08-31;0;25;0;16
1979-08-31;1;41;0;20
1980-08-31;1;28;0;20
1981-08-31;5;48;1;11
1982-08-31;1;44;0;29
1983-08-31;7;62;3;3
1984-08-31;2;26;0;9
1985-08-31;6;45;0;33
1986-08-31;4;53;1;29
1987-08-31;3;36;1;25
1988-08-31;13;49;1;4
1989-08-31;2;44;0;7
1990-08-31;5;57;0;11
1991-08-31;2;47;0;13
1992-08-31;24;69;0;2
1993-08-31;14;62;1;11
1994-08-31;29;70;2;5
1995-08-31;12;66;1;9
1996-08-31;6;54;0;21
1997-08-31;1;61;0;16
1998-08-31;15;62;2;1
1999-08-31;5;51;0;10
2000-08-31;20;72;0;6
2001-08-31;22;74;2;5
2002-08-31;13;70;4;8
2003-08-31;41;100;4;13
2004-08-31;7;48;0;8
2005-08-31;8;54;2;15
2006-08-31;21;55;3;18
2007-08-31;16;71;3;0
2008-08-31;11;66;1;3
2009-08-31;11;63;0;13
2010-08-31;18;62;5;22
2011-08-31;17;71;3;12
2012-08-31;28;76;4;15
2013-08-31;25;66;9;13
2014-08-31;8;51;0;11
2015-08-31;32;69;7;1
2016-08-31;10;67;3;7
2017-08-31;31;81;6;16
2018-08-31;24;85;2;9
2019-08-31;31;80;7;1
2020-08-31;12;63;1;3
2021-08-31;24;72;6;4
2022-08-31;27;80;7;0
2023-08-31;null;null;null;null
