year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1895;7.7;1;29;0;58
1896;7.95;0;14;0;44
1897;8.52;1;27;0;37
1898;9.29;0;17;0;15
1899;8.66;0;23;0;24
1900;9.2;1;28;1;17
1901;8.18;1;33;0;38
1902;7.81;0;23;0;31
1903;8.62;2;23;0;14
1904;9.45;2;32;0;28
1905;8.85;7;51;2;23
1906;9.03;1;34;0;24
1907;8.68;0;36;0;22
1908;8.26;0;37;0;33
1909;8.57;1;28;0;34
1910;9.55;0;15;0;8
1911;9.6;5;43;1;21
1912;8.63;1;25;0;22
1913;9.19;0;16;0;29
1914;8.35;0;18;0;43
1915;9.09;0;27;0;11
1916;9.93;1;29;1;6
1917;8.82;0;46;0;43
1918;9.22;1;19;0;33
1919;8.87;0;23;0;20
1920;9.62;2;38;0;20
1921;9.66;9;40;2;24
1922;8.8;3;43;0;31
1923;9.79;1;33;0;16
1924;8.8;1;24;0;46
1925;9.27;0;25;0;25
1926;9.98;0;20;0;18
1927;9.82;1;46;0;19
1928;9.57;5;45;0;19
1929;8.72;5;47;1;59
1930;9.93;3;32;0;21
1931;8.81;7;44;1;25
1932;9.26;4;52;0;47
1933;8.38;3;26;1;43
1934;10.67;1;31;0;15
1935;9.14;2;38;1;40
1936;9.63;1;35;0;11
1937;null;null;null;null;null
1938;9.15;2;33;1;21
1939;9.44;1;36;0;21
1940;7.68;0;22;0;69
1941;8.14;0;21;0;39
1942;8.71;9;63;0;47
1943;9.82;11;68;0;23
1944;9.19;4;54;0;17
1945;null;null;null;null;null
1946;9.83;15;63;0;38
1947;9.57;29;85;0;38
1948;9.71;4;58;0;22
1949;9.88;8;56;0;9
1950;10.3;26;80;0;28
1951;10.19;5;62;0;8
1952;9.19;22;67;0;16
1953;9.78;4;58;0;25
1954;8.68;2;50;0;42
1955;8.96;1;44;0;30
1956;8.54;0;44;0;47
1957;10.08;9;41;5;20
1958;10.42;9;53;1;15
1959;10.37;2;34;0;15
1960;9.86;1;37;0;25
1961;10.24;7;52;0;33
1962;8.39;4;41;0;38
1963;8.87;5;48;0;66
1964;9.25;2;52;0;44
1965;8.79;6;35;0;17
1966;10.16;3;34;0;23
1967;10.09;8;47;0;17
1968;9.49;4;32;0;34
1969;9.19;3;46;0;43
1970;9.14;1;42;0;31
1971;9.63;3;45;0;23
1972;9.23;2;38;2;40
1973;9.27;0;49;0;20
1974;10.04;6;35;0;2
1975;10.14;2;45;0;4
1976;9.45;5;34;0;23
1977;10.08;1;40;0;18
1978;8.72;0;27;0;32
1979;9.66;1;41;0;20
1980;8.91;1;28;0;26
1981;9.99;5;50;1;20
1982;9.97;1;46;0;29
1983;10.37;7;63;3;17
1984;9.51;2;31;0;16
1985;9.44;6;53;0;37
1986;9.33;4;56;1;37
1987;9.45;3;48;1;32
1988;10.39;13;51;1;9
1989;10.81;2;49;0;8
1990;10.72;5;59;0;17
1991;9.65;2;48;0;17
1992;11.12;24;77;0;11
1993;10.54;14;69;1;24
1994;11.94;29;83;2;7
1995;10.63;12;68;1;19
1996;9.59;6;54;0;34
1997;10.48;1;72;0;19
1998;11.06;15;62;2;14
1999;11.1;5;65;0;19
2000;12.11;20;77;0;9
2001;11.22;22;76;2;13
2002;11.68;13;74;4;19
2003;11.2;41;107;4;15
2004;10.38;7;51;0;15
2005;10.29;8;62;2;21
2006;10.87;22;62;3;18
2007;11.67;16;71;3;14
2008;11.57;12;74;1;8
2009;11.26;11;69;0;21
2010;10.52;18;62;5;35
2011;11.41;18;87;3;16
2012;11.56;28;83;4;18
2013;11.2;25;73;9;15
2014;12.19;8;58;0;13
2015;12.2;34;75;7;1
2016;11.72;10;85;3;12
2017;11.6;32;85;6;17
2018;12.26;24;100;2;10
2019;12.6;33;89;7;2
2020;11.76;12;75;1;7
2021;11.25;24;83;6;6
2022;null;27;79;7;0
