year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;8.19;2;35;0;32
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;8.82;16;64;0;51
1948;8.79;2;30;0;27
1949;8.67;3;30;0;20
1950;8.73;8;45;0;36
1951;null;null;null;null;null
1952;null;null;null;null;null
1953;null;null;null;null;null
1954;7.55;1;29;0;49
1955;7.52;0;21;0;45
1956;6.91;0;23;0;55
1957;8.47;8;26;1;28
1958;8.16;4;35;0;32
1959;8.68;3;39;0;28
1960;8.34;3;26;0;30
1961;8.83;6;43;0;31
1962;7.19;6;43;0;46
1963;7.37;7;39;0;66
1964;7.72;6;45;0;54
1965;7.64;5;25;0;37
1966;8.88;3;31;0;29
1967;8.8;6;39;0;31
1968;8.28;2;32;0;40
1969;8.08;6;40;0;46
1970;7.92;1;37;0;45
1971;8.48;9;42;0;33
1972;7.97;7;31;0;36
1973;8.24;3;44;0;28
1974;9.01;5;22;0;4
1975;8.77;0;45;0;13
1976;null;null;null;null;null
1977;8.98;0;25;0;32
1978;7.73;0;19;0;35
1979;8.45;0;34;0;28
1980;7.8;2;19;0;35
1981;8.65;4;37;0;41
1982;9.06;1;37;0;35
1983;9.4;9;56;1;34
1984;8.28;2;24;0;26
1985;7.85;3;38;0;50
1986;8.48;3;43;0;47
1987;8.19;2;34;0;51
1988;9.34;4;33;1;13
1989;9.54;1;30;0;25
1990;9.48;3;39;0;28
1991;8.42;4;33;0;29
1992;9.75;17;50;0;22
1993;9.07;4;37;0;38
1994;10.65;21;56;1;16
1995;9.26;6;47;0;37
1996;7.73;2;30;0;50
1997;9.11;1;46;0;28
1998;9.47;11;51;0;30
1999;9.69;4;42;0;33
2000;10.24;10;51;0;19
2001;9.41;11;49;0;27
2002;10.16;9;55;1;28
2003;9.68;23;84;1;31
2004;9.24;3;40;0;26
2005;8.85;7;42;0;42
2006;9.37;15;50;0;39
2007;10.39;8;56;0;19
2008;10.09;9;55;1;10
2009;9.76;2;44;0;35
2010;8.7;12;44;1;57
2011;10.12;7;55;0;21
2012;9.79;10;61;0;25
2013;9.58;19;52;1;31
2014;10.84;6;42;0;5
2015;10.98;34;66;1;3
2016;10.3;6;64;0;15
2017;10.11;18;67;3;27
2018;11.38;20;83;2;17
2019;10.9;16;70;3;14
2020;10.53;9;51;0;3
2021;9.64;7;55;1;16
2022;null;14;64;1;3
