endDate;heatDays;summerDays;tropicalNights;iceDays
1950-08-30;14;48;6;24
1951-08-30;3;31;1;11
1952-08-30;13;43;8;18
1953-08-30;1;24;0;20
1954-08-30;0;18;0;44
1955-08-30;0;13;0;39
1956-08-30;1;17;0;44
1957-08-30;9;30;5;13
1958-08-30;2;27;0;18
1959-08-30;0;16;0;20
1960-08-30;0;15;0;25
1961-08-30;2;22;0;18
1962-08-30;2;29;0;30
1963-08-30;1;27;2;50
1964-08-30;0;28;0;43
1965-08-30;1;12;1;29
1966-08-30;0;10;0;21
1967-08-30;2;30;1;20
1968-08-30;4;23;1;21
1969-08-30;2;38;1;41
1970-08-30;0;26;0;36
1971-08-30;4;37;3;25
1972-08-30;0;24;1;38
1973-08-30;0;29;1;28
1974-08-30;4;25;2;16
1975-08-30;0;22;0;4
1976-08-30;1;21;0;37
1977-08-30;1;16;0;19
1978-08-30;0;6;0;33
1979-08-30;0;18;0;34
1980-08-30;0;9;0;28
1981-08-30;0;25;3;30
1982-08-30;0;18;0;39
1983-08-30;5;43;3;16
1984-08-30;1;14;0;28
1985-08-30;0;22;1;42
1986-08-30;1;29;0;45
1987-08-30;0;24;0;42
1988-08-30;6;33;2;8
1989-08-30;0;17;0;13
1990-08-30;null;null;null;null
1991-08-30;0;24;1;21
1992-08-30;19;49;11;7
1993-08-30;3;36;3;20
1994-08-30;14;50;13;9
1995-08-30;0;42;0;14
1996-08-30;0;18;1;41
1997-08-30;0;32;0;23
1998-08-30;1;39;5;9
1999-08-30;1;19;1;17
2000-08-30;11;47;10;14
2001-08-30;8;44;3;19
2002-08-30;8;43;2;11
2003-08-30;14;64;18;31
2004-08-30;1;25;1;30
2005-08-30;2;27;4;33
2006-08-30;4;39;14;25
2007-08-30;9;49;6;2
2008-08-30;0;22;0;7
2009-08-30;1;30;1;26
2010-08-30;8;31;5;36
2011-08-30;3;26;4;29
2012-08-30;12;51;10;22
2013-08-30;16;41;12;33
2014-08-30;1;24;2;13
2015-08-30;20;47;18;9
2016-08-30;0;28;2;13
2017-08-30;11;51;8;28
2018-08-30;2;51;10;27
2019-08-30;9;56;6;14
2020-08-30;4;33;3;4
2021-08-30;5;40;2;14
2022-08-30;10;51;13;6
2023-08-30;5;38;8;12
