year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1949,14.138,453.4,22,61,2,24,0,3
1950,10.961,989.9,13,64,5,68,19,27
1951,10.835,926.7,3,45,0,46,2,3
1952,10.627,1039.4,26,62,4,79,16,41
1953,10.668,641.0,14,53,1,77,17,37
1954,10.059,994.8,5,32,0,64,24,26
1955,9.9,900.8,1,38,0,100,13,16
1956,8.926,982.7,3,29,1,93,35,35
1957,10.647,854.1,11,37,4,63,13,22
1958,10.474,1108.6,7,45,1,72,8,18
1959,11.235,734.7,10,66,2,63,11,11
1960,10.718,1013.2,4,28,2,51,11,15
1961,11.35,945.9,16,53,0,58,22,4
1962,9.54,756.0,11,57,0,88,17,29
1963,9.256,947.2,9,41,0,96,52,54
1964,10.514,767.5,21,64,2,86,23,27
1965,9.856,1224.8,5,35,2,76,10,44
1966,10.856,1068.4,7,46,1,56,13,27
1967,11.109,887.4,15,58,2,65,14,13
1968,10.472,1129.3,4,30,3,67,20,26
1969,10.293,950.5,8,50,4,75,25,51
1970,10.419,1054.8,5,48,0,76,16,33
1971,10.899,682.4,16,54,2,64,13,27
1972,9.956,772.7,3,28,1,54,19,11
1973,10.432,900.3,12,59,1,73,16,22
1974,11.32,991.6,7,34,5,15,0,0
1975,10.909,1000.0,11,45,1,50,4,12
1976,11.093,720.3,18,58,2,58,15,34
1977,11.172,969.5,1,29,0,40,4,10
1978,10.152,1039.8,2,32,0,50,14,37
1979,10.672,1023.5,6,45,0,50,11,32
1980,10.22,949.2,2,34,1,65,12,12
1981,10.759,1111.6,4,39,2,62,11,28
1982,11.392,1130.4,12,65,6,45,14,28
1983,11.443,1047.4,20,65,8,60,10,32
1984,10.465,978.3,10,45,3,49,2,17
1985,10.393,791.1,8,60,1,68,29,53
1986,10.653,1066.7,15,59,3,67,23,55
1987,10.367,1038.3,8,47,6,72,27,53
1988,11.62,1038.7,12,58,3,38,2,19
1989,11.764,822.8,11,73,4,58,19,0
1990,12.213,837.8,15,60,1,40,7,13
1991,11.138,736.7,17,72,7,57,15,14
1992,11.972,824.2,22,66,14,39,10,9
1993,11.416,757.0,10,53,1,49,17,17
1994,12.665,977.4,26,65,16,27,2,3
1995,11.55,1114.1,25,60,7,49,12,28
1996,10.226,932.8,11,52,2,73,17,16
1997,11.769,828.0,15,74,1,47,15,27
1998,11.992,856.3,22,61,7,52,7,13
1999,12.022,1053.8,19,67,4,39,5,28
2000,12.847,892.8,19,66,3,19,2,2
2001,11.834,1122.7,19,62,3,51,3,9
2002,12.328,1128.9,13,55,5,33,12,13
2003,12.713,654.3,55,107,27,61,14,1
2004,11.623,876.3,17,63,4,61,6,0
2005,11.709,899.7,23,62,9,60,16,0
2006,12.058,1070.2,31,75,20,74,14,0
2007,11.146,837.1,7,61,1,75,8,0
2008,10.804,847.4,9,54,0,88,0,4
2009,10.883,777.5,15,60,0,89,14,16
2010,9.809,814.1,16,49,0,99,29,57
2011,11.53,716.5,12,72,0,78,5,8
2012,10.943,999.8,15,60,0,73,15,10
2013,10.353,1018.7,18,59,0,95,12,22
2014,11.875,908.8,9,46,0,58,2,2
2015,11.857,759.1,32,69,0,78,1,2
2016,10.92,912.0,13,74,0,77,10,8
2017,11.19,848.1,25,72,1,83,12,26
2018,12.04,617.5,29,104,0,72,4,1
2019,11.796,892.2,23,72,3,67,3,1
2020,12.554,664.1,23,83,1,58,3,0
2021,10.871,887.2,9,57,0,72,5,14
2022,12.862,733.9,39,97,1,66,9,9
2023,12.987,822.3,26,100,3,56,0,3
2024,13.949,823.2,14,75,1,25,7,8
