endDate;heatDays;summerDays;tropicalNights;iceDays
1951-09-28;null;null;null;null
1952-09-28;null;null;null;null
1953-09-28;null;null;null;null
1954-09-28;0;49;0;39
1955-09-28;null;null;null;null
1956-09-28;10;63;0;30
1957-09-28;19;57;0;13
1958-09-28;22;83;0;20
1959-09-28;null;null;null;null
1960-09-28;null;null;null;null
1961-09-28;null;null;null;null
1962-09-28;7;48;0;23
1963-09-28;9;48;0;40
1964-09-28;6;56;0;31
1965-09-28;10;36;0;25
1966-09-28;8;51;0;20
1967-09-28;14;64;0;20
1968-09-28;8;38;0;22
1969-09-28;10;62;0;27
1970-09-28;15;63;0;18
1971-09-28;18;65;0;24
1972-09-28;9;51;0;26
1973-09-28;11;66;0;11
1974-09-28;12;50;0;5
1975-09-28;3;63;0;0
1976-09-28;12;53;0;13
1977-09-28;4;45;0;10
1978-09-28;1;41;0;20
1979-09-28;1;73;0;20
1980-09-28;8;39;0;16
1981-09-28;11;59;0;20
1982-09-28;6;70;0;20
1983-09-28;15;64;0;17
1984-09-28;8;36;0;19
1985-09-28;11;64;0;29
1986-09-28;16;65;0;38
1987-09-28;null;null;null;null
1988-09-28;null;null;null;null
1989-09-28;3;44;0;9
1990-09-28;10;64;0;9
1991-09-28;11;70;0;28
1992-09-28;28;85;1;8
1993-09-28;20;67;0;11
1994-09-28;31;83;1;10
1995-09-28;12;58;0;14
1996-09-28;9;56;0;22
1997-09-28;1;75;0;18
1998-09-28;23;69;0;2
1999-09-28;9;56;0;23
2000-09-28;16;69;0;21
2001-09-28;16;68;0;6
2002-09-28;null;null;null;null
2003-09-28;44;105;0;24
2004-09-28;10;56;0;15
2005-09-28;17;64;0;11
2006-09-28;34;71;0;23
2007-09-28;21;71;0;1
2008-09-28;15;83;0;7
2009-09-28;20;78;0;19
2010-09-28;31;74;0;27
2011-09-28;25;90;2;15
2012-09-28;34;86;0;15
2013-09-28;37;81;0;18
2014-09-28;15;64;0;3
2015-09-28;42;79;0;9
2016-09-28;24;84;0;13
2017-09-28;34;84;0;17
2018-09-28;26;99;0;6
2019-09-28;33;87;1;8
2020-09-28;17;75;0;0
2021-09-28;30;82;0;16
2022-09-28;41;102;0;15
2023-09-28;30;94;0;4
2024-09-28;51;97;0;6
