year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1949,10.548,489.2,16,59,0,83,9,7
1950,9.714,752.9,10,45,0,83,19,21
1951,9.987,568.4,5,38,0,66,4,6
1952,9.461,769.9,14,38,4,91,9,21
1953,10.196,396.9,13,39,0,83,9,13
1954,9.242,654.7,5,24,0,69,23,12
1955,8.894,616.5,2,31,0,113,17,21
1956,8.29,747.5,0,18,0,96,39,41
1957,9.635,710.5,11,32,2,85,9,6
1958,9.424,796.5,1,36,0,76,10,20
1959,10.506,474.4,12,69,0,87,7,13
1960,9.784,741.9,2,26,0,67,10,13
1961,9.964,845.0,9,36,0,66,16,8
1962,8.442,538.3,5,40,0,99,17,25
1963,8.259,622.9,7,36,0,119,54,74
1964,9.593,460.2,21,61,2,92,20,16
1965,8.873,1057.1,2,23,0,93,10,22
1966,9.932,897.0,5,39,0,72,14,7
1967,10.105,725.9,10,44,0,87,13,13
1968,9.281,758.2,3,25,0,100,21,21
1969,9.124,580.4,11,49,1,101,33,51
1970,9.235,668.5,4,41,0,96,25,52
1971,9.776,449.9,12,50,1,95,17,28
1972,9.118,559.8,7,26,0,95,18,12
1973,9.792,466.8,15,57,0,102,8,14
1974,10.358,649.2,5,33,0,42,1,2
1975,10.272,634.8,12,51,0,74,4,1
1976,10.453,367.6,22,70,1,87,16,19
1977,10.177,702.0,2,31,0,55,6,7
1978,9.39,647.2,3,28,0,68,12,11
1979,9.47,755.9,4,36,0,83,19,34
1980,9.236,713.4,2,25,0,80,17,13
1981,9.701,981.7,7,27,0,94,20,56
1982,10.31,608.0,17,64,0,81,16,23
1983,10.452,700.5,18,61,2,76,16,5
1984,9.504,678.9,7,31,0,68,2,11
1985,8.957,466.9,4,36,0,105,36,59
1986,9.627,636.5,11,50,1,77,25,33
1987,9.073,736.9,3,32,1,86,28,32
1988,10.692,656.3,7,45,0,54,3,7
1989,10.865,587.5,11,60,0,63,7,0
1990,11.128,579.8,14,47,1,45,2,13
1991,10.153,465.7,15,62,2,86,16,19
1992,10.888,626.6,17,59,2,55,9,0
1993,10.452,547.9,13,49,0,75,19,3
1994,11.691,526.5,26,54,7,46,2,6
1995,10.807,718.7,20,60,0,59,10,7
1996,9.199,531.4,6,37,0,90,26,28
1997,10.731,498.0,10,54,1,61,17,25
1998,10.875,672.7,15,45,0,68,12,7
1999,11.334,695.1,10,56,0,54,6,17
2000,11.583,759.1,7,48,0,40,6,1
2001,10.836,753.4,16,55,0,70,5,14
2002,11.229,777.6,9,48,1,49,15,20
2003,11.471,379.4,31,96,7,88,9,10
2004,10.664,555.5,14,52,0,77,7,19
2005,11.025,524.0,20,61,1,71,10,21
2006,11.246,634.2,20,66,4,74,12,23
2007,11.408,689.2,7,48,1,48,8,6
2008,11.019,555.2,12,56,1,70,1,4
2009,10.979,664.0,12,54,0,70,15,21
2010,9.84,668.3,17,47,3,95,40,69
2011,11.49,505.7,6,67,0,63,6,11
2012,10.972,629.5,12,57,1,57,15,13
2013,10.615,643.0,18,55,4,80,17,28
2014,12.143,649.8,10,50,2,35,1,4
2015,11.656,430.8,27,62,8,53,1,4
2016,11.106,662.1,15,65,1,62,8,2
2017,11.277,662.7,16,64,2,59,6,7
2018,12.549,400.7,43,108,6,57,5,6
2019,11.766,585.6,30,75,4,65,4,2
2020,12.13,542.5,19,77,6,46,1,2
2021,10.579,642.0,8,55,0,72,5,12
2022,12.495,542.5,37,95,4,54,6,3
2023,12.503,770.1,22,91,1,43,1,4
2024,4.407,90.0,0,0,0,22,3,3
