year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1936,9.666,614.1,2,21,0,51,7,10
1937,10.173,631.0,4,22,0,56,18,20
1938,10.535,453.0,7,29,0,66,2,5
1939,10.185,684.5,2,25,0,45,4,11
1940,7.682,582.6,0,17,0,87,48,60
1941,8.316,606.3,9,23,2,88,32,44
1942,8.061,552.1,5,20,0,94,50,47
1943,10.601,536.0,6,25,0,44,9,15
1944,10.122,523.2,11,35,0,61,1,15
1945,10.476,703.8,4,20,0,45,12,14
1946,9.972,660.4,2,17,0,56,18,19
1947,9.142,410.7,9,51,1,87,57,35
1948,10.44,725.3,8,21,0,49,7,15
1949,10.352,556.7,1,17,0,46,7,10
1950,10.113,748.9,0,19,0,45,11,6
1951,9.482,689.5,2,15,0,66,4,9
1952,9.216,531.3,1,14,0,62,6,17
1953,10.177,536.2,4,25,0,60,12,27
1954,8.708,686.9,1,13,0,72,29,40
1955,8.653,533.9,0,21,0,83,23,53
1956,8.13,534.5,0,9,0,75,29,40
1957,10.02,654.3,4,18,0,43,2,4
1958,9.201,754.2,0,6,0,81,14,33
1959,10.56,311.2,5,33,1,51,19,18
1960,9.464,725.1,0,10,0,54,14,17
1961,10.529,719.0,2,14,0,36,7,7
1962,8.732,645.6,0,4,0,51,8,10
1963,8.381,561.6,4,16,0,78,46,66
1964,9.179,512.2,3,20,0,65,15,9
1965,9.033,653.4,0,4,0,60,5,26
1966,9.689,683.3,2,17,0,58,30,45
1967,10.634,681.9,0,11,0,33,4,9
1968,10.214,695.1,2,19,0,55,9,29
1969,9.648,571.9,8,35,1,74,25,42
1970,8.766,752.2,0,23,0,82,29,74
1971,9.861,421.4,2,28,0,53,15,18
1972,9.207,552.4,3,17,0,49,12,8
1973,10.061,583.6,5,25,0,47,1,2
1974,9.919,648.0,1,7,0,29,0,0
1975,10.746,507.6,8,39,1,45,1,6
1976,9.997,428.9,7,42,0,64,17,30
1977,9.908,613.9,0,12,0,47,7,15
1978,9.434,660.8,3,16,0,55,14,27
1979,8.456,531.8,1,16,0,77,34,69
1980,8.897,826.4,0,13,0,73,20,34
1981,9.939,807.8,0,17,0,57,10,36
1982,10.109,569.2,6,28,0,59,19,21
1983,10.984,661.9,9,42,0,40,4,17
1984,9.629,671.5,1,16,0,56,4,10
1985,8.908,567.1,1,14,0,65,34,39
1986,9.082,584.1,3,22,0,64,30,37
1987,8.46,693.1,1,9,0,73,25,34
1988,10.669,707.7,0,9,0,42,0,11
1989,11.617,570.7,1,30,0,18,0,0
1990,11.623,707.2,3,21,0,17,1,2
1991,10.161,567.0,1,21,1,50,13,15
1992,11.303,602.8,4,35,0,37,4,4
1993,10.133,815.2,0,15,0,55,6,0
1994,10.89,806.2,18,34,5,28,7,13
1995,11.2,735.1,12,41,0,38,5,15
1996,8.699,383.7,4,22,0,82,31,25
1997,10.519,632.0,6,39,1,55,12,14
1998,10.941,869.5,1,14,0,28,2,4
1999,11.539,437.7,6,39,0,36,4,14
2000,11.243,598.7,4,20,0,26,1,8
2001,10.528,743.7,3,26,0,50,11,14
2002,11.428,876.7,4,34,0,37,2,5
2003,10.465,449.2,11,46,0,79,14,15
2004,10.543,690.5,3,22,0,53,8,11
2005,10.775,595.4,2,30,0,48,10,23
2006,10.903,527.8,8,44,1,67,14,31
2007,11.64,917.4,1,20,0,20,3,7
2008,11.369,719.0,9,31,0,27,2,2
2009,10.839,561.5,2,26,0,45,7,13
2010,9.754,589.2,10,27,2,66,30,64
2011,11.024,546.7,0,24,0,61,11,9
2012,10.484,619.9,3,20,0,44,15,19
2013,9.933,582.8,7,29,0,74,18,43
2014,11.954,518.7,3,33,0,29,10,5
2015,10.558,626.0,8,23,0,37,1,2
2016,11.059,636.6,4,30,0,47,10,10
2017,10.877,826.8,0,18,0,39,8,3
2018,11.752,389.9,19,64,1,52,7,16
2019,11.708,642.6,12,34,1,42,4,9
2020,11.812,596.6,13,33,0,28,0,2
2021,10.771,610.7,4,33,0,57,7,18
2022,11.96,628.9,10,40,0,27,0,2
2023,11.877,712.4,6,39,0,36,0,3
2024,12.327,832.0,5,39,0,24,6,10
