year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,9.0,590.8,0,29,0,84,30,42
1956,8.299,478.2,0,12,0,72,30,38
1957,10.069,476.6,6,27,0,56,3,4
1958,9.544,538.4,0,21,0,73,11,35
1959,10.878,291.5,7,48,0,63,13,13
1960,9.692,377.1,1,17,0,62,18,14
1961,10.821,541.3,2,20,0,35,7,9
1962,9.059,528.0,0,7,0,58,10,11
1963,8.659,363.9,6,28,0,79,46,59
1964,9.422,411.4,7,34,1,69,19,23
1965,9.151,473.7,0,13,0,64,8,28
1966,10.028,573.6,3,25,0,55,28,44
1967,10.837,579.8,2,20,0,38,6,5
1968,10.181,605.0,3,30,0,60,9,24
1969,9.647,381.2,10,39,1,80,24,47
1970,8.791,589.2,1,28,0,89,34,78
1971,10.021,388.5,5,36,0,65,19,26
1972,9.15,381.3,3,26,0,69,14,6
1973,10.022,375.8,5,34,0,65,3,6
1974,10.059,383.8,2,14,0,46,1,0
1975,10.946,339.3,10,46,0,44,4,6
1976,10.062,324.1,7,48,0,75,16,33
1977,9.946,523.2,1,14,0,50,10,15
1978,9.48,480.7,3,20,0,67,14,32
1979,8.63,423.4,6,23,0,77,33,67
1980,8.848,529.0,1,16,0,83,21,34
1981,10.145,535.1,4,24,0,58,9,37
1982,10.25,371.0,9,47,0,55,18,21
1983,11.107,497.6,16,53,0,43,9,24
1984,9.575,532.9,3,21,0,64,8,15
1985,8.948,376.1,3,24,0,70,31,34
1986,8.805,419.7,9,28,0,62,33,50
1987,8.112,488.5,1,11,0,74,33,65
1988,10.645,446.6,0,22,0,41,0,7
1989,11.346,274.4,9,45,0,31,0,0
1990,11.381,394.4,7,30,0,30,3,3
1991,9.888,339.6,7,29,0,61,14,18
1992,11.192,415.8,11,55,0,42,5,3
1993,10.054,557.9,0,26,0,60,8,9
1994,10.786,537.6,20,39,0,37,9,13
1995,11.036,434.1,18,49,0,51,5,11
1996,8.428,364.8,3,25,0,92,32,33
1997,10.588,428.6,8,49,0,59,12,14
1998,11.113,559.1,4,21,0,30,4,2
1999,11.439,352.3,7,47,0,38,7,9
2000,11.202,414.9,6,28,0,35,5,6
2001,10.564,519.8,9,33,0,55,12,17
2002,11.479,718.2,7,42,0,41,3,3
2003,10.589,368.7,18,57,0,91,22,0
2004,10.428,452.0,4,26,0,60,14,0
2005,10.628,477.2,8,40,0,70,18,0
2006,10.682,390.9,19,57,0,77,20,0
2007,11.765,684.8,6,32,0,29,3,0
2008,11.489,533.0,14,35,0,29,2,0
2009,10.771,436.1,7,47,0,49,14,19
2010,9.748,492.1,11,37,0,71,31,63
2011,11.055,432.3,4,35,0,59,12,15
2012,10.736,468.2,7,31,0,47,18,18
2013,10.065,438.9,11,41,0,78,19,36
2014,11.833,437.7,6,37,0,46,11,11
2015,10.719,488.7,13,38,0,45,3,0
2016,11.272,440.6,10,46,0,57,10,14
2017,10.981,659.6,2,32,0,53,9,10
2018,12.033,239.7,28,84,1,60,10,12
2019,12.043,434.7,19,53,0,44,4,2
2020,15.071,262.0,16,42,0,8,7,0
2021,10.739,380.3,4,43,0,58,9,14
2022,12.04,319.7,23,57,0,43,0,0
2023,12.125,556.9,10,60,0,45,0,3
2024,12.655,603.8,16,53,0,34,4,6
