year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1979;8.59;0;50;0;22
1980;8.07;2;32;1;37
1981;null;null;null;null;null
1982;9.29;1;53;0;27
1983;9.3;13;61;0;31
1984;8.44;6;32;0;24
1985;8.41;7;57;0;39
1986;8.61;14;63;0;46
1987;null;null;null;null;null
1988;9.64;18;58;0;11
1989;9.65;3;43;0;18
1990;9.7;8;56;0;22
1991;8.7;12;71;1;38
1992;10.14;29;81;1;22
1993;null;null;null;null;null
1994;null;null;null;null;null
1995;9.95;14;59;0;24
1996;8.86;8;48;0;36
1997;9.86;1;74;0;18
1998;9.83;22;63;0;16
1999;9.56;7;50;0;31
2000;10.35;11;66;0;25
2001;10.13;16;71;0;22
2002;10.87;14;69;0;13
2003;10.45;40;100;0;23
2004;9.69;13;60;0;19
2005;9.57;18;70;0;25
2006;9.88;33;66;0;28
2007;11.08;23;81;0;4
2008;10.84;15;79;0;8
2009;10.62;18;79;0;24
2010;9.91;24;68;1;37
2011;10.71;16;90;1;21
2012;10.61;29;87;0;26
2013;10.56;34;79;3;19
2014;11.47;12;56;0;5
2015;11.04;40;79;4;5
2016;11.05;12;79;1;12
2017;10.79;30;78;2;23
2018;11.49;23;98;0;9
2019;11.53;26;83;3;7
2020;11.02;14;77;1;4
2021;10.07;21;71;0;23
2022;null;26;76;1;9
