year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1864,6.612,445.1,0,9,0,116,55,33
1865,8.733,398.6,6,42,7,94,38,16
1866,9.421,601.5,4,29,1,72,5,1
1867,8.707,662.5,3,30,1,80,35,4
1868,10.114,529.2,16,63,10,57,18,3
1869,8.651,508.3,4,33,0,86,31,5
1870,7.216,577.0,5,32,3,102,57,7
1871,6.802,642.7,2,27,1,112,51,2
1872,9.695,559.5,7,25,2,70,5,5
1873,8.845,495.4,3,40,1,79,22,5
1874,8.598,434.8,8,38,3,92,22,12
1875,7.724,731.2,2,32,0,111,49,12
1876,8.39,584.1,5,36,0,87,39,5
1877,8.715,613.2,9,29,4,65,17,1
1878,8.956,530.2,0,18,0,79,27,7
1879,7.108,652.9,3,16,1,116,61,20
1880,8.823,661.8,3,36,0,97,14,0
1881,7.472,730.8,7,31,0,118,32,0
1882,8.823,983.3,2,23,0,88,11,0
1883,8.379,591.8,4,34,0,99,25,0
1884,9.065,609.0,6,35,0,71,15,0
1885,8.345,664.6,6,36,0,94,18,0
1886,8.489,797.5,7,48,0,108,33,0
1887,7.63,685.3,6,31,0,107,30,0
1888,7.663,585.3,4,26,0,108,31,0
1889,8.225,683.3,1,22,0,109,44,0
1890,8.257,723.1,0,22,0,86,45,0
1891,8.412,625.9,1,19,0,92,26,0
1892,8.325,429.8,12,41,0,113,33,0
1893,8.606,685.1,4,37,0,89,31,0
1894,9.001,659.1,2,24,1,70,13,0
1895,8.399,620.7,9,40,0,108,46,0
1896,8.486,614.3,1,22,0,96,15,0
1897,8.851,612.2,3,30,0,84,18,0
1898,9.506,637.4,6,29,1,50,1,0
1899,9.024,623.9,5,32,0,77,22,0
1900,9.338,719.7,5,40,1,70,11,0
1901,8.702,526.1,3,42,0,101,34,2
1902,8.087,589.0,1,22,0,89,23,26
1903,9.684,545.4,2,29,0,56,17,3
1904,9.488,437.4,8,34,1,66,18,20
1905,8.941,751.3,4,34,2,76,12,0
1906,9.454,725.3,2,25,0,73,20,34
1907,8.843,745.6,0,17,0,77,24,33
1908,8.477,613.4,2,24,0,90,24,21
1909,8.396,684.9,1,14,0,95,31,53
1910,9.787,636.5,0,23,0,51,4,9
1911,10.505,380.3,17,58,0,66,10,13
1912,8.898,673.2,1,28,0,60,19,14
1913,9.701,587.2,0,29,0,65,15,7
1914,9.763,662.5,6,40,0,54,20,22
1915,9.034,583.3,6,32,0,91,18,28
1931,9.005,704.7,1,34,0,91,21,28
1932,9.512,642.9,10,38,1,93,11,11
1933,8.661,472.8,4,24,0,83,34,46
1934,11.18,551.1,6,55,1,38,2,9
1935,9.9,632.6,7,41,2,66,20,35
1936,9.892,575.2,1,35,1,66,5,7
1937,9.484,661.3,3,40,0,78,16,32
1938,9.616,576.7,9,50,0,68,20,31
1939,9.285,727.9,3,48,0,78,15,38
1940,7.359,658.4,0,30,0,109,59,76
1941,7.995,892.9,7,27,0,100,35,58
1942,8.314,553.0,11,42,1,102,46,70
1943,9.897,458.4,16,42,1,78,15,30
1944,9.429,644.4,17,51,1,83,21,34
1945,0.796,97.1,0,0,0,316,294,29
1946,9.182,591.6,9,39,1,81,24,40
1947,9.063,486.4,27,67,0,100,58,71
1948,0.0,550.7,8,35,0,71,15,14
1949,9.83,451.7,7,44,0,79,10,21
1950,9.288,697.0,11,43,0,82,28,37
1951,9.846,545.9,6,42,0,61,7,25
1952,8.884,626.8,10,41,1,102,22,54
1953,10.087,463.4,9,43,0,73,12,51
1954,8.635,730.2,7,22,0,76,35,49
1955,8.278,618.8,1,31,0,106,29,75
1956,7.512,762.8,0,23,0,87,45,58
1957,9.474,627.5,11,33,2,63,12,26
1958,9.172,653.5,4,30,0,81,10,30
1959,8.071,350.7,9,49,1,135,78,34
1960,9.33,604.3,3,31,0,64,19,49
1961,9.875,667.8,10,39,0,51,20,32
1962,4.768,266.7,2,17,0,204,167,19
1963,0.0,0.0,0,0,0,365,365,0
1964,0.0,0.0,0,0,0,366,366,0
1965,0.0,0.0,0,0,0,365,365,0
1966,0.0,0.0,0,0,0,365,365,0
1967,9.924,582.1,7,35,0,55,13,27
1968,9.055,502.6,5,43,0,84,30,40
1969,8.449,530.6,11,45,0,120,45,81
1970,8.435,755.5,1,37,0,89,35,77
1971,9.367,487.5,18,45,1,69,20,43
1972,8.638,485.3,8,28,0,75,15,12
1973,9.024,597.7,5,43,1,86,13,35
1974,9.652,737.9,5,21,1,37,0,6
1975,9.824,501.5,10,55,0,60,9,8
1976,9.194,397.9,12,45,1,89,26,45
1977,9.56,695.7,2,17,0,53,10,24
1978,8.745,597.9,5,23,0,72,25,30
1979,8.53,560.6,5,35,0,90,25,67
1980,8.269,661.2,2,22,0,88,30,61
1981,9.028,802.8,3,28,0,91,30,73
1982,10.152,369.6,7,59,0,63,13,19
1983,10.109,712.9,15,64,2,68,21,43
1984,8.77,562.5,4,20,1,81,13,30
1985,8.46,504.4,5,40,1,94,52,76
1986,8.924,628.7,9,48,0,77,41,55
1987,7.898,744.3,2,21,0,96,45,69
1988,9.819,620.3,6,37,0,65,7,19
1989,10.701,498.7,9,53,1,54,8,5
1990,10.807,535.9,12,46,0,43,7,17
1991,9.614,500.5,7,44,3,76,15,21
1992,10.585,670.7,16,66,2,50,13,13
1993,9.417,736.0,2,46,0,75,26,35
