year,month,averageTemperature,totalPrecipitation,averageSnowCover
1947,1,-3.81,41.5,79.0
1947,2,-6.196,17.4,31.0
1947,3,-0.842,94.9,594.0
1947,4,6.783,72.9,0.0
1947,5,13.077,8.8,0.0
1947,6,17.06,64.6,0.0
1947,7,17.577,66.6,0.0
1947,8,18.352,9.1,0.0
1947,9,15.457,58.0,0.0
1947,10,8.416,26.5,0.0
1947,11,5.03,157.2,2.0
1947,12,2.69,80.4,1.0
1948,1,2.058,104.4,37.0
1948,2,0.972,64.9,19.0
1948,3,4.5,32.9,0.0
1948,4,8.847,47.4,0.0
1948,5,12.161,23.3,0.0
1948,6,14.807,76.2,0.0
1948,7,16.897,87.9,0.0
1948,8,16.126,123.9,0.0
1948,9,13.853,48.7,0.0
1948,10,9.087,101.4,0.0
1948,11,5.197,51.5,0.0
1948,12,2.748,52.7,0.0
1949,1,2.413,42.1,2.0
1949,2,3.175,65.6,0.0
1949,3,1.903,19.3,3.0
1949,4,8.573,105.9,0.0
1949,5,11.51,112.7,0.0
1949,6,14.157,46.6,0.0
1949,7,16.752,30.8,0.0
1949,8,15.742,49.6,0.0
1949,9,16.093,46.1,0.0
1949,10,11.113,49.1,0.0
1949,11,5.387,73.7,0.0
1949,12,3.945,141.7,0.0
1950,1,0.606,66.8,41.0
1950,2,2.575,128.6,47.0
1950,3,4.742,42.2,16.0
1950,4,6.76,73.8,0.0
1950,5,12.31,41.4,0.0
1950,6,16.09,45.9,0.0
1950,7,16.471,132.3,0.0
1950,8,17.094,83.5,0.0
1950,9,12.827,156.0,0.0
1950,10,8.142,71.1,0.0
1950,11,4.7,103.0,0.0
1950,12,-0.503,69.6,38.0
1951,1,1.303,124.8,55.0
1951,2,1.554,87.5,10.0
1951,3,1.532,112.1,35.0
1951,4,6.553,110.7,0.0
1951,5,10.539,90.1,0.0
1951,6,15.113,70.1,0.0
1951,7,15.568,63.2,0.0
1951,8,16.41,144.1,0.0
1951,9,14.27,88.0,0.0
1951,10,7.745,17.7,0.0
1951,11,7.057,121.2,0.0
1951,12,4.619,87.8,0.0
1952,1,1.139,100.2,18.0
1952,2,1.614,35.0,62.0
1952,3,1.577,49.7,19.0
1952,4,9.377,38.2,8.0
1952,5,11.526,79.5,0.0
1952,6,13.427,126.3,0.0
1952,7,15.674,84.1,0.0
1952,8,16.187,132.3,0.0
1952,9,10.437,90.1,0.0
1952,10,7.474,97.6,0.0
1952,11,2.14,56.3,0.0
1952,12,0.545,62.5,28.0
1953,1,1.071,41.7,22.0
1953,2,0.079,39.2,76.0
1953,3,3.913,47.9,0.0
1953,4,7.923,44.5,0.0
1953,5,12.413,105.2,0.0
1953,6,16.19,54.4,0.0
1953,7,16.7,128.7,0.0
1953,8,15.726,117.4,0.0
1953,9,12.693,101.4,0.0
1953,10,10.694,32.5,0.0
1953,11,7.073,42.6,0.0
1953,12,3.477,41.6,0.0
1954,1,-0.223,73.6,32.0
1954,2,-3.643,29.0,183.0
1954,3,2.932,65.9,7.0
1954,4,5.457,33.5,0.0
1954,5,12.39,27.3,0.0
1954,6,15.203,58.0,0.0
1954,7,14.413,152.3,0.0
1954,8,15.003,164.0,0.0
1954,9,12.687,149.9,0.0
1954,10,9.984,138.4,0.0
1954,11,4.467,71.5,0.0
1954,12,3.735,101.4,0.0
1955,1,-1.242,47.9,336.0
1955,2,-2.118,32.5,105.0
1955,3,-0.368,44.2,42.0
1955,4,5.767,29.8,0.0
1955,5,8.739,95.4,0.0
1955,6,12.687,85.2,0.0
1955,7,17.574,22.8,0.0
1955,8,17.729,45.1,0.0
1955,9,13.897,84.1,0.0
1955,10,8.642,84.1,0.0
1955,11,5.123,19.9,0.0
1955,12,2.303,92.7,35.0
1956,1,0.594,111.1,44.0
1956,2,-7.024,38.9,689.0
1956,3,1.423,27.2,19.0
1956,4,4.157,28.9,0.0
1956,5,11.371,23.4,0.0
1956,6,12.767,50.0,0.0
1956,7,16.258,62.6,0.0
1956,8,12.913,127.4,0.0
1956,9,13.313,43.8,0.0
1956,10,8.526,95.6,0.0
1956,11,3.82,49.5,1.0
1956,12,3.342,112.3,155.0
1957,1,2.223,67.3,56.0
1957,2,3.35,63.7,1.0
1957,3,4.7,40.2,0.0
1957,4,6.27,13.5,0.0
1957,5,9.171,49.3,0.0
1957,6,14.723,69.5,0.0
1957,7,16.623,49.5,0.0
1957,8,14.987,147.9,0.0
1957,9,11.113,149.1,0.0
1957,10,9.745,105.3,0.0
1957,11,5.123,41.1,0.0
1957,12,1.484,61.5,56.0
1958,1,-0.152,63.1,97.0
1958,2,0.543,97.5,44.0
1958,3,-0.606,18.4,39.0
1958,4,4.257,40.0,6.0
1958,5,10.555,81.9,0.0
1958,6,13.693,30.8,0.0
1958,7,15.552,137.5,0.0
1958,8,15.552,72.7,0.0
1958,9,14.343,92.6,0.0
1958,10,10.032,83.6,0.0
1958,11,4.83,20.5,0.0
1958,12,3.016,46.2,8.0
1959,1,0.077,82.2,237.0
1959,2,0.196,7.0,3.0
1959,3,5.048,30.3,0.0
1959,4,8.55,61.1,0.0
1959,5,11.281,15.8,0.0
1959,6,14.583,48.7,0.0
1959,7,17.968,69.6,0.0
1959,8,17.142,81.3,0.0
1959,9,13.483,6.3,0.0
1959,10,9.555,46.3,0.0
1959,11,4.4,39.9,0.0
1959,12,2.771,59.2,0.0
1960,1,0.842,71.7,47.0
1960,2,0.066,32.1,56.0
1960,3,2.568,10.1,0.0
1960,4,6.07,38.3,0.0
1960,5,11.206,47.7,0.0
1960,6,14.753,55.7,0.0
1960,7,14.761,82.6,0.0
1960,8,15.1,155.6,0.0
1960,9,12.907,121.2,0.0
1960,10,8.632,77.6,0.0
1960,11,5.91,137.8,0.0
1960,12,1.984,103.6,38.0
1961,1,-0.068,63.6,69.0
1961,2,3.971,65.6,0.0
1961,3,5.348,44.3,1.0
1961,4,8.633,39.2,2.0
1961,5,10.084,41.6,0.0
1961,6,15.213,41.4,0.0
1961,7,14.558,142.8,0.0
1961,8,14.713,130.4,0.0
1961,9,15.077,55.2,0.0
1961,10,10.89,107.5,0.0
1961,11,4.323,62.0,0.0
1961,12,-0.4,122.3,7.0
1962,1,2.384,125.2,13.0
1962,2,1.443,68.7,43.0
1962,3,0.19,39.3,57.0
1962,4,6.1,70.0,0.0
1962,5,9.129,113.2,0.0
1962,6,13.05,42.8,0.0
1962,7,13.458,129.5,0.0
1962,8,13.89,154.0,0.0
1962,9,12.0,75.6,0.0
1962,10,9.974,35.8,0.0
1962,11,3.947,30.5,0.0
1962,12,-1.397,65.5,11.0
1963,1,-5.4,12.5,102.0
1963,2,-4.821,12.6,213.0
1963,3,1.065,53.7,23.0
1963,4,5.987,41.1,0.0
1963,5,11.032,45.0,0.0
1963,6,14.837,57.9,0.0
1963,7,16.2,54.3,0.0
1963,8,15.432,160.1,0.0
1963,9,12.737,54.3,0.0
1963,10,8.787,91.3,0.0
1963,11,7.2,165.1,0.0
1963,12,-1.068,19.6,42.0
1964,1,0.31,38.0,10.0
1964,2,0.786,29.9,52.0
1964,3,-0.342,31.3,15.0
1964,4,7.763,39.7,9.0
1964,5,11.803,37.3,0.0
1964,6,14.587,77.6,0.0
1964,7,15.152,96.2,0.0
1964,8,15.081,70.0,0.0
1964,9,13.087,87.4,0.0
1964,10,7.303,53.0,0.0
1964,11,5.323,78.3,1.0
1964,12,1.187,110.5,42.0
1965,1,1.835,133.4,36.0
1965,2,0.236,29.5,20.0
1965,3,1.968,30.7,36.0
1965,4,6.057,79.6,0.0
