year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,8.689,460.3,6,37,0,85,62,47
1948,9.964,711.0,3,11,0,49,7,16
1949,10.184,567.8,0,15,0,50,6,4
1950,9.812,841.6,1,17,0,43,11,11
1951,9.104,908.3,0,7,0,60,4,18
1952,8.869,833.0,1,4,0,57,6,26
1953,9.811,712.9,1,14,0,52,12,24
1954,8.513,891.9,0,4,0,74,26,36
1955,8.206,571.1,0,11,0,79,30,52
1956,7.498,608.9,0,1,0,75,30,47
1957,9.335,755.3,1,7,0,37,3,10
1958,8.431,718.1,0,3,0,76,17,43
1959,9.859,448.6,1,17,0,48,18,20
1960,8.722,692.6,0,4,0,60,15,22
1961,9.869,731.6,1,10,0,32,8,11
1962,8.206,854.1,0,0,0,52,10,26
1963,7.672,582.8,1,6,0,83,50,67
1964,8.572,560.4,1,6,0,82,21,26
1965,8.45,874.6,0,0,0,57,12,26
1966,8.779,909.7,0,7,0,62,30,50
1967,9.775,933.6,0,2,0,38,6,6
1968,9.335,903.6,0,14,0,58,11,23
1969,8.889,649.4,1,18,0,80,26,38
1970,7.972,784.3,0,11,0,90,34,86
1971,9.114,568.4,0,10,0,44,15,18
1972,8.497,538.2,0,10,0,53,15,9
1973,9.467,744.1,1,19,0,45,2,7
1974,9.253,621.6,0,4,0,23,1,2
1975,10.029,540.0,5,26,0,41,1,4
1976,9.43,475.1,4,31,0,70,15,29
1977,9.267,623.1,0,6,0,51,10,24
1978,8.731,797.7,0,12,0,52,14,39
1979,7.663,679.2,0,10,0,78,41,78
1980,8.347,870.9,0,5,0,76,22,46
1981,9.142,888.7,0,8,0,51,13,34
1982,9.43,630.0,1,21,0,58,22,25
1983,10.103,747.9,0,23,0,39,3,30
1984,8.968,763.9,0,9,0,49,9,23
1985,8.07,720.3,0,7,0,71,35,39
1986,8.129,702.3,1,10,0,70,34,49
1987,7.692,757.2,0,5,0,76,29,29
1988,9.752,916.6,0,2,0,37,0,7
1989,10.674,737.3,1,17,0,14,0,2
1990,10.807,888.8,1,12,0,18,3,7
1991,9.279,752.6,0,9,0,47,13,17
1992,10.29,617.7,3,12,0,29,2,4
1993,8.97,665.2,0,2,0,51,6,10
1994,9.664,817.8,7,25,2,36,9,18
1995,10.039,637.0,3,30,0,38,5,24
1996,7.932,373.1,1,17,0,95,40,32
1997,9.706,617.3,1,26,1,60,13,18
1998,10.1,912.0,0,6,0,27,1,5
1999,10.41,700.0,1,17,0,35,9,12
2000,10.322,626.8,2,8,0,25,1,5
2001,9.784,712.4,1,10,0,50,10,32
2002,10.864,963.3,2,20,0,34,3,7
2003,9.764,613.2,4,25,0,67,16,21
2004,9.72,773.6,0,14,0,50,9,11
2005,10.011,634.7,1,21,0,54,10,27
2006,10.196,617.2,6,35,0,69,16,45
2007,11.006,859.3,1,12,0,18,2,3
2008,10.513,857.8,0,13,0,31,2,6
2009,10.06,613.9,1,14,0,40,5,20
2010,9.023,714.9,5,15,2,70,36,67
2011,10.038,917.9,0,9,0,52,15,26
2012,9.691,758.7,1,9,0,43,15,20
2013,9.379,645.8,2,19,0,77,25,43
2014,11.453,715.1,0,31,0,18,8,11
2015,9.918,800.4,0,10,0,32,4,22
2016,10.565,723.5,0,22,0,41,10,9
2017,10.392,972.8,0,7,0,34,6,10
2018,10.966,630.4,8,36,0,58,9,37
2019,10.93,823.3,5,25,0,34,3,10
2020,11.227,812.3,4,26,0,18,0,0
2021,10.351,703.8,2,20,0,54,7,14
2022,11.21,741.7,4,29,0,23,0,2
2023,11.213,979.6,0,23,0,40,0,2
2024,11.441,836.1,2,19,0,24,4,11
