year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1988;9.97;5;44;0;6
1989;10.16;1;38;0;10
1990;10.18;5;48;0;9
1991;9.07;5;47;0;19
1992;10.56;18;60;0;14
1993;9.88;10;58;0;28
1994;11.19;23;59;1;8
1995;9.92;5;45;0;25
1996;8.73;5;41;0;39
1997;10.22;1;59;0;12
1998;10.43;9;57;1;23
1999;10.43;5;47;0;18
2000;11.22;13;66;1;8
2001;10.19;12;56;1;14
2002;10.91;9;53;0;18
2003;10.37;29;88;2;24
2004;9.76;5;45;0;17
2005;9.49;9;44;0;24
2006;10.24;20;60;1;22
2007;10.88;8;63;2;11
2008;10.8;16;62;0;2
2009;10.37;6;54;0;27
2010;9.51;18;53;2;36
2011;10.78;13;73;0;12
2012;10.57;23;71;0;21
2013;10.23;25;69;1;15
2014;11.61;13;55;0;2
2015;11.59;44;76;1;2
2016;11.08;17;78;0;6
2017;10.79;29;79;2;16
2018;11.96;35;107;1;9
2019;11.48;22;70;0;6
2020;11.14;10;67;0;1
2021;10.26;11;63;0;9
2022;null;19;80;0;1
