year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1971;3.59;0;1;0;50
1972;3.08;0;0;0;55
1973;3.27;0;0;0;62
1974;3.99;0;0;0;32
1975;4.06;0;0;0;40
1976;2.96;0;0;0;72
1977;4.06;0;0;0;56
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;2.98;0;1;0;83
1981;3.85;0;1;0;78
1982;4.09;0;0;0;59
1983;4.4;2;7;0;60
1984;2.97;0;4;0;82
1985;3.59;0;1;0;84
1986;3.53;0;0;0;81
1987;3.62;0;1;0;81
1988;4.14;0;5;0;62
1989;5.23;0;0;0;26
1990;4.86;0;3;0;47
1991;3.8;0;1;0;66
1992;4.73;0;17;0;40
1993;4.55;0;4;0;64
1994;5.14;0;9;0;46
1995;3.65;0;3;0;76
1996;3.5;0;4;0;72
1997;5.15;0;0;0;44
1998;5.65;0;17;0;52
1999;4.14;0;0;0;68
2000;4.26;0;4;0;56
2001;3.2;0;0;0;77
2002;5.33;0;7;0;38
2003;3.5;0;3;0;87
2004;2.78;0;0;0;93
2005;2.08;0;0;0;100
2006;4.65;0;7;0;65
2007;null;null;null;null;null
2008;4.67;0;0;0;45
2009;4.44;0;1;0;66
2010;3.53;0;9;0;86
2011;5.27;0;4;0;44
2012;4.85;0;4;0;62
2013;4.59;0;13;0;61
2014;5.39;0;0;0;35
2015;5.51;0;7;0;42
2016;5.03;0;0;0;48
2017;4.96;0;5;0;51
2018;5.32;0;3;0;68
2019;5.46;0;8;0;38
2020;5.25;0;3;0;34
2021;4.23;0;2;0;64
2022;null;0;4;0;28
