year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951;8.95;9;65;0;23
1952;7.43;20;61;0;59
1953;8.23;2;47;0;39
1954;7.41;0;40;0;50
1955;7.88;3;36;0;25
1956;7;0;40;0;53
1957;8.28;10;34;0;20
1958;8.2;6;52;0;33
1959;8.9;0;43;0;19
1960;8.42;3;36;0;32
1961;8.7;11;56;0;39
1962;7.17;4;44;0;53
1963;7.74;11;48;0;61
1964;8.01;5;54;0;46
1965;7.36;5;33;0;48
1966;8.74;5;42;0;33
1967;8.7;12;48;0;36
1968;7.96;6;30;0;56
1969;7.91;5;49;0;57
1970;7.87;7;52;0;49
1971;8.11;8;53;0;49
1972;8.09;9;47;0;43
1973;8.07;1;56;0;33
1974;8.74;6;41;0;12
1975;9.11;1;53;0;13
1976;8.51;8;45;0;26
1977;9;2;39;0;22
1978;7.53;0;34;0;44
1979;8.31;2;61;0;21
1980;7.6;5;35;0;41
1981;8.24;10;55;0;35
1982;9.02;5;64;0;25
1983;8.66;13;61;0;35
1984;7.99;6;39;0;33
1985;7.81;2;59;0;49
1986;7.8;11;66;0;59
1987;7.72;4;59;0;47
1988;8.69;19;51;0;24
1989;8.65;0;31;0;21
1990;8.85;4;48;0;22
1991;8.1;7;61;0;41
1992;9.51;28;71;1;26
1993;9.11;17;65;0;37
1994;10.49;29;83;0;18
1995;9.31;15;57;1;26
1996;8.4;7;52;0;48
1997;9.54;0;67;0;24
1998;9.68;20;63;0;24
1999;9.33;8;54;0;46
2000;10.27;15;65;0;26
2001;9.9;22;70;0;26
2002;10.35;13;62;0;23
2003;9.91;40;99;0;27
2004;9.12;8;53;0;22
2005;9;15;59;2;35
2006;9.21;29;64;0;43
2007;10.59;20;74;0;10
2008;10.48;11;81;0;15
2009;10.22;16;76;0;29
2010;9.5;23;67;1;48
2011;10.19;19;84;0;35
2012;10.31;28;86;1;35
2013;10.15;28;76;1;28
2014;11.17;8;57;0;10
2015;10.47;34;75;2;27
2016;10.45;9;77;0;18
2017;10.27;29;79;2;30
2018;11.16;25;93;0;13
2019;11.18;29;82;3;14
2020;10.56;13;70;0;10
2021;9.7;23;76;0;27
2022;null;32;86;0;15
