year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1859,11.036,0.0,0,0,0,305,305,0
1860,8.493,0.0,0,0,0,276,276,0
1861,7.697,0.0,0,0,0,305,305,0
1862,8.897,0.0,0,0,0,244,244,0
1863,10.271,0.0,0,0,0,305,305,0
1864,8.144,0.0,0,0,0,306,306,0
1865,9.118,0.0,0,0,0,305,305,0
1866,10.167,0.0,0,0,0,305,305,0
1867,13.631,0.0,0,0,0,93,93,0
1868,10.821,0.0,0,0,0,306,306,0
1869,9.413,0.0,0,0,0,305,305,0
1870,1.865,0.0,0,0,0,31,31,0
1897,10.979,151.9,0,0,0,0,0,0
1898,9.714,572.8,1,11,0,13,0,0
1899,9.868,554.7,0,6,0,32,0,0
1900,9.574,588.7,0,12,0,47,7,13
1901,9.275,425.8,1,7,0,59,23,21
1902,8.922,537.6,0,5,0,36,6,0
1903,9.891,680.4,0,4,0,23,9,0
1904,9.371,468.3,1,7,0,43,6,9
1905,9.612,530.4,0,5,0,26,9,2
1906,9.807,593.9,1,9,0,31,3,4
1907,9.131,468.2,0,3,0,40,9,28
1908,9.26,437.3,0,6,0,48,8,1
1909,8.781,613.8,0,2,0,64,15,8
1910,10.365,616.1,0,1,0,17,1,8
1911,10.604,429.1,3,17,0,32,0,0
1912,9.449,547.4,2,8,0,36,15,20
1913,9.792,406.3,0,6,0,33,6,1
1914,10.547,590.4,0,11,0,20,5,0
1915,9.16,635.8,1,2,0,39,2,8
1916,9.504,562.8,0,1,0,33,2,7
1917,8.866,717.5,2,9,0,68,26,7
1918,9.674,514.9,0,4,0,42,2,9
1919,8.819,540.7,0,4,0,46,12,18
1920,10.37,635.1,0,1,0,20,2,0
1921,11.137,379.9,1,9,0,16,0,0
1922,8.503,461.8,1,4,0,58,24,3
1923,9.88,564.3,5,11,7,16,9,0
1924,9.013,521.4,0,4,0,63,20,0
1925,10.587,610.3,2,15,0,33,1,0
1926,10.14,693.2,1,5,0,26,11,10
1927,10.105,726.8,0,5,0,21,2,1
1928,9.675,497.0,0,7,0,43,6,2
1929,8.239,372.3,0,7,0,84,37,18
1930,10.181,584.7,0,8,0,40,2,0
1931,9.464,704.5,0,5,0,43,12,6
1932,10.296,666.5,0,7,0,37,3,2
1933,10.342,558.2,0,1,0,34,16,13
1934,10.813,519.3,0,3,0,25,1,0
1935,10.268,675.5,0,5,0,32,5,0
1936,10.046,553.2,0,10,0,23,1,1
1937,10.25,666.1,0,8,0,33,10,1
1938,10.684,565.8,0,10,1,20,1,0
1939,10.306,622.9,0,6,0,25,2,9
1940,8.097,572.1,0,2,0,70,39,55
1941,7.459,394.1,2,4,0,62,29,7
1942,9.69,447.4,0,9,0,54,29,0
1943,12.732,310.2,0,7,0,1,0,0
1944,10.339,586.3,1,7,1,28,0,2
1945,11.055,561.2,1,8,0,35,33,15
1946,9.836,653.1,1,3,0,43,14,13
1947,9.309,455.4,3,19,1,74,58,61
1948,10.538,539.1,0,5,1,27,6,7
1949,10.658,461.7,1,5,0,19,3,4
1950,10.408,774.9,0,8,0,22,8,4
1951,9.747,522.3,0,4,0,33,3,10
1952,9.774,696.7,0,4,0,30,2,6
1953,10.317,521.0,1,8,0,32,8,12
1954,9.163,662.3,0,5,0,46,23,18
1955,9.206,498.4,0,2,0,62,14,43
1956,8.447,566.3,0,1,0,52,26,36
1957,10.409,718.5,0,5,0,14,1,3
1958,9.675,597.0,0,4,0,51,8,15
1959,10.857,302.5,2,12,0,33,8,11
1960,9.898,649.9,0,1,0,35,6,10
1961,10.772,628.6,0,3,0,13,6,1
1962,9.174,567.8,0,3,0,30,4,4
1963,8.4,600.4,1,2,0,65,49,65
1964,9.439,467.8,2,5,0,52,13,7
1965,9.513,701.4,0,0,0,28,3,8
1966,9.748,720.0,0,4,0,41,25,30
1967,10.835,686.4,0,4,0,12,1,0
1968,10.286,765.0,0,5,0,29,4,12
1969,9.893,544.0,1,10,0,53,20,27
1970,9.05,635.9,0,4,0,69,21,37
1971,9.822,515.6,0,4,0,24,14,9
1972,9.409,481.6,0,6,0,37,11,11
1973,10.374,623.8,2,6,0,15,1,3
1974,10.204,709.5,0,3,0,10,1,0
1975,10.682,483.3,3,13,3,18,0,0
1976,10.138,433.5,0,11,0,44,14,32
1977,10.081,502.7,0,0,0,22,3,9
1978,9.593,670.8,0,7,0,28,10,14
1979,8.561,636.3,0,2,0,66,33,72
1980,9.408,640.9,0,3,0,46,14,26
1981,10.151,793.1,0,4,0,34,5,16
1982,10.108,493.6,1,15,0,39,12,21
1983,10.732,615.4,1,8,0,19,2,7
1984,9.593,616.6,1,6,0,34,4,16
1985,8.955,536.2,1,6,0,58,28,28
1986,9.145,606.6,1,7,0,56,27,33
1987,8.678,616.1,0,4,0,61,21,31
1988,10.698,908.2,0,1,0,6,0,1
1989,11.425,445.7,1,9,0,4,0,0
1990,11.566,610.9,2,4,0,4,2,0
1991,10.182,453.9,1,8,0,33,13,17
1992,11.232,580.2,1,13,0,10,3,0
1993,10.039,573.2,0,0,0,30,6,6
1994,10.613,758.3,5,17,4,18,7,6
1995,11.05,773.9,1,11,0,14,4,3
1996,8.701,365.8,0,11,0,68,31,23
1997,10.614,411.4,4,16,2,24,11,0
