year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1969;5.41;0;15;0;54
1970;5.18;0;23;0;51
1971;5.88;0;29;0;44
1972;5.3;1;14;0;51
1973;5.53;0;21;0;50
1974;null;null;null;null;null
1975;6.18;0;10;0;27
1976;5.92;1;18;0;41
1977;6.26;0;13;0;38
1978;5.26;0;7;0;51
1979;5.77;0;14;0;43
1980;5.01;0;16;0;53
1981;5.87;0;14;0;61
1982;6.28;0;19;0;42
1983;6.53;5;27;0;36
1984;5.5;3;15;0;44
1985;5.95;0;27;0;49
1986;5.83;0;30;0;60
1987;6.26;1;29;0;34
1988;6.34;0;24;0;30
1989;6.32;0;10;0;16
1990;5.47;0;20;0;40
1991;4.67;0;25;0;58
1992;6.01;9;31;0;39
1993;5.85;0;25;0;45
1994;7.39;2;41;0;24
1995;5.74;3;26;0;44
1996;4.98;0;17;0;54
1997;6.54;0;21;0;20
1998;6.08;1;36;0;45
1999;6.4;1;23;0;40
2000;7.11;0;38;0;24
2001;6.41;1;31;0;39
2002;7.39;5;30;0;19
2003;6.88;12;67;0;26
2004;6.23;0;27;0;36
2005;5.73;2;31;0;52
2006;6.25;2;40;0;37
2007;7.18;6;35;0;27
2008;null;null;null;null;null
2009;6.53;0;35;0;41
2010;5.78;4;35;0;63
2011;6.85;4;26;0;27
2012;6.57;5;39;0;45
2013;6.64;11;41;0;43
2014;7.7;0;18;0;9
2015;7.08;8;46;0;20
2016;6.99;0;27;0;27
2017;6.71;4;43;0;40
2018;7.49;0;34;0;37
2019;7.33;7;45;0;30
2020;6.79;3;31;0;31
2021;5.95;1;33;0;37
2022;null;4;41;0;11
