year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1937,9.715,722.2,3,41,0,78,11,33
1938,9.056,693.2,3,31,0,88,9,29
1939,8.833,818.1,0,27,0,91,11,58
1940,7.723,876.0,0,19,0,92,47,81
1941,8.049,902.2,2,25,0,93,25,61
1942,8.341,642.5,0,32,0,93,43,76
1943,10.097,572.8,8,32,0,73,9,20
1944,9.061,804.7,5,31,0,90,23,66
1945,9.952,694.0,5,49,0,77,26,39
1946,9.802,805.3,8,32,0,78,20,36
1947,9.596,538.3,24,63,0,93,41,70
1948,10.197,836.9,2,32,0,64,7,13
1949,9.828,504.4,7,41,0,77,19,32
1950,10.172,668.4,8,48,0,77,19,19
1951,9.515,687.5,1,37,0,87,4,35
1952,9.371,676.5,11,46,1,83,22,53
1953,9.49,542.0,2,40,0,93,31,48
1954,8.245,820.6,0,21,0,84,35,27
1955,8.12,741.3,1,19,0,104,36,56
1956,7.607,753.7,0,23,0,93,35,46
1957,9.37,816.2,6,26,0,73,14,26
1958,9.081,796.8,3,37,0,88,23,66
1959,9.433,553.7,3,32,0,89,21,37
1960,8.892,702.4,0,20,0,77,19,54
1961,9.827,614.8,1,33,0,68,14,37
1962,8.317,656.7,4,32,0,90,23,45
1963,7.796,583.4,4,22,0,89,51,75
1964,8.722,693.5,5,39,0,75,36,44
1965,7.863,898.3,4,18,0,88,29,62
1966,9.481,864.8,1,19,0,61,18,27
1967,9.426,644.7,2,25,0,66,17,20
1968,8.932,795.1,0,15,0,78,17,38
1969,8.712,573.8,0,28,0,82,22,61
1970,8.359,823.9,1,26,0,84,29,79
1971,8.431,596.7,5,34,0,87,28,59
1972,8.514,436.0,4,23,0,92,20,26
1973,8.57,593.5,0,31,0,102,26,48
1974,9.161,767.7,5,21,0,71,5,24
1975,9.505,717.2,0,29,0,71,1,18
1976,9.185,534.7,6,36,0,79,20,27
1977,9.442,696.7,0,17,0,59,16,43
1978,8.245,714.9,0,16,0,79,25,66
1979,8.552,851.5,0,29,0,84,24,57
1980,8.364,772.2,2,17,0,78,19,44
1981,9.346,788.7,0,33,0,75,25,51
1982,9.252,546.7,2,38,0,91,29,40
1983,9.947,666.2,9,53,0,68,15,35
1984,8.264,686.0,2,19,0,95,16,58
1985,8.092,756.3,6,37,0,91,35,61
1986,8.793,648.9,1,43,0,79,34,57
1987,7.969,754.5,0,27,0,78,43,66
1988,9.522,622.7,2,27,0,66,10,31
1989,9.698,600.2,1,26,0,66,15,3
1990,9.805,707.9,2,32,0,61,15,16
1991,8.725,661.7,3,32,0,76,22,29
1992,10.055,621.1,15,44,0,73,12,28
1993,9.481,747.9,2,32,0,69,21,32
1994,10.522,614.1,16,53,0,56,9,12
1995,9.82,712.4,4,38,0,72,12,33
1996,7.935,647.8,1,27,0,98,44,38
1997,9.154,687.1,0,36,0,81,22,0
1998,10.152,658.7,9,39,0,57,11,0
1999,9.982,677.1,3,38,0,62,16,0
2000,10.266,809.2,5,38,0,57,11,0
2001,9.967,789.6,4,38,0,57,12,0
2002,10.276,771.2,4,36,0,60,16,0
2003,10.146,455.5,23,79,0,97,23,0
2004,9.549,616.3,1,36,0,75,22,0
2009,9.925,651.7,3,42,0,73,30,35
2010,9.145,630.6,11,38,0,82,39,62
2011,10.429,663.7,6,42,0,72,18,25
2012,10.123,653.6,9,49,0,62,21,33
2013,9.592,708.8,13,43,0,77,29,50
2014,11.054,691.7,4,36,0,58,3,12
2015,10.744,566.4,25,59,0,79,11,36
2016,10.745,667.6,7,52,0,52,8,17
2017,10.472,664.1,13,54,0,64,23,31
2018,11.58,622.8,13,73,0,61,14,28
2019,11.018,612.0,12,58,0,58,13,47
2020,11.037,687.5,6,47,0,58,3,1
2021,9.836,731.2,5,40,0,79,16,39
2022,11.51,553.8,13,64,0,70,4,11
2023,11.707,661.0,15,61,0,61,7,6
2024,12.168,991.3,8,60,0,32,10,14
