year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1951,9.801,657.8,3,21,0,52,2,5
1952,9.629,741.9,5,26,0,57,5,41
1953,10.261,532.8,6,27,0,55,15,38
1954,9.385,737.6,3,20,0,59,21,16
1955,8.997,594.1,1,21,0,79,20,65
1956,8.443,789.1,0,15,0,65,27,30
1957,10.555,792.3,8,26,0,38,5,6
1958,10.02,763.8,1,26,0,69,5,23
1959,10.934,359.0,7,55,0,54,3,15
1960,10.099,784.7,1,14,0,43,9,18
1961,10.868,758.5,7,25,0,23,9,6
1962,8.939,725.5,0,14,0,52,12,15
1963,8.376,568.2,4,19,0,72,45,64
1964,9.775,438.3,10,49,0,59,16,12
1965,9.08,748.8,0,15,0,58,11,29
1966,10.356,717.0,4,27,0,45,19,32
1967,10.901,655.9,3,29,0,31,4,7
1968,10.238,725.2,2,33,0,49,8,20
1969,9.947,642.9,9,38,0,66,13,25
1970,9.216,905.6,2,27,0,72,21,61
1971,9.936,491.9,5,35,0,54,18,20
1972,9.471,614.2,4,22,0,57,7,10
1973,10.25,576.2,5,43,0,48,2,7
1974,10.36,536.9,3,21,0,21,0,0
1975,11.072,630.0,11,47,0,35,0,1
1976,10.488,474.4,14,49,0,60,8,28
1977,10.262,519.8,1,20,0,36,1,14
1978,5.683,298.9,0,1,0,46,10,23
1979,9.129,546.1,2,22,0,75,21,66
1980,9.655,620.1,2,20,0,50,13,15
1981,10.165,962.0,2,21,0,50,11,54
1982,10.597,578.8,6,38,0,48,14,18
1983,11.148,652.9,11,47,0,39,9,25
1984,9.744,750.2,4,18,0,59,4,14
1985,9.102,571.9,2,21,0,63,30,41
1986,9.445,671.8,5,31,1,56,31,44
1987,8.734,741.9,2,17,0,68,31,67
1988,10.872,677.4,0,20,0,37,0,19
1989,11.484,569.4,7,37,0,26,0,0
1990,11.494,557.7,7,36,0,20,0,3
1991,8.534,289.0,2,16,0,50,13,18
2006,17.204,271.2,15,49,0,0,0,0
2007,11.998,993.0,5,39,0,25,3,2
2008,11.37,664.4,9,34,0,37,0,3
2009,10.753,543.4,6,43,0,59,9,23
2010,9.946,577.4,13,38,1,71,30,55
2011,11.233,513.5,5,47,0,60,6,9
2012,10.838,549.7,6,40,0,41,16,4
2013,10.251,551.0,10,45,0,66,21,32
2014,12.002,565.0,7,39,0,40,4,5
2015,10.868,592.0,15,43,1,50,0,12
2016,11.54,557.2,11,51,0,47,7,12
2017,11.278,773.2,4,37,0,55,9,7
2018,12.188,362.9,33,84,0,50,9,11
2019,11.954,631.9,18,54,0,41,4,2
2020,12.072,664.0,11,44,1,27,0,0
2021,10.838,645.6,4,42,0,48,8,18
2022,12.319,511.5,20,58,0,44,0,3
2023,12.432,722.6,12,58,0,37,0,3
2024,12.886,821.4,12,61,0,25,5,4
