year,month,averageTemperature,totalPrecipitation,averageSnowCover
1951,1,2.913,70.8,7.0
1951,2,2.789,50.4,1.0
1951,3,2.732,72.8,2.0
1951,4,7.127,47.9,0.0
1951,5,11.374,81.9,0.0
1951,6,15.057,66.3,0.0
1951,7,16.797,93.8,0.0
1951,8,16.613,112.1,0.0
1951,9,14.617,60.0,0.0
1951,10,7.529,6.1,0.0
1951,11,7.5,115.6,0.0
1951,12,3.223,45.9,4.0
1952,1,1.048,124.1,33.0
1952,2,0.9,37.7,85.0
1952,3,3.181,86.5,10.0
1952,4,10.883,36.3,5.0
1952,5,12.277,70.4,0.0
1952,6,14.887,63.1,0.0
1952,7,17.735,42.5,0.0
1952,8,17.026,103.3,0.0
1952,9,10.45,86.9,0.0
1952,10,7.481,97.3,0.0
1952,11,1.967,104.8,57.0
1952,12,0.097,56.4,121.0
1953,1,0.329,39.9,139.0
1953,2,1.029,34.1,140.0
1953,3,5.316,14.2,1.0
1953,4,9.503,50.4,0.0
1953,5,12.958,70.8,0.0
1953,6,15.733,99.9,0.0
1953,7,16.971,91.0,0.0
1953,8,16.332,60.0,0.0
1953,9,13.087,37.7,0.0
1953,10,10.571,34.8,0.0
1953,11,6.11,12.3,0.0
1953,12,3.561,33.1,2.0
1954,1,-2.306,59.1,117.0
1954,2,-1.686,35.3,24.0
1954,3,5.155,38.9,0.0
1954,4,6.427,26.3,0.0
1954,5,13.061,38.8,0.0
1954,6,16.253,44.7,0.0
1954,7,14.384,197.2,0.0
1954,8,16.371,90.2,0.0
1954,9,14.197,118.8,0.0
1954,10,11.203,88.3,0.0
1954,11,5.687,38.2,0.0
1954,12,4.813,106.2,0.0
1955,1,-0.968,41.7,69.0
1955,2,-1.9,47.0,172.0
1955,3,0.768,28.4,165.0
1955,4,7.777,55.5,0.0
1955,5,10.784,66.5,0.0
1955,6,14.89,85.7,0.0
1955,7,17.716,116.2,0.0
1955,8,16.997,53.7,0.0
1955,9,13.9,48.9,0.0
1955,10,9.052,50.5,0.0
1955,11,5.007,28.4,2.0
1955,12,3.79,105.2,1.0
1956,1,1.39,65.1,4.0
1956,2,-9.345,29.9,282.0
1956,3,4.352,58.2,1.0
1956,4,5.743,59.1,0.0
1956,5,12.913,24.6,0.0
1956,6,13.513,148.4,0.0
1956,7,17.006,206.8,0.0
1956,8,14.458,81.4,0.0
1956,9,13.98,52.1,0.0
1956,10,9.281,63.5,0.0
1956,11,4.203,51.3,0.0
1956,12,4.113,33.3,15.0
1957,1,1.645,62.5,5.0
1957,2,4.921,84.3,6.0
1957,3,7.577,71.6,0.0
1957,4,8.423,12.7,0.0
1957,5,10.226,56.2,0.0
1957,6,16.89,79.1,0.0
1957,7,17.797,114.0,0.0
1957,8,15.313,110.9,0.0
1957,9,12.037,166.5,0.0
1957,10,10.413,35.1,0.0
1957,11,5.683,35.4,0.0
1957,12,1.177,71.2,86.0
1958,1,1.361,68.3,11.0
1958,2,3.439,97.7,22.0
1958,3,0.545,26.9,44.0
1958,4,6.133,48.3,0.0
1958,5,13.584,104.1,0.0
1958,6,14.767,114.4,0.0
1958,7,16.871,99.9,0.0
1958,8,17.439,89.9,0.0
1958,9,15.057,49.2,0.0
