year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1950,9.3,669.7,7,36,0,72,14,12
1951,9.105,595.2,4,31,0,87,5,18
1952,8.912,676.7,12,40,0,67,10,46
1953,9.408,608.8,7,42,0,97,17,48
1954,8.009,661.5,5,17,0,88,29,36
1955,7.605,637.5,1,21,0,108,25,64
1956,7.146,710.2,0,16,0,98,32,46
1957,9.076,550.6,10,28,0,81,5,10
1958,8.624,715.1,2,25,0,91,15,40
1959,9.104,450.2,4,44,0,100,13,28
1960,8.708,632.7,2,20,0,74,16,29
1961,9.739,659.7,9,34,0,61,6,19
1962,7.954,483.1,5,26,0,84,15,39
1963,7.666,494.8,5,26,0,92,42,68
1964,8.627,390.0,18,52,0,83,20,36
1965,8.439,628.4,2,21,0,81,12,55
1966,9.57,666.0,4,36,0,54,19,34
1967,9.26,579.0,3,22,0,100,53,14
1968,9.041,677.5,3,25,0,87,51,38
1969,8.548,592.6,6,35,0,87,25,68
1970,8.354,558.1,3,34,0,82,22,72
1971,8.679,456.9,11,43,0,81,19,46
1972,8.159,590.4,6,22,0,82,11,26
1973,8.642,456.3,6,43,0,91,8,17
1974,9.03,583.3,3,19,0,59,1,1
1975,9.669,523.3,2,43,0,71,1,10
1976,9.242,361.8,9,46,0,81,15,21
1977,9.291,693.7,3,20,0,62,5,20
1978,8.374,500.9,2,18,0,78,12,29
1979,7.99,539.3,5,27,0,89,21,62
1980,8.415,592.9,3,20,0,83,17,36
1981,9.497,661.2,4,28,0,73,14,48
1982,9.53,344.3,9,52,0,82,13,26
1983,10.232,489.0,14,58,0,54,8,25
1984,8.472,655.4,4,19,0,77,6,40
1985,8.133,449.6,2,34,0,89,32,49
1986,8.558,626.0,6,41,0,64,34,53
1987,8.032,673.6,3,23,0,84,32,72
1988,10.329,424.6,3,30,0,62,3,26
1989,10.648,504.7,3,40,0,49,0,0
1990,10.554,472.5,7,39,0,42,4,4
1991,8.747,336.6,6,39,0,76,17,21
1992,10.169,474.4,10,52,0,65,5,6
1993,9.771,531.9,1,35,0,66,14,31
1994,10.09,609.2,21,38,0,52,4,23
1995,10.065,735.5,7,47,0,53,9,32
1996,7.749,486.4,4,26,0,89,30,51
1997,9.358,489.4,5,38,0,73,12,34
1998,10.318,625.4,9,31,0,46,9,23
1999,10.152,506.4,6,39,0,56,10,27
2000,10.739,512.3,8,42,0,42,4,7
2001,10.164,521.9,11,36,0,56,6,13
2002,11.684,506.5,9,35,0,28,8,20
2003,9.675,393.2,26,69,0,90,19,37
2004,9.625,485.8,3,32,0,70,10,33
2005,9.843,519.1,11,47,0,72,19,45
2006,9.656,544.0,16,59,0,75,17,49
2007,10.728,748.4,5,43,0,55,4,8
2008,10.376,538.8,11,43,0,64,0,6
2009,9.653,623.7,4,44,0,75,19,36
2010,8.859,644.8,11,38,0,88,33,60
2011,10.151,501.5,7,48,0,81,9,12
2012,9.883,424.2,11,47,0,72,16,16
2013,9.167,679.2,14,42,0,85,27,53
2014,11.11,639.1,9,35,0,58,3,5
2015,10.263,401.3,22,54,0,78,5,10
2016,10.558,566.5,11,51,0,57,5,14
2017,10.427,571.4,8,47,0,70,12,30
2018,10.911,459.7,18,82,0,69,14,17
2019,11.014,471.1,23,68,0,61,5,11
2020,11.055,494.6,11,53,0,64,0,1
2021,9.693,660.3,5,45,0,86,9,35
2022,11.275,426.6,18,72,0,64,0,6
2023,11.435,581.8,16,65,0,54,2,16
2024,11.84,697.0,16,64,0,44,6,14
