year,month,averageTemperature,totalPrecipitation,averageSnowCover
1951,1,3.126,94.9,4.0
1951,2,3.196,62.9,4.0
1951,3,3.613,85.7,13.0
1951,4,7.733,67.6,0.0
1951,5,12.519,33.1,0.0
1951,6,15.21,162.3,0.0
1951,7,17.661,58.8,0.0
1951,8,16.745,82.2,0.0
1951,9,15.193,64.7,0.0
1951,10,8.845,21.7,0.0
1951,11,6.943,108.0,0.0
1951,12,2.148,45.4,0.0
1952,1,0.323,70.9,0.0
1952,2,0.086,34.6,72.0
1952,3,5.642,96.8,0.0
1952,4,11.823,21.3,0.0
1952,5,13.694,36.3,0.0
1952,6,16.723,38.1,0.0
1952,7,19.974,20.4,0.0
1952,8,18.261,77.7,0.0
1952,9,10.7,84.2,0.0
1952,10,7.845,109.9,0.0
1952,11,2.677,149.6,2.0
1952,12,0.387,103.0,0.0
1953,1,-0.877,16.4,0.0
1953,2,0.736,36.4,94.0
1953,3,7.497,3.3,0.0
1953,4,10.167,33.4,0.0
1953,5,14.832,36.3,0.0
1953,6,15.587,98.2,0.0
1953,7,17.026,101.1,0.0
1953,8,17.235,11.2,0.0
1953,9,14.527,48.6,0.0
1953,10,11.187,23.2,0.0
1953,11,5.17,12.3,0.0
1953,12,3.79,24.4,1.0
1954,1,-2.365,63.8,47.0
1954,2,-0.75,51.8,36.0
1954,3,6.477,21.1,1.0
1954,4,7.56,37.2,1.0
1954,5,12.639,48.0,0.0
1954,6,16.33,25.3,0.0
1954,7,15.21,75.5,0.0
1954,8,15.8,93.0,0.0
1954,9,13.76,159.3,0.0
1954,10,10.49,74.1,0.0
1954,11,5.713,47.6,0.0
1954,12,3.723,86.2,0.0
1955,1,-0.332,89.9,0.0
1955,2,-0.382,51.4,0.0
1955,3,2.294,30.3,76.0
1955,4,9.253,17.9,0.0
1955,5,11.487,89.9,0.0
1955,6,15.6,81.6,0.0
1955,7,17.958,91.4,0.0
1955,8,17.135,44.0,0.0
1955,9,13.787,52.8,0.0
1955,10,7.865,38.4,0.0
1955,11,4.36,16.8,0.0
1955,12,3.226,106.4,2.0
1956,1,1.239,64.1,4.0
1956,2,-8.459,13.0,128.0
1956,3,4.842,41.0,1.0
1956,4,6.797,89.7,2.0
1956,5,13.716,47.3,0.0
1956,6,13.043,71.6,0.0
1956,7,16.642,72.1,0.0
1956,8,14.313,104.2,0.0
1956,9,14.74,69.2,0.0
1956,10,8.326,59.8,0.0
