year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1976;5.76;0;14;0;38
1977;6.24;0;12;0;42
1978;5.06;0;6;0;53
1979;5.53;0;12;0;44
1980;4.81;2;17;0;50
1981;5.38;1;20;0;64
1982;6.12;0;22;0;29
1983;6.19;4;24;0;42
1984;5.07;2;12;0;49
1985;5.31;0;22;0;54
1986;5.51;0;18;0;51
1987;null;null;null;null;null
1988;5.93;2;25;0;38
1989;6.27;0;12;0;18
1990;6.16;0;29;0;43
1991;5.44;2;17;0;52
1992;6.89;7;42;0;28
1993;6.37;2;27;0;41
1994;7.43;10;43;0;25
1995;6.04;6;33;0;47
1996;6.29;2;24;0;30
1997;7.43;0;30;0;14
1998;7.01;5;39;0;38
1999;6.85;2;29;0;43
2000;7.7;5;45;0;29
2001;6.56;6;30;0;47
2002;7.62;4;32;0;19
2003;8.04;12;69;0;36
2004;7.19;1;36;0;38
2005;7.1;10;44;0;47
2006;7.77;6;47;0;23
2007;8.03;7;32;0;26
2008;7.74;5;49;0;27
2009;6.58;1;31;0;54
2010;5.87;7;32;0;67
2011;6.97;4;30;0;46
2012;6.3;2;27;0;58
2013;6.49;9;35;0;56
2014;7.72;4;18;0;14
2015;7.34;11;50;0;46
2016;6.97;2;29;0;34
2017;6.66;1;41;0;53
2018;null;null;null;null;null
2019;7.33;10;42;0;36
2020;7.17;2;30;0;39
2021;6.43;2;32;0;53
2022;null;null;null;null;null
2023;null;0;0;0;2
