year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1935,8.08,806.4,6,39,0,105,29,53
1936,8.186,823.7,0,24,0,110,17,9
1937,8.473,662.9,6,37,0,106,16,30
1938,8.042,839.2,3,26,0,111,21,42
1939,8.005,975.2,0,31,0,99,24,46
1940,6.508,888.0,0,24,0,121,57,80
1943,8.531,457.3,10,30,0,118,19,19
1944,7.868,759.6,7,30,0,114,27,54
1945,8.72,740.6,5,39,0,91,30,43
1946,7.962,684.2,5,25,0,114,26,21
1947,8.505,736.8,37,72,0,118,46,63
1948,8.572,745.0,3,27,0,98,19,12
1949,8.863,519.4,9,52,0,99,12,25
1950,8.358,867.3,7,37,0,117,35,30
1951,8.563,732.4,4,29,0,97,4,19
1952,7.995,948.8,17,40,0,119,30,65
1953,8.396,626.2,2,35,0,117,27,52
1954,7.539,823.6,3,18,0,114,30,15
1955,7.166,792.7,1,15,0,135,35,72
1956,6.669,855.8,0,12,0,124,46,56
1957,8.252,831.9,7,29,0,105,17,24
1958,8.053,899.1,0,34,0,101,20,50
1959,8.695,570.6,4,49,0,113,15,19
1960,8.188,767.3,0,19,0,101,20,41
1961,8.677,963.7,2,26,0,86,19,24
1962,6.914,728.9,2,26,0,117,30,45
1963,6.823,615.5,5,25,0,121,67,80
1964,8.05,613.2,16,44,0,103,33,38
1965,7.342,1170.2,0,16,0,108,23,62
1966,8.477,1001.3,2,25,0,82,19,27
1967,8.577,824.8,3,30,0,98,17,32
1968,7.804,958.6,0,17,0,117,35,38
1969,7.663,779.5,3,31,0,117,48,94
1970,7.714,886.1,1,33,0,112,34,81
1971,8.062,560.4,8,30,0,113,26,50
1972,7.383,687.9,2,19,0,118,26,30
1973,7.94,694.9,2,38,0,129,19,54
1974,8.644,900.6,2,17,0,67,0,9
1975,8.687,563.7,5,40,0,83,9,5
1976,4.347,357.6,0,4,0,107,31,49
1977,8.489,764.4,0,15,0,79,13,37
1978,7.601,754.8,0,16,0,100,37,56
1979,7.781,781.4,0,25,0,102,23,56
1980,7.637,814.7,1,14,0,95,31,57
1981,8.276,993.3,0,27,0,110,32,79
1982,8.701,801.2,0,40,0,105,24,34
1983,8.973,768.5,12,53,0,100,30,52
1984,7.855,888.8,5,19,0,108,11,57
1985,7.305,681.3,3,30,0,125,48,76
1986,8.101,981.0,4,38,0,98,37,60
1987,7.672,788.6,1,24,0,95,42,57
1988,9.175,921.0,4,30,0,80,4,34
1989,9.221,652.1,3,35,0,87,13,3
1990,9.342,778.6,8,36,0,81,14,19
1991,8.414,566.1,6,43,0,107,22,23
1992,9.199,752.5,11,43,0,86,20,24
1993,8.681,836.1,1,31,0,93,27,16
1994,10.092,799.3,16,49,0,68,5,8
1995,9.007,1046.9,9,43,0,93,23,39
1996,7.419,729.8,1,24,0,120,48,45
1997,8.91,679.7,1,43,0,93,20,37
1998,9.217,912.7,10,31,0,86,23,23
1999,9.499,910.9,5,44,0,74,17,40
2000,9.943,761.1,5,37,0,67,6,4
2001,9.24,1002.8,8,38,0,94,14,20
2002,9.767,1058.0,7,42,1,65,18,22
2003,9.818,576.1,24,84,0,97,18,26
2004,8.931,766.6,10,34,0,91,11,24
2005,8.718,647.0,13,49,0,109,27,59
2006,9.235,742.9,16,57,0,99,21,31
2007,9.431,902.8,3,37,0,88,10,9
2008,9.171,803.0,6,38,0,107,10,8
2009,8.941,818.8,7,40,0,100,26,30
2010,7.852,836.6,11,38,0,121,56,84
2011,9.462,656.0,5,50,0,100,15,18
2012,9.008,741.3,12,47,0,104,20,17
2013,8.593,793.9,15,43,0,108,23,32
2014,10.141,663.0,7,38,0,77,4,8
2015,9.981,627.3,30,55,1,108,3,18
2016,9.331,778.6,13,56,0,100,10,15
2017,9.288,846.6,7,48,0,99,18,34
2018,10.592,644.6,26,85,0,88,12,18
2019,9.802,927.5,17,54,0,96,6,18
2020,10.204,665.6,16,60,0,92,1,8
2021,8.807,754.4,5,40,0,119,9,33
2022,10.508,727.8,25,84,0,89,9,4
2023,10.658,926.9,21,74,0,80,6,16
2024,12.158,692.5,17,60,0,45,9,6
