year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,6.757,1012.9,0,21,0,121,31,68
1956,5.955,1152.8,0,17,0,126,48,68
1957,8.114,915.4,7,23,0,108,11,32
1958,7.907,913.9,2,19,0,106,25,59
1959,8.376,531.0,4,32,2,99,18,47
1960,7.971,757.5,2,15,0,89,24,47
1961,8.654,741.7,4,30,0,69,19,47
1962,6.946,541.5,2,23,0,113,31,65
1963,6.931,585.1,6,24,0,118,69,85
1964,7.584,641.2,8,37,1,117,38,65
1965,7.063,984.4,1,15,0,115,34,85
1966,8.246,915.7,1,23,0,92,29,62
1967,8.763,951.0,3,27,0,84,19,43
1968,7.766,749.5,0,18,0,116,35,54
1969,7.246,646.1,3,28,0,130,53,98
1970,7.302,864.5,1,23,0,124,40,94
1971,8.168,642.5,8,33,0,103,22,49
1972,7.628,480.2,8,26,0,92,15,41
1973,7.823,737.1,3,32,0,120,19,49
1974,8.45,998.5,5,18,0,61,3,13
1975,8.576,659.9,5,36,0,79,8,20
1976,7.883,610.7,7,32,0,108,33,58
1977,8.283,934.8,0,13,0,97,14,45
1978,7.556,861.3,1,20,0,108,24,51
1979,6.709,766.3,2,22,0,144,40,76
1980,5.87,902.5,1,10,0,156,56,79
1981,7.02,1058.6,0,26,0,138,55,95
1982,7.45,547.5,4,31,0,127,34,26
1983,7.765,733.8,5,41,0,109,44,54
1984,6.321,688.8,0,10,0,139,40,52
1985,6.376,672.5,1,33,0,150,72,75
1986,6.652,912.3,2,23,0,116,61,64
1987,5.696,923.0,1,13,0,131,68,80
1988,7.415,815.2,1,18,0,115,32,49
1989,8.248,648.3,3,23,0,102,25,6
1990,8.344,602.9,7,27,0,86,25,24
1991,7.089,567.4,5,20,0,111,23,38
1992,8.787,820.1,10,43,0,89,15,17
1993,7.851,781.9,1,28,0,114,27,70
1994,9.165,821.1,17,39,0,85,8,31
1995,8.307,1071.4,7,49,0,115,25,72
1996,6.163,695.3,2,25,0,146,49,82
1997,8.179,706.6,1,33,0,110,15,40
1998,8.75,886.5,7,28,1,78,26,45
1999,9.017,752.9,1,38,0,88,13,49
2000,9.554,782.2,10,41,0,75,8,27
2001,8.188,781.6,7,29,1,98,28,51
2002,9.145,1070.0,6,47,0,93,17,37
2003,8.923,469.4,19,64,1,122,26,55
2004,8.569,877.3,1,34,0,100,21,57
2005,8.583,667.5,2,28,0,107,30,72
2006,8.516,636.9,9,40,0,114,39,86
2007,8.961,805.0,4,34,0,97,13,21
2008,8.872,734.9,4,35,0,102,13,19
2009,8.307,808.2,1,32,0,104,32,63
2010,6.83,1016.9,7,33,0,135,63,110
2011,8.642,708.0,0,35,0,120,17,44
2012,8.242,673.1,5,38,0,106,25,65
2013,7.792,858.1,10,31,0,124,42,88
2014,9.552,681.9,5,38,0,96,14,20
2015,9.432,639.1,20,43,0,110,6,26
2016,8.749,777.6,4,46,0,105,14,33
2017,8.822,700.8,4,41,0,100,22,58
2018,9.519,503.8,15,68,0,104,21,25
2019,9.526,618.1,14,53,0,103,8,30
2020,9.387,642.9,7,42,0,113,3,6
2021,8.265,743.3,2,31,0,124,19,64
2022,9.485,626.8,11,50,0,98,12,23
2023,9.967,797.9,10,61,0,83,15,47
2024,11.918,670.8,17,61,0,53,6,10
