year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1955,7.582,910.1,0,21,0,95,28,62
1956,6.932,956.1,0,17,0,88,39,58
1957,9.318,843.8,7,23,0,74,5,23
1958,8.874,837.7,2,19,0,87,23,53
1959,9.625,468.2,4,32,2,73,10,39
1960,8.826,658.8,2,15,0,67,19,40
1961,10.225,624.8,4,30,0,39,7,31
1962,8.51,469.6,2,23,0,74,16,39
1963,7.945,514.2,6,24,0,87,49,72
1964,8.68,536.2,8,37,1,84,27,44
1965,8.161,828.7,1,15,0,78,26,58
1966,9.531,732.9,1,23,0,55,24,45
1967,10.112,800.7,3,27,0,50,11,27
1968,9.279,650.0,0,18,0,73,19,42
1969,8.76,583.5,3,28,0,90,26,61
1970,8.191,728.4,1,23,0,95,30,83
1971,9.14,484.0,8,33,0,83,17,39
1972,8.622,436.1,8,26,0,61,14,34
1973,9.1,631.1,3,32,0,83,10,25
1974,9.236,739.8,5,18,0,51,2,8
1975,9.983,569.9,5,36,0,51,3,9
1976,9.155,483.8,7,32,0,76,21,34
1977,9.341,787.1,0,13,0,69,8,29
1978,8.693,722.6,1,20,0,73,14,34
1979,7.382,584.7,2,22,0,117,39,68
1980,6.749,821.7,1,10,0,116,41,54
1981,8.381,876.2,0,26,0,97,40,55
1982,8.172,481.0,4,31,0,101,34,23
1983,8.97,653.6,5,41,0,75,35,31
1984,7.158,620.9,0,10,0,103,34,44
1985,7.255,542.8,1,33,0,112,55,53
1986,7.233,722.1,2,23,0,92,56,51
1987,6.312,772.7,1,13,0,105,62,71
1988,8.509,583.4,1,18,0,88,25,33
1989,9.456,516.9,3,23,0,66,19,0
1990,9.648,476.6,7,27,0,55,19,5
1991,8.317,378.6,5,20,0,75,19,16
1992,10.148,713.7,10,43,0,60,9,17
1993,9.239,631.2,1,28,0,80,16,43
1994,10.041,707.1,17,39,0,60,5,28
1995,10.112,910.8,7,49,0,65,8,37
1996,7.424,624.8,2,25,0,109,36,58
1997,9.293,601.2,1,33,0,78,12,32
1998,10.36,749.2,7,28,1,40,10,23
1999,10.326,653.5,1,38,0,58,9,33
2000,10.6,717.2,10,41,0,53,6,23
2001,10.081,586.8,7,29,1,56,14,32
2002,10.712,865.6,6,47,0,59,5,31
2003,10.051,399.0,19,64,1,91,24,44
2004,9.881,675.7,1,34,0,66,18,41
2005,10.182,534.2,2,28,0,62,22,43
2006,9.218,549.1,9,40,0,91,39,85
2007,10.485,679.3,4,34,0,62,5,10
2008,10.089,652.1,4,35,0,70,5,10
2009,9.383,692.4,1,32,0,76,23,49
2010,8.362,813.9,7,33,0,94,39,71
2011,9.745,639.0,0,35,0,84,16,41
2012,9.522,525.3,5,38,0,71,18,40
2013,8.68,794.8,10,31,0,95,41,85
2014,10.689,625.7,5,38,0,73,7,14
2015,10.039,538.5,20,43,0,87,6,23
2016,10.056,686.2,4,46,0,66,10,30
2017,9.921,600.6,4,41,0,69,21,50
2018,10.722,402.1,15,68,0,75,16,15
2019,10.599,570.8,14,53,0,69,8,30
2020,10.552,621.4,7,42,0,74,1,4
2021,9.382,641.4,2,31,0,87,17,51
2022,10.815,549.3,11,50,0,66,2,9
2023,11.111,616.7,10,61,0,62,11,28
2024,11.917,669.7,17,61,0,53,6,10
