year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;7.53;0;28;0;31
1938;7.24;0;29;0;31
1939;7.33;1;27;0;37
1940;6.34;0;9;0;63
1941;5.92;0;19;0;38
1942;6.92;0;27;0;45
1943;7.44;2;35;0;18
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;7.15;0;26;0;33
1949;null;null;null;null;null
1950;7.39;12;61;0;39
1951;7.46;2;49;0;14
1952;5.98;11;35;0;55
1953;null;null;null;null;null
1954;5.69;0;26;0;40
1955;5.73;0;15;0;40
1956;null;null;null;null;null
1957;6.63;5;33;0;25
1958;null;null;null;null;null
1959;6.84;0;21;0;22
1960;null;null;null;null;null
1961;7.42;1;44;0;41
1962;null;null;null;null;null
1963;5.85;0;32;0;71
1964;6.6;1;44;0;48
1965;5.98;3;25;0;46
1966;7.36;2;27;0;38
1967;7.43;3;35;0;29
1968;6.6;2;18;0;44
1969;6.82;3;31;0;53
1970;6.6;0;34;0;35
1971;7.15;2;38;0;33
1972;6.28;0;22;0;28
1973;6.25;0;28;0;24
1974;6.95;4;22;0;5
1975;7.32;1;24;0;9
1976;6.51;0;29;0;33
1977;6.95;0;20;0;20
1978;5.55;0;5;0;47
1979;6.57;0;23;0;24
1980;6.2;2;26;0;37
1981;6.93;3;35;0;27
1982;7.49;1;39;0;16
1983;7.51;8;47;0;22
1984;6.27;3;18;0;22
1985;6.69;0;36;0;37
1986;7.69;88;1007;0;774
1987;null;null;null;null;null
1988;null;null;null;null;null
1989;null;null;null;null;null
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;8.21;3;41;0;14
1995;6.84;0;20;0;33
1996;6.01;0;12;0;46
1997;7.16;0;6;0;22
1998;7.26;1;29;0;24
1999;7.38;1;15;0;28
2000;7.89;0;29;0;19
2001;7.34;0;35;0;31
2002;8.08;0;23;0;18
2003;7.74;16;70;0;29
2004;7.1;0;23;0;28
2005;6.68;1;26;0;46
2006;7.25;4;41;0;30
2007;8.07;3;26;0;8
2008;8.14;0;30;0;13
2009;7.85;0;34;0;32
2010;6.88;5;35;0;56
2011;8;2;32;0;18
2012;7.68;2;40;0;33
2013;7.8;13;38;0;28
2014;8.77;0;18;0;9
2015;8.5;5;49;0;10
2016;8.1;0;24;0;9
2017;7.96;5;42;0;25
2018;8.6;3;39;0;28
2019;8.75;10;56;0;18
2020;8.11;3;30;0;14
2021;7.13;0;34;0;29
2022;null;9;53;0;5
