year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1881,7.922,500.1,8,30,1,101,30,0
1882,9.324,627.0,2,28,0,70,8,0
1883,8.847,478.6,8,39,0,85,22,0
1884,9.473,582.9,12,53,0,73,5,0
1885,8.515,459.2,14,41,0,84,20,0
1886,8.891,471.8,15,53,0,96,27,0
1887,8.003,385.9,9,30,0,104,29,0
1888,7.823,491.6,8,31,0,101,31,0
1889,8.422,528.9,5,44,0,107,40,0
1890,8.243,557.4,3,29,0,94,40,0
1891,8.432,521.4,1,21,0,93,23,0
1892,8.42,356.8,14,44,0,97,40,0
1893,8.91,456.0,11,41,0,75,30,0
1894,9.36,491.6,5,24,0,61,16,16
1895,8.723,462.6,8,49,0,110,47,56
1896,8.879,520.8,3,26,0,87,19,1
1897,8.927,477.3,2,38,0,80,27,29
1898,9.632,523.8,10,33,0,51,1,9
1899,9.142,531.6,8,34,0,75,25,27
1900,9.513,541.0,11,42,0,74,17,29
1901,8.883,528.6,9,51,0,100,31,43
1902,7.934,474.5,9,26,0,83,25,30
1903,9.624,489.5,4,35,0,50,14,13
1904,9.547,359.6,10,41,0,62,16,17
1905,9.17,642.3,7,44,2,73,8,11
1906,9.694,689.5,11,42,1,70,16,30
1907,8.845,564.6,4,23,0,73,25,33
1908,8.737,377.0,7,44,0,85,19,20
1909,8.601,508.5,2,23,0,93,18,43
1910,9.703,505.4,7,35,0,59,2,12
1911,10.575,299.8,25,64,1,66,2,11
1912,9.051,526.6,5,28,0,51,17,24
1913,9.916,407.1,2,40,0,61,7,8
1914,9.973,578.6,12,52,0,50,17,10
1915,9.009,505.8,8,40,0,78,16,34
1916,9.535,516.9,3,21,0,55,7,20
1917,8.875,460.3,12,73,0,99,40,64
1918,9.73,551.8,4,29,1,67,7,16
1919,8.43,445.4,10,40,0,91,30,47
1920,9.752,406.9,6,39,0,84,14,16
1921,10.367,402.1,17,60,1,63,15,4
1922,8.282,562.6,9,33,0,82,29,53
1923,8.946,576.6,10,28,1,63,22,28
1924,8.756,526.1,4,35,0,103,28,29
