year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1937,10.632,605.5,4,41,0,54,14,23
1938,10.812,479.7,10,40,0,58,5,18
1939,10.522,628.5,4,45,0,62,3,13
1940,7.997,479.7,1,37,0,89,48,64
1941,8.912,651.2,7,30,0,81,30,25
1942,8.97,414.5,8,34,0,88,48,49
1943,11.202,381.6,14,38,0,59,9,14
1944,9.854,488.5,15,47,0,88,36,28
1945,4.122,130.8,0,0,0,53,16,23
1946,12.63,181.0,0,5,0,6,1,0
1947,9.786,0.0,25,69,1,84,54,0
1948,11.07,0.0,11,34,0,45,11,0
1949,10.853,0.0,6,43,0,63,8,0
1950,10.662,0.0,9,35,0,58,22,0
1951,10.337,471.8,5,35,0,64,10,18
1952,9.851,558.5,6,39,0,63,10,37
1953,10.983,459.7,12,42,0,58,16,45
1954,9.099,608.3,6,23,0,69,37,35
1955,8.827,526.9,0,35,0,90,29,61
1956,8.141,606.5,1,19,0,71,33,47
1957,10.515,501.5,11,34,1,50,6,7
1958,9.802,538.3,2,28,0,75,10,36
1959,11.062,408.9,6,54,0,56,12,32
1960,9.947,486.8,4,24,0,53,20,31
1961,11.047,552.4,6,36,0,39,9,23
1962,9.213,418.0,2,24,0,62,15,21
1963,8.99,343.3,11,44,1,78,46,68
1964,9.661,373.3,19,48,1,72,26,32
1965,9.396,532.5,1,21,0,69,14,43
1966,10.329,534.3,6,38,0,49,31,45
1967,11.102,542.4,8,40,0,41,7,12
1968,10.413,468.0,10,50,0,61,13,40
1969,9.817,443.6,18,53,1,85,27,42
1970,9.015,598.2,5,50,0,83,30,80
1971,10.08,505.9,15,47,0,62,16,32
1972,9.438,462.9,11,33,0,59,14,12
1973,10.234,415.7,10,52,0,61,5,14
1974,10.257,604.9,5,17,0,40,1,3
1975,10.914,334.8,16,58,0,50,3,5
1976,10.425,279.8,16,58,1,69,15,36
1977,10.303,584.8,3,22,0,48,7,27
1978,9.632,476.0,8,28,0,63,14,25
1979,8.736,376.2,7,39,0,85,38,66
1980,8.931,536.3,2,22,0,79,21,35
1981,10.412,567.1,5,36,0,59,16,43
1982,11.108,289.0,12,62,0,52,16,23
1983,11.65,537.6,15,59,0,35,9,18
1984,9.596,453.9,4,23,0,65,9,14
1985,9.037,422.7,3,36,0,77,35,48
1986,9.46,556.7,10,51,0,63,34,53
1987,8.063,550.2,1,22,0,80,36,63
1988,10.664,445.2,5,36,1,55,1,16
1989,11.66,352.9,10,53,0,28,0,1
1990,11.438,446.1,11,41,0,24,3,8
1991,10.371,246.9,9,46,0,62,17,20
1992,11.505,464.9,14,69,2,41,7,6
1993,10.535,465.7,4,39,0,57,12,12
1994,11.242,653.3,26,48,4,45,10,10
1995,11.355,453.0,22,62,0,45,5,27
1996,8.819,342.1,6,33,0,90,37,40
1997,10.813,354.8,15,65,0,66,12,23
1998,11.453,592.9,10,34,1,33,5,9
1999,11.773,355.0,11,53,0,44,7,21
2000,11.866,461.6,11,52,0,35,6,7
2001,11.004,542.2,12,38,0,56,6,22
2002,11.648,582.9,12,53,1,40,8,24
2003,11.068,339.0,30,69,2,84,19,38
2004,10.799,482.3,10,37,0,57,14,29
2005,11.129,494.6,12,51,0,58,12,36
2006,10.967,394.3,23,64,2,79,22,0
2007,12.194,680.3,9,46,1,27,3,0
2008,11.651,550.5,15,47,0,37,3,0
2009,10.871,425.9,6,48,0,58,13,29
2010,9.848,555.1,15,43,2,73,35,58
2011,11.371,540.3,8,45,0,64,14,8
2012,10.936,396.1,12,46,0,51,18,19
2013,10.323,553.3,12,46,0,80,30,56
2014,12.244,476.3,10,43,2,29,10,12
2015,11.396,515.2,20,49,4,56,1,5
2016,11.758,549.5,15,62,0,50,11,13
2017,11.418,531.6,9,48,0,56,14,30
2018,12.708,216.1,33,96,7,60,10,8
2019,12.579,427.7,25,68,1,37,5,1
2020,12.469,560.9,15,57,3,30,0,0
2021,11.003,545.9,7,53,2,57,12,29
2022,12.607,398.0,21,69,1,41,0,0
2023,12.572,514.6,13,70,0,42,1,3
2024,13.138,506.5,23,69,2,31,9,7
