month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1952-1;-1.48;0;0;0;17
1952-2;-2.09;0;0;0;17
1952-3;1.29;0;0;0;3
1952-4;10.64;0;0;0;1
1952-5;11.56;0;0;0;0
1952-6;15.71;0;2;0;0
1952-7;19.35;3;15;1;0
1952-8;19;3;14;1;0
1952-9;10.79;0;0;0;0
1952-10;7.55;0;0;0;0
1952-11;null;null;null;null;null
1952-12;null;null;null;null;null
1953-1;-2.66;0;0;0;23
1953-2;-1.51;0;0;0;17
1953-3;null;null;null;null;null
1953-4;null;null;null;null;null
1953-5;12.84;0;6;0;0
1953-6;15.39;0;3;0;0
1953-7;18.2;1;10;0;0
1953-8;16.3;0;5;0;0
1953-9;14.47;0;4;0;0
1953-10;10.16;0;0;0;0
1953-11;2.03;0;0;0;3
1953-12;-0.58;0;0;0;11
1954-1;-6.03;0;0;0;22
1954-2;-6.38;0;0;0;23
1954-3;4.28;0;0;0;0
1954-4;5.18;0;0;0;0
1954-5;11.05;0;0;0;0
1954-6;16.14;0;5;0;0
1954-7;14.56;0;2;0;0
1954-8;16.38;0;6;0;0
1954-9;14.49;0;4;0;0
1954-10;9.06;0;0;0;0
1954-11;1.87;0;0;0;11
1954-12;1.57;0;0;0;3
1955-1;-3.75;0;0;0;24
1955-2;-2.34;0;0;0;18
1955-3;0.44;0;0;0;10
1955-4;6.24;0;0;0;0
1955-5;11.14;0;0;0;0
1955-6;14.64;0;1;0;0
1955-7;17.05;0;7;0;0
1955-8;16.43;0;0;0;0
1955-9;13.63;0;0;0;0
1955-10;7.74;0;0;0;0
1955-11;1.22;0;0;0;5
1955-12;null;null;null;null;null
1956-1;-0.94;0;0;0;11
1956-2;-10.7;0;0;0;26
1956-3;1.06;0;0;0;8
1956-4;6.52;0;0;0;1
1956-5;12.57;0;2;0;0
1956-6;null;null;null;null;null
1956-7;17.21;0;5;0;0
1956-8;15.79;0;3;0;0
1956-9;14.84;0;0;0;0
1956-10;7.78;0;0;0;0
1956-11;0.27;0;0;0;5
1956-12;null;null;null;null;null
1957-1;-2.35;0;0;0;17
1957-2;3.44;0;0;0;0
1957-3;6.72;0;0;0;1
1957-4;7.71;0;0;0;0
1957-5;9.29;0;0;0;0
1957-6;17.46;0;9;0;0
1957-7;17.71;5;9;4;0
1957-8;15.76;0;3;0;0
1957-9;12.74;0;1;0;0
1957-10;8.67;0;0;0;0
1957-11;3.33;0;0;0;1
1957-12;-0.8;0;0;0;12
1958-1;-2.19;0;0;0;14
1958-2;1.8;0;0;0;5
1958-3;-1.7;0;0;0;18
1958-4;4.99;0;0;0;0
1958-5;15.21;0;5;0;0
1958-6;14.81;0;4;0;0
1958-7;null;null;null;null;null
1958-8;17.28;1;7;0;0
1958-9;14.69;0;3;0;0
1958-10;7.91;0;0;0;0
1958-11;3.25;0;0;0;3
1958-12;0.43;0;0;0;7
1959-1;-1.39;0;0;0;14
1959-2;-1.56;0;0;0;13
1959-3;6.17;0;0;0;0
1959-4;9.66;0;0;0;0
1959-5;12.93;0;0;0;0
1959-6;15.55;0;7;0;0
1959-7;18.5;1;11;0;0
1959-8;16.95;0;9;0;0
1959-9;null;null;null;null;null
1959-10;8.83;0;0;0;0
1959-11;1.93;0;0;0;3
1959-12;1.65;0;0;0;3
1960-1;-2.79;0;0;0;11
1960-2;-1.46;0;0;0;13
1960-3;3.72;0;0;0;4
1960-4;8.08;0;0;0;0
1960-5;13.03;0;2;0;0
1960-6;16.32;0;5;0;0
1960-7;15.37;0;4;0;0
1960-8;16.64;0;5;0;0
1960-9;null;null;null;null;null
1960-10;9.35;0;0;0;0
1960-11;5.23;0;0;0;0
1960-12;-0.08;0;0;0;16
1961-1;-3.16;0;0;0;19
1961-2;2.51;0;0;0;0
1961-3;6;0;0;0;1
1961-4;12.02;0;0;0;0
1961-5;10.54;0;0;0;0
1961-6;16.26;0;6;0;0
1961-7;16.02;0;7;0;0
1961-8;17.35;0;10;0;0
1961-9;null;null;null;null;null
1961-10;null;null;null;null;null
1961-11;null;null;null;null;null
1961-12;-2.15;0;0;0;18
1962-1;0.05;0;0;0;8
1962-2;null;null;null;null;null
1962-3;null;null;null;null;null
1962-4;9.77;0;6;0;0
1962-5;9.97;0;2;0;0
1962-6;13.89;0;5;0;0
1962-7;15.97;1;5;0;0
1962-8;19.07;2;13;1;0
1962-9;13.81;0;5;0;0
1962-10;9.1;0;0;0;0
1962-11;null;null;null;null;null
1962-12;-5.34;0;0;0;21
1963-1;-7.69;0;0;0;27
1963-2;-6.1;0;0;0;23
1963-3;2.57;0;0;0;2
