month;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937-1;null;null;null;null;null
1937-2;null;null;null;null;null
1937-3;null;null;null;null;null
1937-4;null;null;null;null;null
1937-5;null;null;null;null;null
1937-6;null;null;null;null;null
1937-7;null;null;null;null;null
1937-8;null;null;null;null;null
1937-9;null;null;null;null;null
1937-10;null;null;null;null;null
1937-11;null;null;null;null;null
1937-12;null;null;null;null;null
1938-1;null;null;null;null;null
1938-2;-2.16;0;0;0;2
1938-3;5.21;0;0;0;0
1938-4;4.5;0;0;0;0
1938-5;11.19;0;3;0;0
1938-6;16.78;3;15;0;0
1938-7;16.46;0;12;0;0
1938-8;15.43;0;7;0;0
1938-9;12.7;0;0;0;0
1938-10;8.05;0;0;0;0
1938-11;4.56;0;0;0;0
1938-12;-3.15;0;0;0;13
1939-1;-1.18;0;0;0;4
1939-2;0.43;0;0;0;0
1939-3;0;0;0;0;3
1939-4;9.67;0;0;0;0
1939-5;8.81;0;0;0;0
1939-6;14.76;0;7;0;0
1939-7;15.4;0;6;0;0
1939-8;15.89;0;2;0;0
1939-9;11.86;0;0;0;0
1939-10;6.2;0;0;0;1
1939-11;3.56;0;0;0;4
1939-12;-3.71;0;0;0;18
1940-1;-7.75;0;0;0;25
1940-2;-2.59;0;0;0;8
1940-3;2.11;0;0;0;3
1940-4;6.82;0;0;0;0
1940-5;10.1;0;0;0;0
1940-6;13.43;0;0;0;0
1940-7;15.01;0;7;0;0
1940-8;14.11;0;1;0;0
1940-9;12.49;0;0;0;0
1940-10;7.56;0;0;0;1
1940-11;2.88;0;0;0;2
1940-12;-7.74;0;0;0;27
1941-1;-4.9;0;0;0;17
1941-2;-1.29;0;0;0;5
1941-3;3.63;0;0;0;0
1941-4;null;null;null;null;null
1941-5;8.37;0;0;0;0
1941-6;null;null;null;null;null
1941-7;null;null;null;null;null
1941-8;null;null;null;null;null
1941-9;null;null;null;null;null
1941-10;null;null;null;null;null
1941-11;null;null;null;null;null
1941-12;null;null;null;null;null
1942-1;null;null;null;null;null
1942-2;null;null;null;null;null
1942-3;null;null;null;null;null
1942-4;null;null;null;null;null
1942-5;null;null;null;null;null
1942-6;null;null;null;null;null
1942-7;null;null;null;null;null
1942-8;null;null;null;null;null
1942-9;null;null;null;null;null
1942-10;null;null;null;null;null
1942-11;null;null;null;null;null
1942-12;null;null;null;null;null
1943-1;null;null;null;null;null
1943-2;null;null;null;null;null
1943-3;null;null;null;null;null
1943-4;null;null;null;null;null
1943-5;null;null;null;null;null
1943-6;null;null;null;null;null
1943-7;null;null;null;null;null
1943-8;null;null;null;null;null
1943-9;null;null;null;null;null
1943-10;null;null;null;null;null
1943-11;null;null;null;null;null
1943-12;null;null;null;null;null
1944-1;null;null;null;null;null
1944-2;null;null;null;null;null
1944-3;null;null;null;null;null
1944-4;null;null;null;null;null
1944-5;null;null;null;null;null
1944-6;null;null;null;null;null
1944-7;null;null;null;null;null
1944-8;null;null;null;null;null
1944-9;null;null;null;null;null
1944-10;null;null;null;null;null
1944-11;null;null;null;null;null
1944-12;null;null;null;null;null
1945-1;null;null;null;null;null
1945-2;null;null;null;null;null
1945-3;null;null;null;null;null
1945-4;null;null;null;null;null
1945-5;null;null;null;null;null
1945-6;null;null;null;null;null
1945-7;null;null;null;null;null
1945-8;null;null;null;null;null
1945-9;null;null;null;null;null
1945-10;null;null;null;null;null
1945-11;null;null;null;null;null
1945-12;null;null;null;null;null
1946-1;null;null;null;null;null
1946-2;null;null;null;null;null
1946-3;null;null;null;null;null
1946-4;null;null;null;null;null
1946-5;12.58;0;0;0;0
1946-6;13.1;0;5;0;0
1946-7;16.53;0;10;0;0
1946-8;15.7;1;6;0;0
1946-9;13.85;0;0;0;0
1946-10;6.75;0;0;0;0
1946-11;1.92;0;0;0;2
1946-12;-4.07;0;0;0;23
1947-1;-6.73;0;0;0;21
1947-2;-2.95;0;0;0;11
1947-3;3.61;0;0;0;3
1947-4;9.87;0;0;0;0
1947-5;13.61;0;2;0;0
1947-6;16.2;2;10;0;0
1947-7;17.5;2;11;0;0
1947-8;17.41;4;11;0;0
1947-9;15.83;0;11;0;0
1947-10;8.8;0;0;0;0
1947-11;4.46;0;0;0;2
1947-12;-2.35;0;0;0;14
1948-1;0.76;0;0;0;6
1948-2;-0.55;0;0;0;7
1948-3;6.65;0;0;0;0
1948-4;8.38;0;0;0;0
1948-5;13.27;0;1;0;0
1948-6;13.17;0;8;0;0
1948-7;13.71;0;6;0;0
1948-8;15.86;0;4;0;0
1948-9;13.36;0;1;0;0
1948-10;8.85;0;0;0;0
1948-11;4.19;0;0;0;0
1948-12;-0.45;0;0;0;11
1949-1;-0.64;0;0;0;7
1949-2;0.24;0;0;0;4
1949-3;0.73;0;0;0;9
1949-4;10.17;0;0;0;1
1949-5;10.79;0;2;0;0
1949-6;14.06;0;2;0;0
1949-7;16.74;1;10;0;0
1949-8;15.7;2;8;0;0
1949-9;15.56;0;6;0;0
1949-10;10.16;0;0;0;0
1949-11;1.61;0;0;0;0
1949-12;0.47;0;0;0;5
1950-1;-3.22;0;0;0;13
1950-2;1.39;0;0;0;1
1950-3;4.5;0;0;0;2
1950-4;5.6;0;0;0;0
1950-5;13.46;0;4;0;0
1950-6;17;2;14;0;0
1950-7;18.53;3;14;0;0
1950-8;16.64;0;8;0;0
1950-9;12.48;0;1;0;0
1950-10;7.35;0;0;0;2
1950-11;2.08;0;0;0;0
1950-12;-4.94;0;0;0;24
1951-1;-1.66;0;0;0;6
1951-2;-0.47;0;0;0;2
1951-3;0.98;0;0;0;4
1951-4;6.76;0;0;0;0
1951-5;11;0;1;0;0
1951-6;14.7;1;9;0;0
1951-7;16.4;0;9;0;0
1951-8;16.55;0;10;0;0
1951-9;14.44;0;5;0;0
1951-10;7.8;0;0;0;0
1951-11;5.12;0;0;0;0
1951-12;0.04;0;0;0;5
1952-1;-4.23;0;0;0;16
1952-2;-2.99;0;0;0;14
1952-3;2.86;0;0;0;1
1952-4;10.04;0;0;0;0
1952-5;11.8;0;0;0;0
1952-6;15.88;0;7;0;0
1952-7;18.79;8;14;0;0
1952-8;16.91;2;12;0;0
1952-9;9.95;0;0;0;0
1952-10;6.45;0;0;0;0
1952-11;-0.6;0;0;0;8
1952-12;-3.55;0;0;0;18
1953-1;-5.22;0;0;0;25
1953-2;-2.67;0;0;0;11
1953-3;4.14;0;0;0;1
1953-4;8.83;0;0;0;0
1953-5;12.03;0;6;0;0
1953-6;13.61;0;0;0;0
1953-7;16.86;1;9;0;0
1953-8;15.49;0;8;0;0
1953-9;13.74;0;3;0;0
1953-10;9.92;0;0;0;0
1953-11;4.3;0;0;0;0
1953-12;2.04;0;0;0;8
1954-1;-5.54;0;0;0;21
1954-2;-3.4;0;0;0;10
1954-3;4.35;0;0;0;0
1954-4;5.24;0;0;0;0
1954-5;9.73;0;0;0;0
1954-6;14.4;0;5;0;0
1954-7;13.77;0;4;0;0
1954-8;14.51;0;8;0;0
1954-9;13.13;0;3;0;0
1954-10;7.84;0;0;0;0
1954-11;2.81;0;0;0;4
1954-12;0.41;0;0;0;5
1955-1;-0.92;0;0;0;7
1955-2;-2.38;0;0;0;10
1955-3;0.43;0;0;0;5
1955-4;5.91;0;0;0;0
1955-5;10.12;0;1;0;0
1955-6;14.01;0;2;0;0
1955-7;15.68;0;4;0;0
1955-8;14.53;0;2;0;0
1955-9;12.2;0;0;0;0
1955-10;6.74;0;0;0;0
1955-11;1.64;0;0;0;6
1955-12;1.86;0;0;0;0
1956-1;-1.66;0;0;0;9
1956-2;-11.37;0;0;0;20
1956-3;2.27;0;0;0;6
1956-4;5.69;0;0;0;1
1956-5;11.11;0;2;0;0
1956-6;11.67;0;2;0;0
1956-7;16.25;0;8;0;0
1956-8;14.78;1;4;0;0
1956-9;14.1;0;0;0;0
1956-10;6.68;0;0;0;0
1956-11;0;0;0;0;6
1956-12;-1.33;0;0;0;10
1957-1;-1.41;0;0;0;8
1957-2;2.74;0;0;0;0
1957-3;7.06;0;0;0;0
1957-4;6.84;0;0;0;0
1957-5;7.95;0;0;0;0
1957-6;15.27;0;7;0;0
1957-7;15.67;6;8;0;0
1957-8;14.35;0;3;0;0
1957-9;11.62;0;1;0;0
1957-10;8.7;0;0;0;0
1957-11;3.24;0;0;0;3
1957-12;-0.52;0;0;0;7
1958-1;-3.13;0;0;0;11
1958-2;1.39;0;0;0;4
1958-3;-1.28;0;0;0;11
1958-4;4.88;0;0;0;1
1958-5;14.15;0;6;0;0
1958-6;13.94;0;2;0;0
1958-7;16.54;0;7;0;0
1958-8;16.52;2;12;0;0
1958-9;14.5;0;2;0;0
1958-10;7.3;0;0;0;0
1958-11;2.71;0;0;0;0
1958-12;-1.24;0;0;0;8
1959-1;-3.32;0;0;0;14
1959-2;1;0;0;0;2
1959-3;5.95;0;0;0;0
1959-4;8.13;0;0;0;0
1959-5;11.42;0;0;0;0
1959-6;13.67;0;0;0;0
1959-7;16.98;0;11;0;0
1959-8;14.84;0;5;0;0
1959-9;13.54;0;1;0;0
1959-10;8.09;0;0;0;0
1959-11;1.47;0;0;0;0
1959-12;-0.68;0;0;0;5
1960-1;-3.22;0;0;0;13
1960-2;-0.32;0;0;0;2
1960-3;3.97;0;0;0;0
1960-4;6.57;0;0;0;0
1960-5;11.83;0;2;0;0
1960-6;15.3;0;6;0;0
1960-7;13.82;0;2;0;0
1960-8;14.89;0;7;0;0
1960-9;11.2;0;0;0;0
1960-10;7.36;0;0;0;0
1960-11;3.36;0;0;0;0
1960-12;-2.17;0;0;0;17
1961-1;-3;0;0;0;14
1961-2;2.03;0;0;0;2
1961-3;4.9;0;0;0;0
1961-4;10.37;0;0;0;0
1961-5;9.61;0;0;0;0
1961-6;15.51;0;9;0;0
1961-7;15.03;0;7;0;0
1961-8;15.69;1;11;0;0
1961-9;16.51;0;10;0;0
1961-10;9.39;0;0;0;0
1961-11;2.71;0;0;0;0
1961-12;-1.39;0;0;0;12
1962-1;-2.17;0;0;0;5
1962-2;-2.67;0;0;0;11
1962-3;-0.73;0;0;0;6
1962-4;6.49;0;0;0;0
1962-5;9.31;0;2;0;0
1962-6;12.74;0;7;0;0
1962-7;15.25;1;8;0;0
1962-8;16.89;0;9;0;0
1962-9;12.5;0;6;0;0
1962-10;8.37;0;0;0;0
1962-11;0.61;0;0;0;7
