year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;null;null;null;null;null
1938;null;null;null;null;null
1939;6.87;0;15;0;29
1940;5.55;0;8;0;66
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;null;null;null;null;null
1944;null;null;null;null;null
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;8.03;8;45;0;50
1948;8.16;0;20;0;24
1949;8.04;3;28;0;25
1950;7.65;5;41;0;41
1951;7.7;1;34;0;17
1952;6.84;10;33;0;56
1953;7.86;1;26;0;44
1954;6.52;0;20;0;39
1955;6.73;0;9;0;28
1956;5.77;1;16;0;52
1957;7.67;6;19;0;18
1958;7.23;2;29;0;35
1959;7.64;0;17;0;21
1960;6.93;0;17;0;31
1961;8.15;1;37;0;28
1962;6.02;1;32;0;44
1963;6.35;2;23;0;51
1964;7.18;1;31;0;28
1965;6.28;3;21;0;40
1966;6.93;2;22;0;40
1967;7.19;3;24;0;25
1968;6.89;1;15;0;31
1969;6.83;2;23;0;56
1970;6.65;1;24;0;32
1971;7.26;1;28;0;31
1972;7.06;1;23;0;18
1973;6.85;0;28;0;31
1974;7.32;3;22;0;4
1975;7.35;1;23;0;11
1976;7.42;1;30;0;25
1977;7.68;2;14;0;22
1978;6.79;0;19;0;26
1979;7.02;0;20;0;22
1980;6.53;3;23;0;34
1981;7.09;0;31;0;45
1982;7.91;0;31;0;18
1983;8.01;7;36;0;21
1984;6.91;4;21;0;27
1985;7.04;1;28;0;41
1986;7.35;1;32;0;39
1987;7.26;0;32;0;32
1988;7.98;1;26;0;16
1989;8.47;0;12;0;4
1990;8.4;1;32;0;17
1991;7.6;2;40;0;20
1992;8.03;10;40;0;20
1993;7.14;0;21;0;31
1994;8.27;2;47;0;19
1995;6.56;0;25;0;29
1996;6.28;0;18;0;36
1997;7.38;0;16;0;12
1998;7.1;1;30;0;31
1999;6.94;1;18;0;38
2000;7.52;1;32;0;20
2001;7;1;34;0;29
2002;7.99;5;27;0;12
2003;7.72;13;62;0;30
2004;7.07;0;28;0;32
2005;6.49;4;34;0;60
2006;7.46;4;47;0;38
2007;8.29;5;35;0;15
2008;8;2;34;0;22
2009;7.81;3;35;0;37
2010;7.1;8;36;0;47
2011;8.8;7;36;0;17
2012;7.99;4;38;0;37
2013;7.73;12;44;0;32
2014;9.07;4;19;0;6
2015;9.09;16;55;0;15
2016;8.55;4;36;0;10
2017;8.28;3;44;0;29
2018;9.09;6;53;0;20
2019;8.65;13;48;0;18
2020;8.79;5;42;0;12
2021;7.73;3;33;0;31
2022;9.36;10;53;0;12
2023;null;0;0;0;7
