year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1953,9.732,482.8,3,36,0,83,18,41
1954,8.264,598.8,5,20,0,85,35,40
1955,7.893,541.3,0,25,0,105,30,57
1956,7.235,602.9,0,24,0,98,46,49
1957,9.253,499.0,11,29,0,72,12,22
1958,8.955,707.8,5,35,0,83,11,35
1959,9.587,424.9,6,47,1,83,19,31
1960,8.965,631.4,4,30,0,75,21,42
1961,9.678,559.2,11,40,0,54,20,34
1962,7.903,426.6,3,31,0,90,28,38
1963,7.764,421.8,8,39,0,106,66,80
1964,8.97,349.2,21,57,1,95,32,35
1965,8.412,718.9,2,21,0,90,32,67
1966,9.255,689.8,4,32,0,71,28,49
1967,9.853,578.7,9,38,0,48,14,34
1968,8.835,601.2,4,37,0,90,31,42
1969,8.355,588.3,12,44,0,111,45,63
1970,8.371,808.0,4,37,0,86,35,73
1971,9.241,496.8,17,47,1,71,19,38
1972,8.436,540.9,9,31,0,85,14,14
1973,8.968,493.2,9,47,0,81,12,29
1974,9.479,633.2,5,26,2,38,1,6
1975,9.631,483.5,6,40,0,61,10,13
1976,8.899,494.1,10,38,0,87,29,44
1977,9.32,675.2,2,18,0,55,9,28
1978,8.507,666.8,1,21,0,77,26,54
1979,8.476,574.8,2,34,0,90,26,67
1980,8.242,720.2,2,21,0,88,34,63
1981,9.253,676.7,3,33,0,89,33,80
1982,10.295,302.5,14,61,0,73,13,17
1983,10.038,508.3,13,60,2,71,27,48
1984,8.64,601.7,4,23,1,81,18,33
1985,8.227,474.1,2,32,1,99,52,76
1986,8.698,625.6,7,37,0,75,44,62
1987,7.929,697.8,3,21,1,90,42,71
1988,9.849,536.1,5,35,0,62,8,30
1989,10.578,464.8,7,42,0,51,7,4
1990,10.449,487.0,14,39,2,44,4,18
1991,9.084,377.0,5,33,2,81,19,23
1992,10.18,613.6,15,53,1,43,17,21
1993,8.896,704.9,3,43,0,87,29,43
1994,10.114,724.9,17,41,1,43,11,10
1995,9.071,838.1,5,37,0,82,30,47
1996,7.016,490.8,5,29,0,111,51,67
1997,9.603,542.1,12,47,1,70,14,36
1998,10.209,639.8,12,39,2,62,16,45
1999,10.127,576.2,6,48,0,60,10,37
2000,10.887,586.6,9,44,0,41,7,16
2001,9.708,690.6,10,43,2,74,17,44
2002,9.973,880.5,11,49,0,72,17,29
2003,10.24,425.1,37,80,3,91,26,41
2004,9.883,717.6,11,37,0,71,10,35
2005,9.477,566.0,12,48,1,84,23,48
2006,10.076,509.4,18,59,3,74,20,40
2007,10.378,753.2,8,47,1,43,9,8
2008,10.035,549.3,11,40,0,56,6,11
2009,9.572,666.2,4,41,0,79,29,36
2010,8.0,864.6,10,36,2,104,62,83
2011,10.187,524.6,2,44,0,61,18,13
2012,9.549,538.4,13,43,2,67,24,31
2013,8.983,661.5,11,41,1,96,33,56
2014,10.757,549.0,8,38,0,39,12,15
2015,10.496,564.9,21,49,3,57,5,12
2016,10.066,456.6,15,55,0,67,11,14
2017,10.108,638.1,9,46,0,60,17,15
2018,11.092,342.4,32,86,6,70,16,13
2019,10.983,500.4,23,64,3,51,5,8
2020,11.067,495.6,15,58,4,43,1,0
2021,9.54,736.1,3,45,2,78,15,41
2022,11.02,469.9,20,67,4,57,10,20
2023,11.13,631.9,16,72,1,60,13,25
2024,5.0,113.2,0,0,0,22,8,7
