year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;10.14;0;30;0;27
1938;null;null;null;null;null
1939;9.67;1;32;0;15
1940;7.67;0;17;0;71
1941;null;null;null;null;null
1942;null;null;null;null;null
1943;10.28;16;61;0;24
1944;9.58;10;50;0;24
1945;10.54;19;77;1;33
1946;10.2;19;68;0;39
1947;10.03;31;90;1;48
1948;10.35;8;56;0;21
1949;10.48;10;55;0;11
1950;10.46;17;69;5;32
1951;10.32;4;49;0;7
1952;9.54;15;57;0;23
1953;10.17;7;57;0;20
1954;8.98;9;57;0;42
1955;9.17;1;43;0;27
1956;8.5;3;53;0;45
1957;9.87;10;53;1;17
1958;9.86;7;54;0;11
1959;9.9;5;43;1;16
1960;9.71;4;37;0;19
1961;10.37;18;54;1;32
1962;8.74;11;58;0;28
1963;8.81;17;63;0;62
1964;9.14;11;61;0;36
1965;8.74;9;36;0;18
1966;10.23;6;40;0;22
1967;10.36;17;61;0;18
1968;9.78;14;47;0;25
1969;9.29;11;61;0;47
1970;9.46;10;48;0;25
1971;10.02;22;63;1;28
1972;9.58;14;46;0;24
1973;9.93;14;66;0;13
1974;10.65;14;48;1;0
1975;10.7;2;67;0;7
1976;10.09;10;54;1;16
1977;10.28;8;60;1;20
1978;9.08;1;46;0;18
1979;9.4;8;63;0;19
1980;8.69;4;36;0;29
1981;10;12;58;2;18
1982;null;null;null;null;null
1983;10.41;22;72;2;24
1984;9.18;9;37;0;16
1985;8.59;7;50;0;45
1986;9.17;12;66;0;39
1987;8.85;7;57;1;40
1988;10.03;15;56;0;10
1989;10.07;4;46;0;14
1990;10.1;12;53;0;19
1991;9.15;9;49;0;27
1992;10.66;28;64;2;10
1993;9.65;13;64;0;29
1994;11.16;32;78;0;13
1995;10.02;16;64;0;32
1996;8.44;4;48;0;54
1997;8.83;0;36;0;22
1998;10.41;20;64;1;22
1999;10.5;8;58;0;20
2000;11.32;24;75;0;15
2001;10.29;18;67;1;18
2002;11.07;16;72;1;27
2003;10.68;39;105;3;24
2004;10.25;13;58;0;23
2005;10.04;12;65;1;28
2006;10.4;21;61;3;26
2007;11.53;21;82;4;15
2008;11.09;8;67;1;7
2009;10.86;14;71;0;22
2010;9.59;19;57;3;40
2011;10.86;21;82;1;14
2012;10.98;33;88;4;21
2013;10.46;22;65;5;22
2014;11.7;11;56;0;8
2015;12.01;43;84;8;2
2016;11.19;20;85;0;12
2017;11.3;38;84;4;19
2018;12.22;34;109;4;14
2019;12.07;34;90;3;7
2020;11.42;18;77;0;4
2021;10.58;19;82;3;7
2022;null;24;66;2;0
