year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1962;8.81;9;55;1;30
1963;8.61;8;56;0;59
1964;8.92;10;54;0;41
1965;8.66;5;32;0;20
1966;9.96;3;31;0;20
1967;10.04;12;46;0;19
1968;null;null;null;null;null
1969;null;null;null;null;null
1970;null;null;null;null;null
1971;null;null;null;null;null
1972;null;null;null;null;null
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;null;null;null;null;null
1977;null;null;null;null;null
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;9.64;4;63;0;27
1983;10.65;20;73;2;15
1984;9.03;8;31;0;13
1985;8.95;5;52;0;35
1986;9.18;10;55;0;37
1987;9.06;10;58;0;41
1988;9.91;17;47;3;8
1989;10.17;2;41;0;8
1990;10.29;9;50;0;18
1991;9.07;7;43;1;22
1992;10.77;27;76;1;13
1993;9.7;12;59;1;26
1994;11.27;29;79;1;14
1995;9.85;13;66;0;22
1996;8.59;7;49;0;44
1997;9.81;3;63;1;19
1998;10.41;21;63;2;18
1999;10.35;6;56;1;19
2000;11.37;25;73;2;13
2001;10.54;27;65;2;13
2002;10.96;17;69;0;20
2003;10.68;48;105;3;20
2004;10.16;13;59;0;19
2005;9.85;14;70;2;21
2006;10.36;27;64;1;18
2007;11.2;28;76;2;16
2008;10.84;8;68;0;11
2009;10.42;11;67;1;26
2010;9.58;18;58;2;39
2011;10.58;16;80;0;15
2012;10.75;29;81;0;18
2013;10.25;26;63;0;29
2014;11.28;6;47;0;10
2015;11.55;40;72;7;3
2016;10.82;11;72;0;15
2017;10.89;35;77;2;20
2018;11.58;20;94;1;21
2019;11.76;31;80;2;7
2020;11.1;16;70;0;5
2021;10.59;19;77;1;10
2022;null;32;77;1;0
