year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1947,10.197,452.4,41,87,0,90,38,53
1948,10.077,514.0,12,30,0,65,19,11
1949,10.623,424.0,14,64,0,75,8,4
1950,9.899,673.1,13,45,0,78,21,23
1951,9.872,566.5,4,34,0,56,7,8
1952,9.802,664.6,14,45,4,68,11,19
1953,10.415,340.2,10,41,0,68,10,8
1954,9.264,521.4,6,27,0,66,24,8
1955,8.864,476.0,2,37,0,101,18,47
1956,8.249,588.0,1,18,0,91,35,34
1957,9.912,537.7,9,32,2,62,11,6
1958,9.451,524.5,0,34,0,74,10,12
1959,10.153,354.3,16,67,0,75,5,10
1960,9.627,629.0,1,26,0,51,13,12
1961,9.929,617.5,8,37,0,51,18,7
1962,8.504,373.8,6,38,0,85,20,14
1963,8.179,474.4,6,33,0,100,57,61
1964,9.629,392.9,21,57,2,74,20,22
1965,8.865,754.2,2,24,0,65,9,20
1966,10.162,685.1,4,37,0,47,17,2
1967,10.323,524.7,10,38,0,59,10,6
1968,9.495,667.0,2,28,0,72,17,25
1969,9.358,495.9,8,46,1,83,28,36
1970,9.247,520.4,3,43,0,79,28,46
1971,9.797,370.7,10,48,0,63,17,28
1972,8.763,383.3,7,26,0,75,15,9
1973,9.664,364.4,15,53,0,86,5,11
1974,10.166,509.1,4,35,0,26,0,0
1975,9.973,503.6,10,53,0,61,5,6
1976,10.086,322.9,21,64,0,72,16,16
1977,9.839,534.3,2,33,0,53,7,11
1978,9.109,536.5,5,28,0,71,15,20
1979,9.173,573.5,4,34,0,73,19,50
1980,9.086,452.5,1,25,0,72,15,11
1981,9.665,692.9,5,27,0,81,24,44
1982,9.96,486.7,12,59,1,67,18,28
1983,10.242,454.5,17,58,0,70,15,8
1984,9.26,502.4,7,31,0,59,1,7
1985,8.89,443.7,4,39,0,93,38,57
1986,9.081,543.8,5,44,0,70,26,33
1987,8.829,579.4,2,30,0,79,28,41
1988,10.323,546.3,3,39,0,40,2,11
1989,10.522,553.3,10,57,0,59,5,0
1990,10.603,566.7,13,48,0,41,7,9
1991,9.628,345.9,14,59,1,79,21,18
1992,10.57,516.9,14,56,1,47,9,2
1993,10.146,534.9,8,46,0,72,22,4
1994,11.187,456.9,22,55,1,41,2,3
1995,3.093,343.1,0,0,0,67,14,11
1996,8.754,436.2,10,46,0,92,28,32
1997,10.0,507.4,18,64,0,70,18,26
1998,10.258,657.1,18,46,0,73,9,10
1999,10.692,626.3,14,56,1,60,4,8
2000,10.782,801.9,5,47,0,43,5,2
2001,10.396,700.3,17,57,0,73,5,14
2002,9.964,664.1,7,35,0,51,17,19
2003,10.887,420.1,31,91,0,89,12,7
2004,10.073,545.8,13,52,0,81,9,20
2005,10.835,494.0,29,65,0,70,12,18
2006,11.294,543.0,26,71,4,69,12,15
2007,11.579,515.8,14,64,1,36,4,0
2008,10.968,517.8,14,64,0,70,1,5
2009,10.854,563.0,19,64,0,66,15,19
2010,9.784,608.3,20,55,2,95,32,62
2011,11.416,399.8,13,77,0,60,5,9
2012,10.96,481.4,16,66,1,52,15,12
2013,10.636,560.8,24,65,1,75,13,25
2014,12.053,582.4,11,57,1,33,1,3
2015,11.838,378.5,30,65,3,41,0,2
2016,11.225,608.7,18,68,0,51,9,1
2017,11.466,558.4,18,70,0,48,6,4
2018,12.352,487.5,38,108,2,58,5,6
2019,11.877,515.6,33,80,3,46,3,6
2020,12.37,435.8,23,92,2,32,0,1
2021,10.543,487.0,12,69,2,73,33,5
2022,12.339,515.4,44,97,0,47,9,7
2023,12.159,620.0,30,92,1,50,11,4
2024,4.131,82.4,0,0,0,20,2,5
