year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;9.17;1;36;1;27
1938;null;null;null;null;null
1939;null;null;null;null;null
1940;null;null;null;null;null
1941;8.07;4;42;1;33
1942;7.94;7;61;0;44
1943;9.14;11;53;0;7
1944;null;null;null;null;null
1945;8.9;16;66;0;31
1946;8.98;15;57;0;27
1947;9.06;33;76;0;42
1948;9.19;7;49;0;17
1949;9.15;11;47;0;13
1950;9.31;18;70;0;21
1951;9.32;9;57;0;4
1952;8.14;15;58;0;32
1953;9.04;7;53;0;30
1954;7.86;5;42;0;35
1955;7.94;2;37;0;20
1956;7.44;1;44;0;49
1957;8.84;15;40;0;18
1958;8.76;8;61;0;12
1959;9.19;4;51;1;15
1960;8.91;3;39;0;20
1961;9.35;10;59;0;23
1962;7.56;5;41;0;33
1963;7.53;5;39;0;60
1964;8.05;2;45;0;43
1965;7.62;4;27;0;30
1966;8.71;1;30;0;28
1967;8.27;12;43;0;31
1968;null;null;null;null;null
1969;8.52;9;58;0;34
1970;8.17;6;49;0;22
1971;8.96;16;59;0;22
1972;8.71;9;43;0;20
1973;8.6;11;68;0;17
1974;9.54;9;52;0;1
1975;9.36;3;57;0;10
1976;8.51;10;47;0;22
1977;9.25;3;36;0;16
1978;8.11;1;34;0;26
1979;8.7;3;52;0;18
1980;7.83;2;25;0;34
1981;8.61;6;42;1;29
1982;9.38;0;54;0;19
1983;9.63;11;63;0;18
1984;8.49;3;32;0;18
1985;8.46;9;48;0;36
1986;9.01;5;55;0;37
1987;8.49;3;44;0;37
1988;9.49;6;40;0;10
1989;9.75;2;39;0;8
1990;9.74;5;46;0;20
1991;8.76;5;45;0;24
1992;10.05;22;66;0;16
1993;9.35;9;60;0;25
1994;10.74;24;60;0;11
1995;9.27;12;49;0;29
1996;8.17;5;42;0;47
1997;9.69;5;68;0;14
1998;9.83;12;56;0;27
1999;9.82;7;55;0;21
2000;10.59;13;64;0;14
2001;9.65;13;56;0;19
2002;10.41;11;62;0;22
2003;9.97;39;95;1;27
2004;8.63;6;44;0;20
2005;8.65;7;43;0;29
2006;9.13;15;49;0;37
2007;10;8;48;0;21
2008;9.98;13;54;0;7
2009;9.63;4;47;0;34
2010;8.8;15;42;0;43
2011;9.79;9;57;0;15
2012;9.42;17;56;0;26
2013;9.34;18;53;2;24
2014;10.76;8;39;0;2
2015;10.48;30;63;0;4
2016;10.18;8;62;0;5
2017;9.88;18;65;0;20
2018;11.02;20;78;0;15
2019;10.75;19;69;1;8
2020;10.34;7;55;0;1
2021;9.6;12;55;0;14
2022;null;11;54;0;1
