year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1972;2.73;0;0;0;64
1973;null;null;null;null;null
1974;null;null;null;null;null
1975;null;null;null;null;null
1976;null;null;null;null;null
1977;null;null;null;null;null
1978;null;null;null;null;null
1979;null;null;null;null;null
1980;null;null;null;null;null
1981;null;null;null;null;null
1982;null;null;null;null;null
1983;null;null;null;null;null
1984;null;null;null;null;null
1985;null;null;null;null;null
1986;null;null;null;null;null
1987;null;null;null;null;null
1988;null;null;null;null;null
1989;null;null;null;null;null
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;null;null;null;null;null
1995;null;null;null;null;null
1996;1.94;0;0;0;100
1997;3.46;0;0;0;84
1998;3.12;0;0;0;96
1999;3.11;0;0;0;90
2000;3.97;0;0;0;72
2001;3.14;0;0;0;86
2002;4.19;0;4;0;70
2003;3.7;0;4;0;90
2004;2.86;0;2;0;99
2005;2.44;0;1;0;101
2006;3.67;0;1;0;82
2007;4.05;0;6;0;70
2008;3.6;0;1;0;83
2009;3.32;0;0;0;102
2010;2.28;0;0;0;107
2011;4.52;0;3;0;63
2012;3.69;0;3;0;82
2013;3.41;0;9;0;87
2014;4.41;0;1;0;70
2015;4.68;0;7;0;59
2016;4.1;0;2;0;75
2017;3.89;0;2;0;86
2018;null;null;null;null;null
2019;4.34;0;6;0;77
2020;4.56;0;2;0;54
2021;3.48;0;2;0;77
2022;4.84;0;4;0;67
2023;null;0;0;0;36
