year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1957,8.043,614.1,6,16,0,82,15,35
1958,7.422,721.0,0,14,0,98,33,62
1959,8.608,373.1,3,38,0,91,26,44
1960,7.636,743.7,0,8,0,95,28,58
1961,8.327,826.1,1,21,0,70,21,52
1962,6.339,550.5,0,8,0,108,45,63
1963,6.481,499.7,3,12,0,112,74,85
1964,7.375,494.9,6,35,0,110,46,63
1965,6.733,724.7,0,7,0,108,41,94
1966,7.716,821.5,1,18,0,93,34,72
1967,8.232,678.5,0,17,0,80,19,38
1968,7.231,616.5,0,14,0,116,45,63
1969,6.946,628.6,4,28,0,127,61,107
1970,6.909,835.7,1,18,0,103,47,101
1971,7.816,441.3,5,31,0,92,23,54
1972,6.913,629.6,3,16,0,93,29,53
1973,7.496,556.5,2,34,0,112,23,60
1974,8.028,709.9,3,13,0,61,3,16
1975,8.358,572.7,7,38,0,82,11,25
1976,7.78,463.4,4,30,0,99,38,70
1977,7.905,700.7,0,7,0,77,17,39
1978,7.069,581.2,0,12,0,100,40,64
1979,6.972,625.0,0,13,0,106,38,83
1980,6.905,731.1,0,7,0,106,42,76
1981,7.438,981.9,0,10,0,106,49,0
1982,8.552,502.0,3,35,0,97,21,0
1983,8.422,679.7,2,36,0,83,30,0
1984,7.258,742.1,1,12,0,103,22,0
1985,6.682,695.0,1,8,0,111,56,0
1986,7.213,783.2,1,18,0,90,47,0
1987,6.472,781.9,0,9,0,105,57,0
1988,8.397,743.6,0,14,0,74,11,0
1989,9.088,613.4,2,22,0,63,7,0
1990,8.838,666.3,3,24,1,62,16,37
1991,7.65,573.9,1,23,0,103,27,27
1992,8.581,773.2,3,29,1,71,15,19
1993,7.648,729.9,0,11,0,92,33,71
1994,8.972,796.4,11,32,0,77,14,23
1995,8.136,752.9,6,34,0,104,32,53
1996,6.326,634.4,1,16,0,125,61,71
1997,8.264,629.6,3,21,0,83,19,48
1998,8.44,820.4,5,20,0,71,29,48
1999,9.013,794.9,1,28,0,66,19,57
2000,9.244,682.0,4,19,0,52,10,34
2001,8.38,741.8,4,23,0,90,27,56
2002,8.668,1001.3,4,22,0,77,25,33
2003,8.633,582.7,15,46,0,101,28,50
2004,8.119,744.4,0,19,0,96,19,43
2005,8.557,684.9,3,34,0,98,32,61
2006,9.014,620.5,9,34,0,89,33,56
2007,9.217,943.1,2,22,0,56,14,21
2008,8.955,609.9,7,25,0,71,15,20
2009,8.604,793.3,1,27,0,87,31,38
2010,7.121,720.1,8,26,2,113,70,103
2011,9.311,547.3,1,29,0,77,21,15
2012,8.583,684.0,4,27,0,70,24,40
2013,8.008,706.9,9,29,0,103,44,72
2014,9.769,693.5,3,25,0,49,15,16
2015,9.455,627.0,13,36,1,72,8,17
2016,9.068,603.8,10,36,0,83,13,15
2017,9.201,823.4,3,28,0,81,23,30
2018,10.116,492.9,15,65,0,82,22,39
2019,9.833,624.3,12,42,0,64,8,14
2020,9.984,619.4,7,30,0,54,3,1
2021,8.65,659.1,3,23,0,90,20,37
2022,10.086,561.1,9,49,0,65,12,26
2023,10.133,885.2,5,42,0,69,11,27
2024,11.841,697.3,3,40,0,27,10,10
