year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;9.9;6;61;0;26
1938;9.78;14;49;1;23
1939;9.37;11;68;0;12
1940;7.07;2;38;0;70
1941;8.02;1;38;0;41
1942;8.21;12;60;0;54
1943;9.32;11;58;0;25
1944;9;11;48;0;26
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;null;null;null;null;null
1948;9.97;9;60;0;27
1949;10.16;13;54;0;13
1950;10.09;24;81;2;29
1951;10.35;9;59;0;9
1952;9.45;26;71;0;28
1953;9.77;10;62;0;21
1954;8.76;15;55;0;42
1955;8.84;3;43;0;29
1956;7.95;4;52;0;44
1957;9.41;11;49;0;20
1958;9.2;10;51;0;16
1959;9.17;4;43;0;18
1960;8.95;1;31;0;22
1961;9.47;11;52;0;34
1962;8.07;12;53;0;38
1963;7.88;16;60;0;65
1964;8.56;11;57;0;44
1965;8.21;10;39;0;19
1966;9.56;6;44;0;22
1967;9.83;18;62;0;19
1968;9.22;13;51;0;26
1969;8.64;9;61;0;43
1970;8.85;8;50;0;30
1971;9.32;18;65;0;30
1972;9.1;11;42;1;27
1973;9.32;14;56;0;18
1974;10.06;9;47;0;5
1975;10.01;5;65;0;6
1976;9.34;12;48;1;19
1977;9.93;6;60;0;22
1978;9.03;3;42;0;22
1979;9.18;8;56;0;21
1980;8.55;5;33;2;31
1981;9.89;11;55;1;24
1982;9.6;7;61;0;30
1983;10.25;15;69;2;27
1984;9.19;6;40;0;13
1985;8.64;6;54;0;44
1986;9.09;13;64;1;41
1987;8.74;6;54;1;45
1988;10.01;18;54;1;16
1989;10.2;4;36;1;13
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;10.88;561;1941;44;495
1995;null;null;null;null;null
1996;null;null;null;null;null
1997;null;null;null;null;null
1998;10.43;18;59;3;25
1999;10.46;8;53;0;23
2000;11.41;24;71;0;19
2001;10.31;17;61;2;19
2002;10.8;12;67;1;27
2003;10.48;39;99;4;24
2004;9.98;9;52;0;25
2005;9.73;10;60;1;31
2006;10.35;21;59;2;26
2007;11.16;18;75;2;18
2008;11.04;8;71;0;10
2009;10.63;12;72;0;30
2010;9.55;16;52;2;44
2011;10.67;17;79;0;20
2012;10.98;32;87;3;21
2013;10.64;27;67;4;22
2014;11.75;12;64;0;13
2015;11.67;41;76;5;2
2016;11.15;17;84;0;13
2017;11.07;36;79;3;23
2018;11.96;32;109;1;15
2019;11.91;38;86;2;6
2020;11.36;16;71;0;5
2021;10.72;23;78;3;8
2022;null;28;82;2;1
