year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1936,9.183,693.1,2,26,0,83,6,8
1937,9.201,579.6,5,35,0,83,21,36
1938,9.653,638.2,12,42,0,68,17,20
1939,9.368,738.9,5,35,0,76,14,9
1940,7.258,717.2,0,26,0,106,56,69
1943,9.588,595.5,13,33,0,83,12,11
1944,9.273,696.1,10,40,0,80,10,1
1946,8.782,673.6,3,14,0,81,29,39
1947,8.541,654.8,18,56,0,108,58,58
1948,9.673,632.3,5,25,0,73,8,6
1949,9.593,547.8,4,32,0,66,6,9
1950,9.057,676.7,0,26,0,75,21,10
1951,9.167,664.3,2,22,0,70,5,11
1952,8.341,696.0,3,24,0,96,14,44
1953,9.616,486.7,5,28,0,71,12,28
1954,8.355,753.2,3,13,0,87,31,17
1955,8.08,631.6,0,22,0,108,24,45
1956,7.378,739.0,0,8,0,95,34,45
1957,9.139,769.9,6,21,0,70,8,11
1958,8.695,755.1,0,18,0,90,7,25
1959,9.696,337.4,6,51,0,80,14,13
1960,8.914,815.1,1,11,0,73,16,29
1961,9.379,815.1,3,21,0,71,20,6
1962,7.54,581.2,0,6,0,93,26,28
1963,7.472,466.8,3,22,0,108,66,80
1964,8.54,483.4,9,36,0,94,33,26
1965,8.096,761.1,0,8,0,96,21,32
1966,8.943,737.1,2,29,0,79,30,32
1967,9.66,793.5,1,19,0,64,8,12
1968,8.747,603.6,0,30,0,87,23,25
1969,8.328,599.0,7,34,0,110,40,70
1970,8.253,778.6,2,29,0,95,35,72
1971,9.168,510.8,5,34,0,73,14,24
1972,8.424,609.6,5,19,0,81,15,10
1973,8.941,576.4,5,33,0,84,6,25
1974,9.585,675.0,2,10,0,37,0,2
1975,9.791,520.1,11,45,0,69,3,9
1976,8.891,570.0,10,40,0,97,19,46
1977,9.355,605.8,0,15,0,57,8,11
1978,8.533,642.0,3,21,0,92,27,46
1979,8.113,634.5,2,23,0,93,30,71
1980,8.327,736.0,1,13,0,101,20,29
1981,8.814,935.4,1,21,0,92,24,57
1982,9.767,605.6,10,38,0,72,14,1
1983,9.924,702.1,12,50,0,70,15,18
1984,8.881,721.4,2,17,0,82,11,14
1985,8.2,650.0,3,22,0,94,42,45
1986,8.644,758.6,8,31,1,76,37,50
1987,7.95,738.7,1,14,1,83,35,69
1988,9.876,673.0,0,21,0,54,3,18
1989,10.418,516.2,7,47,0,53,5,0
1990,10.402,666.9,7,33,0,40,4,2
1991,9.118,531.5,3,28,0,79,15,17
1992,10.187,686.7,6,46,0,48,14,3
1993,8.915,767.5,0,22,0,75,19,21
1994,10.203,720.0,17,35,0,49,13,7
1995,9.631,597.3,13,48,1,81,18,17
1996,7.614,515.3,2,21,0,113,47,50
1997,9.608,591.7,3,37,0,67,14,15
1998,9.871,684.9,6,18,1,54,15,13
1999,10.608,571.0,5,45,0,56,8,15
2000,10.751,525.7,5,23,0,36,6,11
2001,9.667,671.0,4,30,0,82,14,17
2002,10.075,840.6,7,28,0,62,14,6
2003,9.954,510.4,17,56,0,91,17,22
2004,9.85,674.9,3,28,0,69,6,12
2005,9.918,568.7,6,36,0,71,16,33
2006,10.521,553.0,12,54,0,78,17,15
2007,10.603,909.1,4,25,1,37,10,6
2008,10.269,668.0,7,25,0,57,7,13
2009,10.103,634.7,5,41,0,72,17,30
2010,8.491,651.0,10,35,4,102,56,85
2011,10.418,565.0,3,32,0,64,10,7
2012,9.91,629.5,4,29,1,63,17,9
2013,9.454,578.0,8,34,0,85,20,38
2014,11.136,594.4,4,33,0,43,13,9
2015,10.605,644.8,11,37,0,45,1,2
2016,10.318,583.2,10,38,0,66,9,15
2017,10.395,821.8,3,27,0,49,11,5
2018,11.142,434.6,22,78,2,64,9,6
2019,11.065,581.7,19,51,1,49,3,0
2020,11.281,494.1,12,40,2,30,0,0
2021,9.947,639.3,3,38,1,62,12,19
2022,11.098,455.9,19,54,0,55,5,1
2023,11.267,924.1,10,54,0,59,3,6
2024,12.856,778.8,8,46,0,23,5,6
