year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1948,6.05,22.7,0,0,0,2,0,1
1949,3.6,9.1,0,0,0,2,0,0
1950,0.4,5.7,0,0,0,2,0,0
1951,0.55,19.1,0,0,0,2,0,2
1952,3.9,30.8,0,0,0,0,0,2
1953,-0.55,0.2,0,0,0,2,0,0
1954,-5.45,0.9,0,0,0,2,1,0
1955,-1.8,1.4,0,0,0,2,1,1
1956,2.9,12.1,0,0,0,0,0,0
1957,-2.85,0.0,0,0,0,2,1,2
1958,3.2,5.4,0,0,0,1,0,0
1959,3.5,5.9,0,0,0,0,0,0
1960,7.5,7.2,0,0,0,0,0,0
1961,1.8,12.4,0,0,0,1,0,0
1962,-1.4,0.0,0,0,0,2,0,0
1963,-6.8,0.0,0,0,0,2,2,2
1964,0.9,0.0,0,0,0,2,0,0
1965,2.1,5.4,0,0,0,1,0,1
1966,5.85,34.0,0,0,0,0,0,0
1967,3.1,3.0,0,0,0,0,0,0
1968,-0.35,3.6,0,0,0,2,0,2
1969,1.65,7.3,0,0,0,2,0,2
1970,-5.35,2.5,0,0,0,2,1,2
1971,-9.25,0.2,0,0,0,2,2,2
1972,1.3,0.0,0,0,0,1,0,0
1973,-7.25,0.0,0,0,0,2,1,0
1974,-2.15,0.1,0,0,0,2,1,0
1975,6.5,0.5,0,0,0,0,0,0
1976,6.1,25.7,0,0,0,0,0,0
1977,1.7,15.4,0,0,0,1,0,0
1978,4.2,0.6,0,0,0,0,0,0
1979,-12.85,1.7,0,0,0,2,2,2
1980,-0.95,2.6,0,0,0,2,0,2
1981,3.35,16.6,0,0,0,0,0,1
1982,3.3,3.3,0,0,0,0,0,2
1983,-1.3,0.5,0,0,0,2,1,0
1984,4.55,18.4,0,0,0,1,0,0
1985,-2.2,7.6,0,0,0,2,0,2
1986,-2.85,6.1,0,0,0,2,1,1
1987,5.35,24.9,0,0,0,0,0,0
1988,7.65,14.5,0,0,0,0,0,0
1989,3.5,0.0,0,0,0,0,0,0
1990,-1.4,0.3,0,0,0,2,2,0
1991,5.95,19.9,0,0,0,0,0,0
1992,2.5,0.0,0,0,0,1,0,0
1993,-11.3,0.0,0,0,0,2,2,0
1994,2.9,33.1,0,0,0,1,0,1
1995,-0.2,7.2,0,0,0,2,0,1
1996,-0.15,0.3,0,0,0,2,0,2
1997,-14.15,0.0,0,0,0,2,2,2
1998,5.8,11.9,0,0,0,0,0,0
1999,-0.3,1.0,0,0,0,2,0,0
2000,2.55,0.8,0,0,0,0,0,0
2001,1.6,12.3,0,0,0,1,0,2
2002,-2.0,0.0,0,0,0,2,1,2
2003,5.8,37.1,0,0,0,1,0,1
2004,-3.0,0.0,0,0,0,2,2,0
2005,4.85,5.4,0,0,0,0,0,0
2006,1.95,0.1,0,0,0,1,0,1
2007,4.25,9.2,0,0,0,2,0,0
2008,-2.35,0.0,0,0,0,2,2,0
2009,-3.05,0.1,0,0,0,2,2,0
2010,-2.2,1.0,0,0,0,2,1,1
2011,0.4,1.4,0,0,0,2,0,2
2012,8.05,14.1,0,0,0,0,0,0
2013,4.3,4.2,0,0,0,0,0,0
2014,3.8,5.6,0,0,0,1,0,0
2015,1.3,3.0,0,0,0,2,0,0
2016,1.95,9.0,0,0,0,0,0,0
2017,-3.65,0.9,0,0,0,2,1,1
2018,4.3,39.4,0,0,0,0,0,0
2019,3.4,1.3,0,0,0,1,0,0
2020,-2.85,0.0,0,0,0,2,1,0
2021,-0.45,0.0,0,0,0,2,0,2
2022,9.4,9.6,0,0,0,0,0,0
