year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1948;9.46;7;45;0;25
1949;9.6;9;48;0;13
1950;9.66;20;75;0;32
1951;9.77;6;47;0;7
1952;8.93;23;61;0;29
1953;9.48;7;63;0;31
1954;8.37;9;45;0;46
1955;8.56;1;42;0;35
1956;8.02;5;51;0;53
1957;9.52;11;54;0;23
1958;9.47;14;56;0;18
1959;9.63;8;51;0;21
1960;9.55;8;44;0;26
1961;10.1;22;74;0;34
1962;8.37;15;58;0;41
1963;8.54;21;60;0;66
1964;8.82;16;59;0;48
1965;8.51;11;36;0;31
1966;9.93;8;56;0;24
1967;10.1;21;65;0;22
1968;9.45;14;50;0;34
1969;8.91;10;59;0;50
1970;9.04;7;50;0;36
1971;9.72;26;64;1;29
1972;9.21;14;44;0;29
1973;9.55;16;69;0;18
1974;10.2;13;52;0;1
1975;10.03;5;65;0;10
1976;9.67;12;54;0;20
1977;10.12;9;62;0;23
1978;9.1;5;43;0;24
1979;9.38;5;53;0;23
1980;8.47;3;29;0;34
1981;9.82;10;54;1;31
1982;9.8;6;59;0;30
1983;10.37;17;73;2;26
1984;9.18;7;31;0;21
1985;8.8;8;50;0;48
1986;9.44;12;62;0;43
1987;9.13;6;56;0;45
1988;10.29;16;53;1;11
1989;10.46;4;52;0;20
1990;10.57;14;59;0;21
1991;9.38;7;49;1;30
1992;10.9;29;73;5;16
1993;10.05;18;64;0;32
1994;11.06;28;69;2;16
1995;9.85;14;57;0;33
1996;8.19;2;41;0;55
1997;9.43;2;56;0;25
1998;10.14;18;61;2;37
1999;10.12;4;47;0;28
2000;10.98;17;65;1;21
2001;9.86;11;53;0;27
2002;10.76;12;62;1;30
2003;10.37;42;90;4;33
2004;10.18;13;49;0;27
2005;9.89;10;57;1;35
2006;10.24;20;58;5;36
2007;11.35;17;72;5;20
2008;11.17;11;66;1;11
2009;10.83;9;70;0;33
2010;9.61;18;52;3;49
2011;11.01;18;76;1;18
2012;10.86;25;79;1;22
2013;10.54;24;67;6;26
2014;11.78;11;56;0;8
2015;11.9;41;75;7;4
2016;11.23;15;84;1;16
2017;11.22;34;79;5;22
2018;12.13;32;105;2;18
2019;12.06;31;87;3;10
2020;11.49;17;72;0;4
2021;10.72;20;74;6;11
2022;null;26;79;1;3
