year,averageTemperature,totalPrecipitation,heatDays,summerDays,tropicalNights,frostDays,iceDays,snowCoverDays
1781,7.228,0.0,0,0,0,365,365,0
1782,5.141,0.0,0,0,0,365,365,0
1783,6.461,0.0,0,0,0,365,365,0
1784,4.636,0.0,0,0,0,366,366,0
1785,4.309,0.0,0,0,0,365,365,0
1786,4.62,0.0,0,0,0,365,365,0
1788,5.554,0.0,0,0,0,366,366,0
1789,5.669,0.0,0,0,0,365,365,0
1790,6.315,0.0,0,0,0,365,365,0
1791,6.797,0.0,0,0,0,349,349,0
1792,6.187,0.0,0,0,0,366,366,0
1794,7.058,0.0,0,0,0,365,365,0
1795,6.544,0.0,0,0,0,365,365,0
1796,6.093,0.0,0,0,0,366,366,0
1797,7.025,0.0,0,0,0,365,365,0
1798,5.808,0.0,0,0,0,365,365,0
1800,6.669,0.0,0,0,0,365,365,0
1801,6.459,0.0,0,0,0,365,365,0
1802,6.648,0.0,0,0,0,365,365,0
1803,5.424,0.0,0,0,0,365,365,0
1804,6.093,0.0,0,0,0,366,366,0
1805,4.676,0.0,0,0,0,365,365,0
1806,7.27,0.0,0,0,0,365,365,0
1807,6.767,0.0,0,0,0,365,365,0
1808,5.577,0.0,0,0,0,366,366,0
1809,7.273,0.0,0,0,0,365,365,0
1810,7.679,0.0,0,0,0,365,365,0
1813,4.915,0.0,0,0,0,365,365,0
1814,4.919,0.0,0,0,0,365,365,0
1815,5.212,0.0,0,0,0,365,365,0
1816,3.97,0.0,0,0,0,366,366,0
1817,5.376,0.0,0,0,0,365,365,0
1818,6.382,0.0,0,0,0,365,365,0
1819,6.401,0.0,0,0,0,365,365,0
1820,4.931,0.0,0,0,0,366,366,0
1821,6.253,0.0,0,0,0,365,365,0
1822,7.399,0.0,0,0,0,365,365,0
1823,5.779,0.0,0,0,0,365,365,0
1824,6.084,0.0,0,0,0,366,366,0
1825,5.926,0.0,0,0,0,365,365,0
1826,5.878,0.0,0,0,0,365,365,0
1827,5.819,0.0,0,0,0,365,365,0
1828,6.321,0.0,0,0,0,366,366,0
1829,3.778,0.0,0,0,0,365,365,0
1830,5.411,0.0,0,0,0,365,365,0
1831,6.205,0.0,0,0,0,365,365,0
1832,5.673,0.0,0,0,0,366,366,0
1833,5.795,0.0,0,0,0,365,365,0
1834,7.119,0.0,0,0,0,365,365,0
1835,5.221,0.0,0,0,0,365,365,0
1836,5.659,0.0,0,0,0,366,366,0
1837,4.726,0.0,0,0,0,365,365,0
1838,4.703,0.0,0,0,0,365,365,0
1839,5.859,0.0,0,0,0,365,365,0
1840,4.762,0.0,0,0,0,366,366,0
1841,6.364,0.0,0,0,0,365,365,0
1842,5.185,0.0,0,0,0,365,365,0
1843,5.343,0.0,0,0,0,365,365,0
1844,4.629,0.0,0,0,0,366,366,0
1845,4.904,0.0,0,0,0,365,365,0
1846,6.651,0.0,0,0,0,365,365,0
1847,5.176,0.0,0,0,0,365,365,0
1848,5.871,0.0,0,0,0,366,366,0
1849,5.367,0.0,0,0,0,365,365,0
1850,4.712,0.0,0,0,0,365,365,0
1851,5.235,0.0,0,0,0,365,365,0
1852,7.014,0.0,0,0,0,366,366,0
1853,5.454,0.0,0,0,0,365,365,0
1854,5.997,0.0,0,0,0,365,365,0
1855,5.52,0.0,0,0,0,365,365,0
1856,6.639,0.0,0,0,0,366,366,0
1857,6.918,0.0,0,0,0,365,365,0
1858,5.748,0.0,0,0,0,365,365,0
1859,7.044,0.0,0,0,0,365,365,0
1860,5.013,0.0,0,0,0,366,366,0
1861,6.534,0.0,0,0,0,365,365,0
1862,7.187,0.0,0,0,0,365,365,0
1863,6.99,0.0,0,0,0,365,365,0
1864,4.627,0.0,0,0,0,366,366,0
1865,6.516,0.0,0,0,0,365,365,0
1866,6.691,0.0,0,0,0,365,365,0
1867,5.682,0.0,0,0,0,365,365,0
1868,6.802,0.0,0,0,0,366,366,0
1869,5.838,0.0,0,0,0,365,365,0
1870,4.644,0.0,0,0,0,365,365,0
1871,4.48,0.0,0,0,0,365,365,0
1872,7.107,0.0,0,0,0,366,366,0
1873,6.309,0.0,0,0,0,365,365,0
1874,5.897,0.0,0,0,0,365,365,0
