year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1937;9.46;1;26;0;32
1938;9.34;1;31;1;21
1939;8.84;1;18;0;20
1940;6.92;0;5;0;71
1941;8.03;2;38;0;36
1942;8.4;13;53;0;49
1943;9.65;9;49;0;20
1944;8.96;13;55;0;31
1945;null;null;null;null;null
1946;null;null;null;null;null
1947;9.36;32;82;0;47
1948;null;null;null;null;null
1949;9.65;11;47;0;14
1950;9.78;23;78;0;33
1951;9.85;15;57;0;8
1952;8.98;16;57;0;28
1953;9.56;8;60;0;28
1954;8.38;7;45;0;44
1955;8.71;3;43;0;35
1956;7.62;0;26;0;51
1957;9;9;40;0;24
1958;8.86;5;46;0;20
1959;9.06;3;39;0;27
1960;8.79;1;28;0;29
1961;9.27;7;46;0;38
1962;7.76;6;42;0;46
1963;7.91;9;44;0;62
1964;8.27;6;49;0;49
1965;8.09;5;29;0;28
1966;9.4;2;32;0;25
1967;9.42;10;46;0;21
1968;8.97;5;39;0;34
1969;8.54;7;45;0;46
1970;8.52;3;43;0;36
1971;9.08;14;50;0;31
1972;8.62;5;34;0;26
1973;8.93;9;57;0;18
1974;9.59;6;28;0;1
1975;9.43;0;50;0;8
1976;9.2;7;47;0;18
1977;9.3;0;34;0;27
1978;8.26;0;29;0;22
1979;8.74;1;38;0;21
1980;7.75;2;18;0;38
1981;8.94;4;48;1;35
1982;9.09;2;43;0;33
1983;9.67;8;63;1;34
1984;8.7;3;24;0;25
1985;8.2;3;39;0;50
1986;8.9;6;46;0;45
1987;8.63;3;55;0;48
1988;9.97;12;47;1;10
1989;null;null;null;null;null
1990;null;null;null;null;null
1991;null;null;null;null;null
1992;null;null;null;null;null
1993;null;null;null;null;null
1994;10.75;25;63;0;18
1995;9.58;13;55;0;30
1996;8.37;8;47;0;52
1997;9.52;3;72;0;25
1998;10.01;19;62;1;25
1999;10.14;10;61;1;25
2000;10.73;17;68;0;22
2001;9.78;13;59;0;24
2002;10.66;13;68;0;30
2003;10.03;33;91;0;30
2004;9.77;8;51;0;27
2005;9.53;11;59;0;33
2006;9.88;21;58;0;35
2007;11.04;18;69;3;21
2008;10.67;8;63;0;11
2009;10.5;11;61;0;31
2010;9.36;19;51;3;47
2011;10.65;14;76;1;18
2012;10.5;22;77;0;22
2013;10.25;25;67;6;28
2014;11.36;10;52;0;9
2015;11.44;39;71;6;2
2016;10.72;9;75;1;16
2017;10.71;28;77;3;25
2018;11.85;31;100;1;15
2019;11.55;25;82;4;11
2020;11.21;14;73;0;2
2021;10.29;16;70;5;9
2022;null;19;65;1;2
