year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1951;-5.29;0;0;0;259
1952;-6.48;0;0;0;259
1953;-5.13;0;0;0;233
1954;-6.42;0;0;0;262
1955;-6.45;0;0;0;253
1956;-7;0;0;0;250
1957;-5.3;0;0;0;263
1958;-5.58;0;0;0;233
1959;-5.35;0;0;0;259
1960;-6.24;0;0;0;268
1961;-4.96;0;0;0;246
1962;-6.91;0;0;0;262
1963;-6.1;0;0;0;246
1964;-5.38;0;0;0;250
1965;-6.8;0;0;0;269
1966;-6.06;0;0;0;243
1967;-5.6;0;0;0;245
1968;-6.12;0;0;0;261
1969;-5.95;0;0;0;234
1970;-6.36;0;0;0;248
1971;-5.37;0;0;0;245
1972;-5.56;0;0;0;272
1973;-5.89;0;0;0;237
1974;-5.98;0;0;0;270
1975;-4.91;0;0;0;238
1976;-6.17;0;0;0;260
1977;-5.22;0;0;0;246
1978;-5.82;0;0;0;260
1979;-5.66;0;0;0;250
1980;-6.23;0;0;0;265
1981;-6.16;0;0;0;257
1982;-4.87;0;0;0;230
1983;-4.63;0;0;0;235
1984;-6.16;0;0;0;268
1985;-5.56;0;0;0;237
1986;-5.12;0;0;0;222
1987;-5.54;0;0;0;245
1988;-5.33;0;0;0;235
1989;-4.36;0;0;0;263
1990;-4.79;0;0;0;235
1991;-5.31;0;0;0;250
1992;-4.33;0;0;0;226
1993;-4.98;0;0;0;240
1994;-4.18;0;0;0;237
1995;-5.39;0;0;0;243
1996;-5.77;0;0;0;249
1997;-4.9;0;0;0;230
1998;-4.89;0;0;0;241
1999;-4.4;0;0;0;198
2000;-4.25;0;0;0;215
2001;-5.16;0;0;0;231
2002;-4.03;0;0;0;236
2003;-4.43;0;0;0;217
2004;-5.04;0;0;0;232
2005;-5.43;0;0;0;217
2006;-4.3;0;0;0;215
2007;-4.28;0;0;0;221
2008;-4.53;0;0;0;232
2009;-4.59;0;0;0;217
2010;-5.37;0;0;0;232
2011;-3.46;0;0;0;197
2012;-4.13;0;0;0;208
2013;-4.32;0;0;0;234
2014;-3.78;0;0;0;231
2015;-3.54;0;0;0;208
2016;-3.98;0;0;0;234
2017;-4.34;0;0;0;224
2018;-3.64;0;0;0;200
2019;-3.74;0;0;0;222
2020;-3.26;0;0;0;220
2021;-4.75;0;0;0;225
2022;-3.3;0;0;0;203
2023;-3.4;0;0;0;206
2024;null;0;0;0;145
